sgRNA	Gene	Clip2_7_E8_control_BC21_IGO_09496_13_S13
RTN3_27719	RTN3	48
USP12_65210	USP12	8
CBLN2_61773	CBLN2	33
RNF186_40212	RNF186	62
FBXO30_52895	FBXO30	21
OR51A7_58172	OR51A7	44
DHX57_55690	DHX57	56
RAB34_52559	RAB34	48
PPP6R1_31055	PPP6R1	88
TUBB4A_27897	TUBB4A	56
AFM_483	AFM	39
PIEZO1_25952	PIEZO1	29
CXXC5_38937	CXXC5	32
TMEM38B_41732	TMEM38B	45
TTC14_62529	TTC14	28
ST20_72201	ST20	59
SLC4A5_46474	SLC4A5	41
XPNPEP3_47163	XPNPEP3	13
MBD3L2_58999	MBD3L2	52
CENPQ_41782	CENPQ	49
CENPB_3030	CENPB	51
HELB_56352	HELB	102
ITPA_9859	ITPA	50
OR1L3_35282	OR1L3	7
CCL22_17026	CCL22	54
THEM5_67899	THEM5	60
CLGN_2993	CLGN	8
KRTAP13-1_60777	KRTAP13-1	161
NR2F6_5725	NR2F6	78
APOL1_22263	APOL1	90
WDR63_59235	WDR63	31
GABARAPL1_33488	GABARAPL1	75
ADGRG4_60704	ADGRG4	58
PYROXD2_54194	PYROXD2	24
FN3K_47429	FN3K	100
COL6A2_3597	COL6A2	28
ZNF862_73812	ZNF862	12
MICALL2_49912	MICALL2	36
SLC33A1_24154	SLC33A1	17
ACER3_42352	ACER3	15
CD82_9934	CD82	14
PPP1CA_14561	PPP1CA	68
LHX6_35022	LHX6	41
SUGCT_49928	SUGCT	80
UGT1A8_40263	UGT1A8	12
SENP3_34716	SENP3	30
ADAMTS6_30373	ADAMTS6	64
ZNF629_32578	ZNF629	29
VSTM2L_59549	VSTM2L	26
FBXW8_34864	FBXW8	17
PCDH12_38391	PCDH12	23
APOBEC3B_25282	APOBEC3B	22
Non-Targeting Control_77364	Non-Targeting Control	201
SETD2_36387	SETD2	28
NIPSNAP1_22144	NIPSNAP1	17
MELK_26130	MELK	79
METTL21C_64453	METTL21C	41
STARD13_55559	STARD13	34
PPP4R4_46325	PPP4R4	76
ALOX12B_674	ALOX12B	49
KIF24_69790	KIF24	13
AK4_565	AK4	21
NKIRAS2_36178	NKIRAS2	22
UBQLN1_36958	UBQLN1	27
ADHFE1_60514	ADHFE1	96
AS3MT_45441	AS3MT	59
ZNF707_68348	ZNF707	72
OR52D1_71577	OR52D1	45
TCF15_18856	TCF15	26
HENMT1_57057	HENMT1	112
FGF12_6279	FGF12	18
CLEC3A_27145	CLEC3A	16
MRPS30_29425	MRPS30	18
C1orf162_59509	C1orf162	49
ATP8A2_39454	ATP8A2	25
GPR137C_67412	GPR137C	101
APOOL_60691	APOOL	63
ADNP2_30996	ADNP2	38
WWP2_29985	WWP2	110
ZNF469_53873	ZNF469	14
RNF114_43703	RNF114	85
PLAC9_65213	PLAC9	34
DLG2_4806	DLG2	34
LRRC61_48588	LRRC61	67
COPZ2_38178	COPZ2	45
PRELID2_62831	PRELID2	80
FAM83A_54676	FAM83A	9
ATXN2L_30665	ATXN2L	16
NCK1_12250	NCK1	36
ZNF74_20595	ZNF74	73
TLL1_19259	TLL1	55
RFTN2_59783	RFTN2	48
ZNF691_37646	ZNF691	45
RANBP3L_64983	RANBP3L	21
CCDC159_59033	CCDC159	67
VPRBP_25770	VPRBP	11
RNF44_30957	RNF44	37
USP13_23513	USP13	52
SMIM21_67716	SMIM21	39
DMD_4851	DMD	96
ADAMTSL4_40105	ADAMTSL4	37
SPIN4_60770	SPIN4	11
VPS33B_34920	VPS33B	24
MYCN_12002	MYCN	71
ARHGEF37_71362	ARHGEF37	3
MPO_11707	MPO	19
PRIMA1_61402	PRIMA1	120
SPATA5_63883	SPATA5	36
PCP4_13450	PCP4	49
ANKRD45_68944	ANKRD45	149
IFRD1_9283	IFRD1	11
PNLIPRP2_14302	PNLIPRP2	58
AMZ1_62977	AMZ1	16
ACTR3_26991	ACTR3	5
PDE1A_13494	PDE1A	37
NT5C1B-RDH14_76043	NT5C1B-RDH14	12
SREBF1_18179	SREBF1	38
PLD3_33408	PLD3	60
OGFRL1_49431	OGFRL1	25
TYSND1_65364	TYSND1	142
OOSP2_65515	OOSP2	9
HSPB3_23533	HSPB3	29
IVD_9886	IVD	67
PPP3R1_14679	PPP3R1	64
FAM195A_53510	FAM195A	3
ZKSCAN1_20553	ZKSCAN1	82
HSPB1_8958	HSPB1	34
LGALS7B_74331	LGALS7B	67
PRAMEF10_69504	PRAMEF10	38
SLC3A1_17479	SLC3A1	20
VPS37D_62987	VPS37D	19
ZNF300_56076	ZNF300	12
HRASLS_45009	HRASLS	32
KIAA1524_46128	KIAA1524	67
PHLPP2_31534	PHLPP2	84
APLP2_938	APLP2	48
MOB1A_42023	MOB1A	62
TRIP13_24471	TRIP13	203
TMEM194B_75363	TMEM194B	31
TOM1L1_26800	TOM1L1	16
C1orf168_64609	C1orf168	45
GDAP1L1_48660	GDAP1L1	68
ECHDC2_42135	ECHDC2	21
CALU_2245	CALU	33
PPP2R5A_14643	PPP2R5A	25
MAP2K5_14935	MAP2K5	69
RAPSN_15826	RAPSN	60
SH2D7_74147	SH2D7	3
TOR1A_5198	TOR1A	36
TEP1_18978	TEP1	74
ZNF136_20679	ZNF136	41
DLX2_4826	DLX2	85
LIMK2_10666	LIMK2	83
ANKRD12_32242	ANKRD12	26
YES1_20381	YES1	17
FMOD_6505	FMOD	24
NAV2_55131	NAV2	68
NAP1L3_12198	NAP1L3	78
AKNAD1_66450	AKNAD1	42
PUS10_62421	PUS10	76
BPHL_1856	BPHL	21
PVR_15555	PVR	34
RUFY1_50973	RUFY1	41
EPB41L3_31832	EPB41L3	39
ASMT_1264	ASMT	57
MAST4_70499	MAST4	44
SREK1_61066	SREK1	16
DGKD_22203	DGKD	10
PDE7B_35605	PDE7B	33
C17orf107_75270	C17orf107	38
ALKBH6_54633	ALKBH6	30
LOR_10747	LOR	19
MGRN1_32368	MGRN1	22
LMOD1_33753	LMOD1	57
LRRC61_48587	LRRC61	61
CYSLTR1_29206	CYSLTR1	87
RBAK_46381	RBAK	66
KBTBD8_53772	KBTBD8	81
CEP70_51124	CEP70	23
ADAMTS6_30374	ADAMTS6	57
SENP5_65171	SENP5	39
SULT2B1_18481	SULT2B1	67
SEMA4B_28323	SEMA4B	24
RBM12B_71452	RBM12B	27
ZNF430_51024	ZNF430	51
LRRC23_27452	LRRC23	35
FAM117B_62409	FAM117B	39
TGM3_19132	TGM3	155
GLS_7253	GLS	34
SPEG_27656	SPEG	13
CENPO_49069	CENPO	12
KRT82_10410	KRT82	80
LOC100130370_75287	LOC100130370	41
NCS1_32746	NCS1	23
RPL13A_33036	RPL13A	48
HOGA1_56868	HOGA1	32
CEP76_50470	CEP76	27
NKRF_43747	NKRF	28
NOXRED1_58553	NOXRED1	24
FOXS1_6425	FOXS1	117
NHSL1_45320	NHSL1	8
TRPC3_19602	TRPC3	37
CHRNA7_3238	CHRNA7	16
ZNF540_63670	ZNF540	11
TMEM218_65396	TMEM218	68
GLB1L3_56893	GLB1L3	121
TTC17_43287	TTC17	25
ZER1_28100	ZER1	19
ZNF280D_40658	ZNF280D	23
DEF8_40756	DEF8	68
ANGPT4_38643	ANGPT4	35
NPR1_12798	NPR1	76
FARSA_6086	FARSA	4
TTC9_32985	TTC9	15
TARM1_73198	TARM1	15
DMXL1_4650	DMXL1	61
FGFR1OP_30160	FGFR1OP	58
ZP2_20904	ZP2	11
ZNF70_20589	ZNF70	10
GZF1_47742	GZF1	89
PRR32_75302	PRR32	38
CATSPER2_57902	CATSPER2	26
GBP5_57483	GBP5	76
CLEC4E_34846	CLEC4E	13
PLSCR1_14219	PLSCR1	67
ITFG1_51630	ITFG1	27
PICK1_24908	PICK1	14
ERO1LB_44290	ERO1LB	58
CYP2D6_4381	CYP2D6	72
RNASE8_58506	RNASE8	35
CXCR4_21002	CXCR4	66
LYL1_10898	LYL1	10
AMICA1_58262	AMICA1	47
KCTD7_62944	KCTD7	34
SLC27A6_36235	SLC27A6	64
RCAN2_27444	RCAN2	22
PLEKHA7_61258	PLEKHA7	58
NDST1_8998	NDST1	47
BICC1_50712	BICC1	27
SBF1_16829	SBF1	33
SLC17A6_44927	SLC17A6	58
MRGPRD_57790	MRGPRD	29
SLC9C2_67912	SLC9C2	69
REG3A_13304	REG3A	59
APOC4_978	APOC4	16
CLN3_3406	CLN3	29
KIAA1804_53641	KIAA1804	27
EXOSC6_58026	EXOSC6	143
OAZ3_39297	OAZ3	25
OR11L1_71948	OR11L1	110
MICALCL_54596	MICALCL	28
FOXL2NB_72345	FOXL2NB	39
SYCE3_73918	SYCE3	42
ITGA3_9755	ITGA3	50
TAF9_18663	TAF9	37
AP3S1_3331	AP3S1	65
MSANTD4_53591	MSANTD4	18
OR2A12_69745	OR2A12	77
HBP1_35333	HBP1	76
TMEM126A_53182	TMEM126A	33
IL7R_9449	IL7R	19
TM6SF1_39556	TM6SF1	61
PRAME_33077	PRAME	20
BSND_20947	BSND	20
APBA2_886	APBA2	25
F7_5962	F7	14
MGST3_11471	MGST3	118
OIT3_64141	OIT3	37
NXF2_43841	NXF2	15
TSEN34_48798	TSEN34	8
RPS6KB1_16527	RPS6KB1	44
APOBEC3H_63791	APOBEC3H	70
COL11A1_3634	COL11A1	17
ZNF440_59026	ZNF440	119
TNFRSF1A_19382	TNFRSF1A	22
OR2H2_21100	OR2H2	15
DMRT2_28818	DMRT2	22
CXCL16_46514	CXCL16	26
ADAM29_30079	ADAM29	40
THAP6_62712	THAP6	46
RAB15_70574	RAB15	17
GABRA6_6759	GABRA6	51
APOBEC3A_64693	APOBEC3A	8
MYL5_12078	MYL5	53
KCNK7_26966	KCNK7	23
NARR_76233	NARR	21
LINC00452_73783	LINC00452	36
ELF5_5518	ELF5	59
LOH12CR1_58008	LOH12CR1	96
CRLF2_47394	CRLF2	24
CTF1_4186	CTF1	53
STX3_18442	STX3	18
ZNF418_61823	ZNF418	29
MAP6D1_50385	MAP6D1	60
LETM2_60535	LETM2	25
RAC2_15711	RAC2	25
ATAD1_54406	ATAD1	15
TAF9B_39147	TAF9B	148
SYPL2_67935	SYPL2	33
OR2AE1_51560	OR2AE1	27
DNAH14_59387	DNAH14	53
ETFA_5825	ETFA	100
AMPD3_745	AMPD3	29
NTSR1_12924	NTSR1	97
MAPK8_14902	MAPK8	42
IGFL4_73294	IGFL4	63
C20orf196_62231	C20orf196	11
STAT5A_18357	STAT5A	37
HELLS_8282	HELLS	10
ETV5_5861	ETV5	119
LY6E_10880	LY6E	26
FAM133B_66919	FAM133B	6
ARPIN_69917	ARPIN	152
5-Sep_14319	5-Sep	25
C8A_2022	C8A	47
RCL1_27245	RCL1	9
MCM8_53713	MCM8	82
FBXW8_34865	FBXW8	39
C2orf47_49275	C2orf47	62
CDA_2775	CDA	32
SEMA6C_28306	SEMA6C	37
CBX8_45354	CBX8	39
GNLY_28560	GNLY	30
NTN3_12903	NTN3	72
KDM6B_31830	KDM6B	35
YY2_72669	YY2	29
FNDC7_63686	FNDC7	25
HTATIP2_28464	HTATIP2	59
SPATA25_59564	SPATA25	40
MAB21L2_28584	MAB21L2	47
SRXN1_60989	SRXN1	46
SHISA5_38229	SHISA5	37
UNK_54960	UNK	41
LAMA5_10475	LAMA5	40
COX20_57699	COX20	20
LURAP1_73502	LURAP1	13
S100A7A_68712	S100A7A	101
NRARP_73139	NRARP	50
ALOXE3_46798	ALOXE3	59
ASMT_1261	ASMT	84
ZNF506_72948	ZNF506	17
SNAPC1_17826	SNAPC1	28
ITPKC_51035	ITPKC	30
LAMC3_27737	LAMC3	80
LOC728392_74677	LOC728392	16
CEP55_41777	CEP55	67
IFT27_29872	IFT27	50
MMP26_44276	MMP26	20
CABP5_44246	CABP5	17
CTBP2_4182	CTBP2	32
ATRAID_38634	ATRAID	28
PLIN2_332	PLIN2	12
USH1C_26948	USH1C	26
SNX27_51775	SNX27	41
PHF13_62034	PHF13	13
TTC12_41176	TTC12	75
LRRC3_51645	LRRC3	28
EXOC3L4_56019	EXOC3L4	32
TNS1_19432	TNS1	48
CCDC89_65610	CCDC89	6
LIN7A_23112	LIN7A	15
FNDC5_66263	FNDC5	4
MRPS18B_36265	MRPS18B	10
EHD3_37135	EHD3	25
C19orf38_66669	C19orf38	53
ZNF823_42645	ZNF823	53
KCNJ15_10073	KCNJ15	44
KRBA2_58806	KRBA2	36
OSBPL1A_57293	OSBPL1A	16
CA1_2096	CA1	57
MAP3K5_11353	MAP3K5	82
LOR_10745	LOR	38
FAM169A_34448	FAM169A	18
ATP8B2_45269	ATP8B2	28
MORC3_33013	MORC3	42
LUZP4_38155	LUZP4	46
NPPC_12794	NPPC	16
SSC5D_67724	SSC5D	15
RINL_59162	RINL	129
ZNF264_24790	ZNF264	55
GPR143_12954	GPR143	40
FASTKD3_48855	FASTKD3	57
SELK_46652	SELK	20
ADAM32_65052	ADAM32	24
LYSMD2_66787	LYSMD2	86
HSPB11_39273	HSPB11	62
BCL2L2_1648	BCL2L2	42
SHCBP1L_51832	SHCBP1L	24
RPP14_30130	RPP14	9
C9orf142_68418	C9orf142	28
RHOJ_45397	RHOJ	144
OSBPL6_57302	OSBPL6	117
APOLD1_51732	APOLD1	55
SHH_17314	SHH	75
IHH_9363	IHH	45
BLCAP_29498	BLCAP	41
NEFH_12432	NEFH	32
PIK3R6_61679	PIK3R6	20
PLA2G4A_14079	PLA2G4A	85
FOXE3_6404	FOXE3	51
SPATA22_54041	SPATA22	26
SWI5_70551	SWI5	80
TNFAIP6_19380	TNFAIP6	64
USP3_26571	USP3	28
SCN1A_16873	SCN1A	29
TEX19_72229	TEX19	50
HAAO_32954	HAAO	20
CORO2A_20239	CORO2A	38
MOB3C_62100	MOB3C	39
UPK1A_29944	UPK1A	61
MEDAG_54533	MEDAG	35
IRF2BPL_47516	IRF2BPL	45
CLIP4_49825	CLIP4	79
RCVRN_15961	RCVRN	24
TCF7_18834	TCF7	13
LGALS1_10590	LGALS1	53
YY1AP1_42077	YY1AP1	16
KBTBD8_53771	KBTBD8	57
MPG_11696	MPG	38
CCDC71_48261	CCDC71	85
RBMX_36012	RBMX	19
SH2D1A_10906	SH2D1A	137
DMXL1_4649	DMXL1	24
PC_13370	PC	23
PLA2G4C_22418	PLA2G4C	19
IBTK_34298	IBTK	39
ZBED1_24138	ZBED1	30
CYP2A7_4349	CYP2A7	19
MYO18B_54078	MYO18B	29
FAM198A_74831	FAM198A	41
Non-Targeting Control_77373	Non-Targeting Control	294
RAI2_29042	RAI2	45
FAM76A_64607	FAM76A	24
MARVELD1_52458	MARVELD1	129
KCNQ1_10119	KCNQ1	24
LTK_10866	LTK	25
EIF2D_5329	EIF2D	25
OR2B6_34760	OR2B6	44
HIST1H2BO_21690	HIST1H2BO	43
HCK_8238	HCK	7
TNS1_19430	TNS1	38
PRAC1_53557	PRAC1	26
SLC25A44_25567	SLC25A44	51
CRTC3_48054	CRTC3	36
OR5A2_65493	OR5A2	56
PYCRL_48494	PYCRL	53
MAATS1_55202	MAATS1	19
TBCK_56570	TBCK	25
SLC2A4RG_44399	SLC2A4RG	80
GLS_7254	GLS	113
ZNF747_48556	ZNF747	65
TMEM178A_59859	TMEM178A	2
PPP2R2D_43552	PPP2R2D	46
RNF19B_59375	RNF19B	80
PRSS37_60413	PRSS37	58
ADGRA1_53585	ADGRA1	8
PLAC8_38481	PLAC8	74
OR2C3_51588	OR2C3	24
MTMR8_42796	MTMR8	31
EXPH5_31684	EXPH5	51
FAT2_6100	FAT2	70
FAM19A1_72707	FAM19A1	50
HMX1_8535	HMX1	31
OR13G1_73223	OR13G1	48
SUPT20HL2_64114	SUPT20HL2	39
Non-Targeting Control_76901	Non-Targeting Control	127
ANKRD24_64250	ANKRD24	75
ZBTB41_70207	ZBTB41	47
LHX9_44708	LHX9	84
SERPING1_1955	SERPING1	62
EIF2B4_23315	EIF2B4	23
ELFN1_72057	ELFN1	80
RAB12_64894	RAB12	33
C1QTNF9B-AS1_73517	C1QTNF9B-AS1	10
ING5_53365	ING5	58
RUNDC3A_29480	RUNDC3A	12
PTF1A_66740	PTF1A	33
SS18L1_34421	SS18L1	32
PADI1_36854	PADI1	26
KDM2B_54010	KDM2B	27
MSANTD4_53592	MSANTD4	43
CLK4_45404	CLK4	45
ZMYND19_57696	ZMYND19	87
CRIP1_3898	CRIP1	66
TMEM5_27773	TMEM5	93
CSF2RB_4026	CSF2RB	28
MANSC4_75605	MANSC4	52
C1orf162_59512	C1orf162	17
WDR7_32495	WDR7	27
SLC5A8_63360	SLC5A8	43
ADA_255	ADA	64
UGT2B11_28977	UGT2B11	74
CD93_31229	CD93	7
RESP18_71263	RESP18	7
TMEM252_64084	TMEM252	40
SCGB3A2_57907	SCGB3A2	74
CASP8_2358	CASP8	20
B9D2_51351	B9D2	77
NANP_61020	NANP	16
TARM1_73200	TARM1	34
OR4D10_71696	OR4D10	32
EDC3_50804	EDC3	105
TTC25_52189	TTC25	41
SLC1A7_17456	SLC1A7	26
HPS3_53546	HPS3	19
CCM2L_60922	CCM2L	41
CCDC96_66893	CCDC96	20
EFHD1_51062	EFHD1	22
P2RX7_13190	P2RX7	46
SLC23A1_26581	SLC23A1	28
C2orf61_68024	C2orf61	21
DEFB128_66180	DEFB128	58
NPAS2_12763	NPAS2	85
HS6ST3_67065	HS6ST3	129
ZFP1_63494	ZFP1	32
KCNJ3_10035	KCNJ3	20
BTBD11_58409	BTBD11	48
TBC1D17_49793	TBC1D17	53
TMEM2_33450	TMEM2	21
ATG101_46987	ATG101	41
RHD_16135	RHD	80
LLPH_53392	LLPH	44
SLC10A6_69676	SLC10A6	36
KRTAP20-1_68669	KRTAP20-1	139
FNTA_6523	FNTA	19
PFKFB1_13740	PFKFB1	127
HIC1_8335	HIC1	45
CALCR_2221	CALCR	69
CHRNA10_44902	CHRNA10	57
CALM3_2234	CALM3	21
PTCRA_64308	PTCRA	28
CCDC154_74030	CCDC154	47
TYSND1_65362	TYSND1	90
ELL3_50992	ELL3	7
RANBP6_35325	RANBP6	45
ANKRD39_38215	ANKRD39	40
IAH1_68038	IAH1	68
IL6_9436	IL6	19
CLVS1_63065	CLVS1	24
CCDC65_55029	CCDC65	45
HIF1AN_42960	HIF1AN	12
C11orf86_66480	C11orf86	37
MLANA_6450	MLANA	39
TMEM158_34051	TMEM158	117
KCTD18_59824	KCTD18	59
OMG_13032	OMG	83
ELMO3_49886	ELMO3	88
NPRL3_21328	NPRL3	25
PLEK2_35060	PLEK2	82
ATXN10_33785	ATXN10	18
CAMKMT_50055	CAMKMT	47
ERBB3_5733	ERBB3	19
TRIM61_71995	TRIM61	24
GNG11_7379	GNG11	46
ZNF460_29185	ZNF460	26
ANKRD66_75647	ANKRD66	59
LDHD_64498	LDHD	24
Non-Targeting Control_76748	Non-Targeting Control	133
PRLR_14965	PRLR	43
SLC2A3_17466	SLC2A3	66
LOC100129697_75232	LOC100129697	92
MRPL12_16472	MRPL12	2
SLC27A1_70579	SLC27A1	29
CSNK1D_4072	CSNK1D	30
ZNF79_20611	ZNF79	21
CEACAM16_71057	CEACAM16	22
PEX3_22127	PEX3	26
APOC1_964	APOC1	90
GSTP1_7912	GSTP1	27
OR2AG1_61276	OR2AG1	65
HAUS4_41034	HAUS4	45
ATG4D_54657	ATG4D	62
ADCK1_45110	ADCK1	45
FPGT_22984	FPGT	45
GPR101_52229	GPR101	33
IKBIP_58387	IKBIP	62
RUSC2_26189	RUSC2	58
CEP131_31405	CEP131	14
SLC25A45_67214	SLC25A45	87
NUDT12_52258	NUDT12	30
FGF1_6236	FGF1	15
INHA_9600	INHA	47
LMAN1L_49836	LMAN1L	18
TCP11L2_66614	TCP11L2	21
TRIM35_31687	TRIM35	51
AMMECR1L_52285	AMMECR1L	26
AFP_488	AFP	21
NXN_47666	NXN	20
PLA1A_38605	PLA1A	28
KIF6_65803	KIF6	14
GRID2_7727	GRID2	23
CD52_2980	CD52	121
SMLR1_75951	SMLR1	91
FKBP5_6367	FKBP5	40
FBXL13_65979	FBXL13	28
PRSS12_22083	PRSS12	60
GIMD1_75943	GIMD1	42
CLDN9_23793	CLDN9	17
KLK8_30469	KLK8	51
CYR61_9340	CYR61	73
EBF2_47864	EBF2	73
PHF21B_56885	PHF21B	51
NIPAL1_62677	NIPAL1	93
CLEC14A_63403	CLEC14A	76
OCIAD1_41074	OCIAD1	14
ALKBH8_56011	ALKBH8	77
KRT6C_68502	KRT6C	14
DDX60L_55806	DDX60L	47
RGSL1_70140	RGSL1	43
KRBOX4_42878	KRBOX4	24
DYNC1LI2_4931	DYNC1LI2	40
ZNF80_20613	ZNF80	63
PCDHGA12_34375	PCDHGA12	18
FGB_6228	FGB	47
SLC10A5_69775	SLC10A5	39
ATF6B_3869	ATF6B	132
PUM1_25653	PUM1	17
UBE2N_19880	UBE2N	12
XPOT_30629	XPOT	20
SAR1B_37901	SAR1B	17
SLC29A4_66079	SLC29A4	26
AQP7_1042	AQP7	50
GPR174_53900	GPR174	77
EML4_36137	EML4	56
ACE2_46734	ACE2	76
LOX_10750	LOX	91
TPSB2_47817	TPSB2	19
USP21_35390	USP21	27
GUCY1A2_7986	GUCY1A2	106
ADIPOQ_24632	ADIPOQ	12
C8orf4_44482	C8orf4	29
VAMP7_18552	VAMP7	29
USP35_45836	USP35	19
MAMDC4_63107	MAMDC4	12
SLC35A4_57065	SLC35A4	19
TSPYL4_32297	TSPYL4	25
ZFP2_50701	ZFP2	164
ABL1_66	ABL1	23
GAPVD1_34626	GAPVD1	62
PRMT6_41794	PRMT6	39
CNIH2_66447	CNIH2	49
TSTA3_19676	TSTA3	23
LTV1_54573	LTV1	47
TAF12_18675	TAF12	70
SLC41A1_66475	SLC41A1	33
NDUFAF5_48965	NDUFAF5	28
JAZF1_65903	JAZF1	23
MYO5A_12108	MYO5A	28
ATP5O_1493	ATP5O	7
CIDEA_3276	CIDEA	6
PRR13_39963	PRR13	146
TAS2R43_66991	TAS2R43	72
PHF11_37913	PHF11	46
LCE2B_34815	LCE2B	56
ARHGAP9_47648	ARHGAP9	78
WHSC1L1_40956	WHSC1L1	55
HMGB4_59371	HMGB4	31
EBP_28904	EBP	41
DUSP15_59617	DUSP15	68
BOLA2_73551	BOLA2	26
TMED8_67424	TMED8	77
PIGL_24984	PIGL	40
FAM13C_65636	FAM13C	32
LAMB4_30862	LAMB4	11
IFNE_68723	IFNE	46
MNDA_11657	MNDA	105
EXPH5_31686	EXPH5	18
NOSTRIN_57530	NOSTRIN	59
STAP2_42820	STAP2	42
ATP1A2_1334	ATP1A2	43
KRTAP13-4_67996	KRTAP13-4	42
SLC16A5_23922	SLC16A5	69
MAB21L1_10937	MAB21L1	57
TSPYL6_71226	TSPYL6	52
TMEM244_66317	TMEM244	84
RNF26_48952	RNF26	87
ZBTB34_72647	ZBTB34	49
SLC16A5_23923	SLC16A5	33
ACAA2_28116	ACAA2	35
C10orf25_65641	C10orf25	38
AQP9_1045	AQP9	27
RDH10_63011	RDH10	19
TACC3_28154	TACC3	87
FBLN5_28337	FBLN5	52
RGL3_45096	RGL3	25
CLDND1_44321	CLDND1	41
TMEM140_42185	TMEM140	29
GYPE_8045	GYPE	43
FAM219B_45230	FAM219B	27
SARM1_31727	SARM1	52
SLC1A3_17435	SLC1A3	18
Non-Targeting Control_77120	Non-Targeting Control	163
TPD52L1_19479	TPD52L1	81
SOX8_37068	SOX8	30
HDHD3_52062	HDHD3	21
EFCAB6_48101	EFCAB6	13
BEST4_67063	BEST4	11
RWDD4_64959	RWDD4	39
HIST1H2BH_21679	HIST1H2BH	65
LRRC32_6878	LRRC32	41
VIL1_20152	VIL1	55
PNPLA7_70560	PNPLA7	26
KIAA0922_32194	KIAA0922	117
C1orf112_43180	C1orf112	26
NDUFS1_12362	NDUFS1	3
TAPBP_18705	TAPBP	41
CEP83_37926	CEP83	52
CXCL3_7828	CXCL3	52
OGDH_13015	OGDH	28
OR5K2_72546	OR5K2	7
RGS7_16107	RGS7	22
FERMT1_42792	FERMT1	207
SOCS4_58541	SOCS4	47
C6orf223_65785	C6orf223	28
C1GALT1C1L_74789	C1GALT1C1L	20
TM4SF5_23644	TM4SF5	52
OXT_13165	OXT	12
WIPF2_61747	WIPF2	56
CNTRL_30002	CNTRL	29
MTTP_11892	MTTP	20
MAP7D2_66807	MAP7D2	9
CYP11A1_4423	CYP11A1	18
HIST1H2AH_54752	HIST1H2AH	94
CCDC132_42785	CCDC132	67
AKAP10_30492	AKAP10	47
RIN3_50274	RIN3	104
IRF7_9724	IRF7	64
SLC36A1_65187	SLC36A1	96
SPATA31A7_34706	SPATA31A7	37
SSX4B_73518	SSX4B	53
CLDN2_23779	CLDN2	20
C1QL1_29420	C1QL1	43
LIN28B_71392	LIN28B	93
PDCD6_26743	PDCD6	45
LYPD1_57738	LYPD1	52
PRKRA_22373	PRKRA	24
XAGE5_64196	XAGE5	39
COX16_38222	COX16	33
FAM43A_59972	FAM43A	26
CD177_45061	CD177	89
MED14OS_76246	MED14OS	69
MOS_11684	MOS	27
ULBP2_51145	ULBP2	18
ARHGEF9_32152	ARHGEF9	52
DBH_4542	DBH	18
FBXO32_57356	FBXO32	50
EPHA1_5647	EPHA1	37
LAPTM4B_42434	LAPTM4B	51
HDGFRP2_54100	HDGFRP2	18
KCNN4_10113	KCNN4	124
TRIM60_63900	TRIM60	6
GPRC5B_39340	GPRC5B	22
MESDC1_46736	MESDC1	76
STX11_22653	STX11	109
TRPM3_50655	TRPM3	18
IFIT2_9190	IFIT2	99
GYPA_8035	GYPA	49
SAP30_23085	SAP30	24
BPIFC_66437	BPIFC	20
TBC1D10C_70277	TBC1D10C	76
INTU_35695	INTU	34
IRGQ_59097	IRGQ	78
PTPMT1_57378	PTPMT1	20
PTGER3_15336	PTGER3	4
ZCCHC18_73923	ZCCHC18	64
HBG1_8212	HBG1	26
WFDC1_46506	WFDC1	36
HOXD3_8755	HOXD3	6
NMNAT2_31602	NMNAT2	21
BIRC2_917	BIRC2	31
TRIO_19588	TRIO	14
CD300E_69397	CD300E	9
CYP1B1_4343	CYP1B1	22
CST9_59612	CST9	47
OR13A1_49143	OR13A1	66
CITED2_27875	CITED2	33
ZSCAN25_65878	ZSCAN25	44
SHMT1_17319	SHMT1	21
DCP1A_43428	DCP1A	33
SLC22A25_70786	SLC22A25	91
TMEM255B_69905	TMEM255B	35
BMP15_24191	BMP15	78
SLC36A1_65186	SLC36A1	64
STAP1_34783	STAP1	29
SPRYD3_54505	SPRYD3	31
PCDHGB6_43887	PCDHGB6	82
LIX1L_59458	LIX1L	59
FBXO45_64800	FBXO45	139
F9_5972	F9	22
SNX12_36829	SNX12	69
GUCA2A_7999	GUCA2A	9
PLCXD2_66853	PLCXD2	59
TMEM33_41764	TMEM33	102
TMEM105_67679	TMEM105	39
REPS2_24128	REPS2	55
DENND1B_63690	DENND1B	35
ISOC1_37539	ISOC1	122
SPDEF_33758	SPDEF	62
WBP1_33174	WBP1	67
LRP2BP_43437	LRP2BP	48
MON2_31556	MON2	56
ZNF614_50706	ZNF614	71
SLC1A5_17446	SLC1A5	53
LOC200726_64746	LOC200726	28
FUT3_6651	FUT3	46
MYF6_12017	MYF6	33
MIEN1_53397	MIEN1	24
HDAC9_25785	HDAC9	39
SLC5A10_58928	SLC5A10	54
INHA_9599	INHA	28
SEMG2_17145	SEMG2	28
SMARCD3_17774	SMARCD3	23
CPEB3_30993	CPEB3	82
SQSTM1_23273	SQSTM1	83
QRFP_69779	QRFP	33
MLN_11539	MLN	11
MAPKAPK5_22294	MAPKAPK5	82
TBC1D25_12975	TBC1D25	62
UBALD1_58728	UBALD1	25
VRK3_38192	VRK3	62
PDCD11_31372	PDCD11	52
PBX3_13365	PBX3	44
GPD1L_31954	GPD1L	105
