sgRNA	Gene	Clip2_8_IN8_treatment_BC24_IGO_09496_16_S16
SERTM1_72180	SERTM1	15
ENPP5_46719	ENPP5	12
ADAMTS3_25042	ADAMTS3	14
MAP3K15_71507	MAP3K15	16
RALA_15775	RALA	7
NEK9_55996	NEK9	39
B3GNT8_70382	B3GNT8	14
HECTD2_61159	HECTD2	16
RBPMS_29899	RBPMS	3
ADGRG6_45284	ADGRG6	15
INCENP_9583	INCENP	6
ZNF426_48907	ZNF426	30
PRDM9_44756	PRDM9	26
CD3EAP_29322	CD3EAP	2
COL3A1_3558	COL3A1	19
ZNF169_64098	ZNF169	10
SLC37A1_39728	SLC37A1	39
GPRIN1_57196	GPRIN1	11
AP2A2_453	AP2A2	8
GAS2L1_28745	GAS2L1	3
MCHR1_7569	MCHR1	16
LYPLA1_28067	LYPLA1	30
SLC25A4_809	SLC25A4	13
MTPN_60433	MTPN	28
BRF1_7975	BRF1	3
PPP1R9B_54030	PPP1R9B	16
FTSJ3_57948	FTSJ3	11
TSPO2_66029	TSPO2	11
TMIGD1_71001	TMIGD1	11
ZNF571_38324	ZNF571	12
SLC35F1_66017	SLC35F1	33
TBC1D7_38263	TBC1D7	6
CKMT1B_3298	CKMT1B	17
ZNF524_61866	ZNF524	15
ZNF619_68086	ZNF619	10
HIST1H3E_21710	HIST1H3E	36
NPTX2_12816	NPTX2	12
CTXN2_72117	CTXN2	27
KCTD14_48551	KCTD14	14
FSTL4_31743	FSTL4	12
USP17L12_75595	USP17L12	6
MCTP2_43366	MCTP2	10
PUS3_52171	PUS3	35
PRKRIR_14953	PRKRIR	3
ZNF34_51360	ZNF34	34
TFAP2C_19015	TFAP2C	23
USF1_20046	USF1	6
ARHGEF12_32590	ARHGEF12	28
PMEL_17372	PMEL	6
OCRL_12996	OCRL	24
GPC3_7192	GPC3	22
ST3GAL4_17360	ST3GAL4	24
ZFC3H1_64420	ZFC3H1	6
RP1L1_56721	RP1L1	3
GRP_7832	GRP	8
C16orf59_50854	C16orf59	15
AFAP1L2_53893	AFAP1L2	38
VIL1_20151	VIL1	11
TRAM1L1_60130	TRAM1L1	22
MYL2_12067	MYL2	26
RNF219_49351	RNF219	30
GATSL2_74916	GATSL2	20
SLC7A13_63047	SLC7A13	22
SKA2_69936	SKA2	3
FAM170B_64132	FAM170B	37
NDUFB10_12351	NDUFB10	35
LOC101928841_76382	LOC101928841	26
ARMC6_56523	ARMC6	15
NUDT9_39543	NUDT9	7
C11orf53_69281	C11orf53	11
ARL5C_71852	ARL5C	19
CNOT10_34046	CNOT10	3
NPM2_27846	NPM2	34
CUTA_39104	CUTA	34
HIST1H1E_8094	HIST1H1E	39
PRG4_27391	PRG4	35
DNA2_4877	DNA2	8
RBM48_52801	RBM48	9
ANO6_64445	ANO6	31
OTUD6A_60717	OTUD6A	36
BMP1_1770	BMP1	8
FKBP8_33561	FKBP8	37
PREPL_25280	PREPL	9
MCM6_11251	MCM6	11
OR5H1_35006	OR5H1	24
HEY2_32944	HEY2	26
MTSS1_25977	MTSS1	4
OCIAD1_41073	OCIAD1	6
GRID2IP_72072	GRID2IP	13
PTGS1_15361	PTGS1	8
TULP4_44805	TULP4	57
DNHD1_61277	DNHD1	22
RNF138_38780	RNF138	12
RPP25_40976	RPP25	17
ATF7IP2_50671	ATF7IP2	23
VCPKMT_49385	VCPKMT	21
MYSM1_57244	MYSM1	3
TRPC7_45018	TRPC7	9
FADS6_67563	FADS6	11
POR_14429	POR	6
MGAT4D_62696	MGAT4D	7
UHRF1BP1_40900	UHRF1BP1	47
ZNF80_20614	ZNF80	7
ENOSF1_42655	ENOSF1	31
PAK6_44598	PAK6	12
ARFGEF2_28506	ARFGEF2	24
OTX2_13147	OTX2	20
PRCC_14718	PRCC	13
TNPO1_10289	TNPO1	2
TAF13_18679	TAF13	7
LIPI_62246	LIPI	9
DNAJA3_23838	DNAJA3	7
ODF2L_45612	ODF2L	15
GNGT1_7382	GNGT1	7
ZNF582_61909	ZNF582	10
RNFT1_37933	RNFT1	26
LBP_10519	LBP	5
DTNB_5123	DTNB	3
ARID4A_15880	ARID4A	2
ZEB1_18843	ZEB1	3
CCDC90B_46913	CCDC90B	15
SYPL1_18580	SYPL1	7
RAB40A_61105	RAB40A	18
TCF20_18868	TCF20	3
OR4Q3_73189	OR4Q3	19
ESM1_30069	ESM1	5
SPNS3_64885	SPNS3	12
CREBZF_46555	CREBZF	8
ZNF534_61803	ZNF534	29
ATP1B1_1352	ATP1B1	14
MFSD7_53060	MFSD7	59
C22orf23_53921	C22orf23	11
ZNF737_75243	ZNF737	16
NFE2L3_25335	NFE2L3	10
TAOK3_38570	TAOK3	9
HIST1H2BF_21671	HIST1H2BF	8
CENPT_50801	CENPT	30
ZC3H18_58709	ZC3H18	27
RELL1_75097	RELL1	36
MAP3K9_11529	MAP3K9	25
SECISBP2L_25764	SECISBP2L	6
CTRL_4236	CTRL	28
TTC25_52190	TTC25	40
MYRIP_34096	MYRIP	16
LTBR_10854	LTBR	6
AKAP8L_35359	AKAP8L	12
OXSR1_26518	OXSR1	12
GM2A_7273	GM2A	10
RBM46_63924	RBM46	9
ZFYVE9_24637	ZFYVE9	2
RABGGTA_15689	RABGGTA	7
ATP6AP2_27203	ATP6AP2	9
WBSCR17_47729	WBSCR17	11
SPRR2E_18118	SPRR2E	5
DLC1_27943	DLC1	14
UCP2_19921	UCP2	7
PRKCDBP_56789	PRKCDBP	18
SPN_18077	SPN	9
FGF3_6241	FGF3	24
CEP350_26208	CEP350	4
MOB3C_62100	MOB3C	7
PGLS_33727	PGLS	1
CHRNA3_3225	CHRNA3	12
SH3GLB2_44529	SH3GLB2	8
KLHL18_32316	KLHL18	35
ARHGEF11_26104	ARHGEF11	12
RASA4_27191	RASA4	24
GFRA1_7075	GFRA1	47
SERINC5_66839	SERINC5	20
GRAMD2_64484	GRAMD2	28
OR2M5_59276	OR2M5	2
MUC5B_74507	MUC5B	4
PPME1_38699	PPME1	1
DSCAM_5078	DSCAM	17
LAT_35463	LAT	3
TERF1_18982	TERF1	2
CD164L2_71118	CD164L2	12
EYS_69724	EYS	32
PCDHAC2_44000	PCDHAC2	7
HOXB8_8708	HOXB8	10
CCM2_52277	CCM2	3
CNKSR2_31046	CNKSR2	28
SSFA2_18256	SSFA2	23
COPS7B_47901	COPS7B	6
2-Sep_12409	2-Sep	15
PCM1_13425	PCM1	11
TBX1_18727	TBX1	32
C6orf89_65820	C6orf89	8
SAG_16793	SAG	14
NME1_12659	NME1	26
PLTP_14221	PLTP	9
TFAP4_19017	TFAP4	24
SRD5A2_18167	SRD5A2	14
SGK2_27040	SGK2	18
EP300_5615	EP300	14
CLUL1_35570	CLUL1	11
SLX1B_48701	SLX1B	1
LBHD1_48885	LBHD1	7
C18orf65_72235	C18orf65	32
TNFSF12_22857	TNFSF12	19
PRKX_14959	PRKX	38
OPN1MW_7014	OPN1MW	14
NDUFB7_12339	NDUFB7	1
NDEL1_51704	NDEL1	9
DUOXA2_72697	DUOXA2	12
NANP_61020	NANP	8
ADAM29_30081	ADAM29	19
CLEC18B_73458	CLEC18B	2
C9orf131_60611	C9orf131	13
MRPL14_48272	MRPL14	1
HOXA13_8676	HOXA13	46
PSMB3_15178	PSMB3	5
CA1_2093	CA1	7
FAM78B_62146	FAM78B	24
TLN1_19267	TLN1	24
TM2D2_52584	TM2D2	37
KHDC3L_62889	KHDC3L	23
HPS6_49992	HPS6	23
TMEM116_55233	TMEM116	14
ANXA2R_71348	ANXA2R	11
GPR157_50661	GPR157	7
PSMB2_15173	PSMB2	1
RSAD2_55879	RSAD2	16
P3H4_28653	P3H4	13
HSPA6_8945	HSPA6	23
UTRN_20066	UTRN	24
DUSP1_5141	DUSP1	10
RECK_21913	RECK	23
FGF18_23077	FGF18	33
GLB1_7196	GLB1	32
WDR90_64519	WDR90	16
C10orf126_67187	C10orf126	9
FAAH_5994	FAAH	13
CLEC5A_33290	CLEC5A	25
DCUN1D4_31856	DCUN1D4	8
CUL7_26083	CUL7	18
METTL15_64374	METTL15	6
UXT_21868	UXT	3
GLT8D1_43514	GLT8D1	15
AGTR1_520	AGTR1	36
PFKL_13755	PFKL	2
ZNF561_56453	ZNF561	6
GTPBP6_21434	GTPBP6	1
MYOZ1_46684	MYOZ1	46
DPF2_16015	DPF2	26
MYLIP_36530	MYLIP	20
PRPF4B_23352	PRPF4B	4
CCDC179_75814	CCDC179	14
CAPN8_71180	CAPN8	24
C10orf10_30014	C10orf10	3
FBXW10_28344	FBXW10	34
TNNC2_19364	TNNC2	9
DUSP6_5161	DUSP6	12
ISL2_48148	ISL2	11
ARL4A_27078	ARL4A	13
SLC38A3_29779	SLC38A3	14
OR2H1_35278	OR2H1	15
KRTAP10-2_70678	KRTAP10-2	34
CDK18_13475	CDK18	5
ACP2_163	ACP2	11
TRIP10_24484	TRIP10	27
COL17A1_3660	COL17A1	11
CASS4_44943	CASS4	24
RNF4_16208	RNF4	22
FBLN2_6105	FBLN2	23
VPS13D_41856	VPS13D	6
C17orf78_67638	C17orf78	17
PDXDC1_31559	PDXDC1	25
PFAS_13709	PFAS	25
TAS2R41_66986	TAS2R41	19
SMN2_17786	SMN2	4
NUPR1L_71401	NUPR1L	20
ACSM2B_69922	ACSM2B	14
SIGLEC15_67705	SIGLEC15	17
SMCP_11262	SMCP	47
BSCL2_35195	BSCL2	20
PUS7L_52116	PUS7L	10
HOXC13_8745	HOXC13	15
PTPN7_15433	PTPN7	13
MSANTD3_55780	MSANTD3	16
ADAM9_22891	ADAM9	12
TAS2R5_39896	TAS2R5	23
PDXDC1_31560	PDXDC1	7
PSAPL1_75101	PSAPL1	49
ZNF100_63667	ZNF100	27
NUP43_69996	NUP43	28
SP7_58367	SP7	9
TUSC1_68425	TUSC1	16
ZNF25_65365	ZNF25	2
AHSG_546	AHSG	12
ATXN2_16848	ATXN2	14
OR7G2_71862	OR7G2	6
MEIS2_11340	MEIS2	26
DNAJC6_26114	DNAJC6	19
GLTP_38185	GLTP	24
AVIL_28892	AVIL	12
NUP205_31929	NUP205	20
APOBEC3G_46899	APOBEC3G	19
CYB561_4305	CYB561	8
PCDHB10_43967	PCDHB10	10
ACAD10_51253	ACAD10	10
DAND5_64559	DAND5	7
LPAR2_24083	LPAR2	9
INPP1_9619	INPP1	13
IFT81_36284	IFT81	11
METTL7B_64412	METTL7B	11
DKK2_35622	DKK2	32
PPIL1_39209	PPIL1	7
KIDINS220_45644	KIDINS220	15
INHBB_9606	INHBB	40
MMRN1_31215	MMRN1	73
ATF1_1297	ATF1	32
SEL1L2_51186	SEL1L2	18
EMX2_5569	EMX2	19
LRRC7_45825	LRRC7	6
RAB3IL1_15653	RAB3IL1	8
UGCG_19943	UGCG	9
PMVK_28811	PMVK	2
TDRD7_32781	TDRD7	15
SEMA4C_40972	SEMA4C	9
TRAF5_19565	TRAF5	13
TMEM215_72453	TMEM215	13
PAN3_66688	PAN3	15
TNIP2_49027	TNIP2	4
TMEM163_51793	TMEM163	8
PDGFA_13567	PDGFA	14
TMPRSS11A_69061	TMPRSS11A	8
MYBPC3_11987	MYBPC3	3
ANPEP_808	ANPEP	13
WISP3_23156	WISP3	33
DDX52_29973	DDX52	1
LRP5L_55809	LRP5L	7
GNA12_7298	GNA12	2
KIAA1147_45247	KIAA1147	5
FAM122A_57692	FAM122A	8
ZSCAN10_54386	ZSCAN10	34
PAN2_26451	PAN2	24
LAMTOR1_41288	LAMTOR1	14
ZNF646_25754	ZNF646	19
HAUS3_49227	HAUS3	6
RAP1GDS1_15815	RAP1GDS1	24
ZW10_24118	ZW10	28
PROM1_23171	PROM1	20
FAM8A1_38763	FAM8A1	2
GAL_37738	GAL	14
KCNQ1_10120	KCNQ1	25
C10orf88_50580	C10orf88	16
SI_17336	SI	13
RASSF3_67317	RASSF3	17
C5orf51_68235	C5orf51	18
RNF182_65859	RNF182	16
BMP2_1773	BMP2	19
PELI1_45171	PELI1	15
TAF5_18650	TAF5	15
BNIPL_62166	BNIPL	7
PLA2G4C_22419	PLA2G4C	32
CACNA1E_2153	CACNA1E	63
PRKAG2_38723	PRKAG2	26
AGPAT6_60525	AGPAT6	5
SNRPB2_17875	SNRPB2	34
IL31_70651	IL31	21
STXBP1_18456	STXBP1	22
USP17L22_75643	USP17L22	44
ZNF354C_37108	ZNF354C	13
ADHFE1_60513	ADHFE1	24
DNAJC18_64975	DNAJC18	7
ECEL1_24808	ECEL1	16
PRUNE2_63181	PRUNE2	8
UVSSA_46134	UVSSA	30
AADACL3_59223	AADACL3	23
SMAD2_10958	SMAD2	11
TTC3_19685	TTC3	5
TCIRG1_27716	TCIRG1	5
TEF_18968	TEF	23
DYX1C1_63446	DYX1C1	14
CD101_24711	CD101	4
TFPI_19058	TFPI	15
ADPRH_386	ADPRH	45
CCDC88C_72902	CCDC88C	15
ZSCAN1_67739	ZSCAN1	23
PTPN6_15429	PTPN6	18
RAB32_29750	RAB32	15
GOLIM4_36045	GOLIM4	29
PSPC1_42141	PSPC1	5
ZSCAN29_61513	ZSCAN29	45
SEMA5B_39921	SEMA5B	7
NT5C3B_57407	NT5C3B	15
CEACAM4_3101	CEACAM4	8
LYVE1_29462	LYVE1	4
R3HDM2_31035	R3HDM2	14
ATXN3_11511	ATXN3	4
AMPD1_738	AMPD1	1
RAB15_70576	RAB15	23
CLPSL2_71374	CLPSL2	23
MSN_11777	MSN	25
PRAMEF7_73208	PRAMEF7	11
SENP2_46792	SENP2	3
IPPK_47997	IPPK	19
NOL11_34104	NOL11	14
RBMY1J_70640	RBMY1J	8
STEAP1_35312	STEAP1	7
BTG3_29643	BTG3	22
TTC21A_64546	TTC21A	8
KHSRP_22357	KHSRP	18
PLSCR5_71312	PLSCR5	22
NPR1_12800	NPR1	20
C19orf70_58995	C19orf70	11
POP1_29605	POP1	2
YWHAB_20392	YWHAB	16
BAZ2B_37004	BAZ2B	12
GRAMD2_64482	GRAMD2	11
XYLT2_47454	XYLT2	7
NUP37_48735	NUP37	8
OSGIN1_36874	OSGIN1	7
ANTXRL_64367	ANTXRL	6
CNPY2_27779	CNPY2	2
FRAT2_32704	FRAT2	26
MPND_54601	MPND	26
HIST1H1C_8086	HIST1H1C	15
DNAJC2_35383	DNAJC2	5
ADAMTSL2_25725	ADAMTSL2	17
C22orf29_49617	C22orf29	15
HIST2H4A_21779	HIST2H4A	17
GPR45_30597	GPR45	32
SUSD5_34392	SUSD5	12
ACOT8_26701	ACOT8	15
MORF4L1_29583	MORF4L1	10
SYT12_55949	SYT12	4
FAM213B_59331	FAM213B	10
SERPINA11_66765	SERPINA11	3
MT3_11843	MT3	6
RBPJL_30740	RBPJL	14
MAP3K14_23604	MAP3K14	32
FKBP4_6361	FKBP4	15
SDR42E1_56540	SDR42E1	1
ANXA2R_71346	ANXA2R	8
DNMT3B_4950	DNMT3B	12
MAF_10988	MAF	3
SLC15A2_17644	SLC15A2	10
IL22RA2_57743	IL22RA2	15
C9orf131_60610	C9orf131	18
USP1_20054	USP1	5
PRIMPOL_64963	PRIMPOL	25
TXLNA_64652	TXLNA	19
CLIP2_20231	CLIP2	39
SHD_44718	SHD	4
RENBP_16008	RENBP	19
ZSCAN31_47608	ZSCAN31	20
CNGA4_3501	CNGA4	13
REPIN1_36650	REPIN1	13
SLC17A5_35068	SLC17A5	24
PIWIL2_41639	PIWIL2	14
SFTA3_66375	SFTA3	20
SLC9A3R1_24622	SLC9A3R1	38
HAPLN1_3921	HAPLN1	27
CCDC183_54622	CCDC183	16
VAMP5_29175	VAMP5	15
TBCB_3289	TBCB	7
PTCHD2_45781	PTCHD2	24
PKD1_14038	PKD1	20
C10orf120_72126	C10orf120	10
APLF_64734	APLF	7
CYP3A4_4398	CYP3A4	22
ZNF674_73648	ZNF674	8
CNPPD1_35404	CNPPD1	12
TASP1_42811	TASP1	4
ATG16L2_55166	ATG16L2	36
TCTEX1D4_69552	TCTEX1D4	4
ISG15_25436	ISG15	17
GTPBP1_25234	GTPBP1	9
SLC46A2_46486	SLC46A2	18
MYH2_12026	MYH2	26
PICALM_21543	PICALM	15
RNF157_57248	RNF157	6
NIT2_44700	NIT2	50
FBXL15_49086	FBXL15	15
USP17L10_75581	USP17L10	4
SDR16C5_64356	SDR16C5	2
RFXAP_16083	RFXAP	13
FAM217B_47187	FAM217B	13
APOA1BP_59485	APOA1BP	13
CYP2C8_4371	CYP2C8	20
ERVV-1_61812	ERVV-1	12
TLN1_19265	TLN1	7
TOR1AIP2_63700	TOR1AIP2	9
PHF7_38967	PHF7	8
PPM1G_14556	PPM1G	3
NRXN2_24665	NRXN2	13
CD300LD_75381	CD300LD	15
FAM127B_34509	FAM127B	11
TSKU_34273	TSKU	20
COPS7B_47902	COPS7B	17
CTNND2_4223	CTNND2	14
MSANTD2_49627	MSANTD2	11
KMT2A_11545	KMT2A	26
MCM10_42490	MCM10	13
RUNDC3A_29481	RUNDC3A	14
TBRG4_24272	TBRG4	13
GOLGA1_7412	GOLGA1	11
DDX23_24776	DDX23	3
ASGR2_1250	ASGR2	34
MEN1_11362	MEN1	26
ARHGEF1_23986	ARHGEF1	22
PGR_13831	PGR	8
ATP6V0D2_66187	ATP6V0D2	20
C1orf54_49446	C1orf54	22
MAFB_26485	MAFB	29
TMEM56-RWDD3_76073	TMEM56-RWDD3	17
MYH2_12027	MYH2	17
SP7_58365	SP7	6
HELLS_8284	HELLS	18
RBM20_67178	RBM20	7
BRD2_16201	BRD2	41
CD81_2762	CD81	12
NUPL1_26074	NUPL1	2
SLC6A13_17557	SLC6A13	30
SLC25A17_28222	SLC25A17	10
ZFYVE26_32964	ZFYVE26	14
SLAIN2_45999	SLAIN2	18
SLC35F6_41203	SLC35F6	17
CD74_2750	CD74	29
HDDC2_37557	HDDC2	16
DHH_37404	DHH	15
CMBL_60221	CMBL	49
ANP32A_21319	ANP32A	9
LPCAT2_41091	LPCAT2	1
ALOX5_667	ALOX5	12
SLC22A12_57632	SLC22A12	7
RPLP1_16462	RPLP1	5
PPP1R15A_33404	PPP1R15A	27
MYPN_53973	MYPN	37
C20orf24_43802	C20orf24	12
ANGEL1_32561	ANGEL1	20
MAP3K7CL_44550	MAP3K7CL	21
N6AMT2_65703	N6AMT2	5
ART4_1225	ART4	29
IFT43_56848	IFT43	9
EBF1_5229	EBF1	11
ATG5_24946	ATG5	9
MMP8_11602	MMP8	17
CCR3_3445	CCR3	32
LCE3B_70096	LCE3B	18
ITGA2_9746	ITGA2	15
C20orf144_59629	C20orf144	27
TAAR2_24401	TAAR2	28
GAPDHS_34987	GAPDHS	6
DKK4_35611	DKK4	8
SLC15A4_58341	SLC15A4	15
DESI2_37592	DESI2	9
DTX4_32129	DTX4	16
KIAA1549L_33643	KIAA1549L	16
LHX8_72817	LHX8	12
TOR4A_40813	TOR4A	58
CDH4_2841	CDH4	22
DDA1_48714	DDA1	6
FAM9A_64290	FAM9A	35
GABBR2_25240	GABBR2	31
LILRB2_27646	LILRB2	32
EXOC4_46859	EXOC4	17
ZBTB20_34639	ZBTB20	11
OR10AD1_58358	OR10AD1	11
SSX4B_73519	SSX4B	30
ZNF500_34443	ZNF500	40
OGFOD1_42046	OGFOD1	21
EPS15L1_46648	EPS15L1	22
AIPL1_33516	AIPL1	20
PRSS55_65037	PRSS55	17
SNRNP27_29861	SNRNP27	3
OR5T1_71655	OR5T1	10
AIG1_38682	AIG1	21
BTN2A1_30177	BTN2A1	7
FOXP1_35534	FOXP1	36
RRP15_37550	RRP15	6
FAM120A_32041	FAM120A	21
MICB_11484	MICB	12
SH2B3_26755	SH2B3	15
ACTRT2_60864	ACTRT2	14
PRDM4_30148	PRDM4	7
YIPF2_48643	YIPF2	26
CLUAP1_31606	CLUAP1	5
DPRX_73484	DPRX	13
APBA2_885	APBA2	5
PAM_13294	PAM	6
NEURL1B_40059	NEURL1B	28
C9orf106_72772	C9orf106	15
GTF2IRD2_53023	GTF2IRD2	30
DEFB130_66181	DEFB130	33
HPCA_8669	HPCA	32
PTPN14_15456	PTPN14	28
RRAGC_47425	RRAGC	6
PABPC1_35358	PABPC1	21
BEST3_61339	BEST3	12
CUX2_32436	CUX2	27
SEPN1_45251	SEPN1	5
TTC30A_56105	TTC30A	31
WDR34_55230	WDR34	10
GPBP1_48368	GPBP1	13
ADGRE1_5560	ADGRE1	15
ADCK1_45108	ADCK1	3
METTL5_36408	METTL5	11
IRF2BP2_70204	IRF2BP2	27
INS-IGF2_74470	INS-IGF2	11
RPS27L_37670	RPS27L	4
UFSP2_42327	UFSP2	11
C11orf84_61256	C11orf84	4
TP53I3_25153	TP53I3	21
SDC1_17062	SDC1	29
COL20A1_46095	COL20A1	30
TEX40_33923	TEX40	18
RNPEPL1_45102	RNPEPL1	22
PGM1_13817	PGM1	14
DMBX1_59337	DMBX1	38
RAD51_15737	RAD51	1
ZMIZ2_52296	ZMIZ2	5
CCDC176_50740	CCDC176	12
KRT73_68568	KRT73	19
NLRP10_68702	NLRP10	14
FBXO3_34911	FBXO3	21
SNX22_50164	SNX22	5
TSACC_59480	TSACC	9
CTNNA3_36540	CTNNA3	12
POR_14432	POR	11
C9orf50_70556	C9orf50	17
MAPK8IP2_33104	MAPK8IP2	17
PDS5B_31571	PDS5B	9
CCDC69_34589	CCDC69	12
POGK_46109	POGK	11
ASB13_49857	ASB13	25
HEXIM2_58817	HEXIM2	5
ADAMTSL4_40105	ADAMTSL4	7
OR12D3_51926	OR12D3	35
FIP1L1_51774	FIP1L1	2
MRPS2_37860	MRPS2	3
NR2E3_26689	NR2E3	5
RBM39_25289	RBM39	15
FBXO25_34868	FBXO25	17
UBA5_50233	UBA5	1
CHI3L2_3164	CHI3L2	9
PNLIPRP3_58146	PNLIPRP3	14
IQGAP2_29174	IQGAP2	14
NBN_12225	NBN	7
ASNA1_1268	ASNA1	10
ZFP36_20419	ZFP36	13
NDEL1_51705	NDEL1	29
RABL2B_30308	RABL2B	14
ICT1_9114	ICT1	2
FAM163A_62068	FAM163A	5
GMEB1_28925	GMEB1	23
CADM3_46481	CADM3	7
MFSD2A_54352	MFSD2A	10
FAM174B_72208	FAM174B	16
GALNT5_30530	GALNT5	35
SGPP2_59802	SGPP2	28
TPM4_19507	TPM4	19
PCNP_44949	PCNP	3
TVP23A_75105	TVP23A	20
DND1_70239	DND1	8
H1FNT_69336	H1FNT	5
RHOXF2B_74524	RHOXF2B	9
CARD10_36601	CARD10	16
ZC3H14_50246	ZC3H14	2
P4HB_13220	P4HB	25
C8orf31_68359	C8orf31	20
LHFPL3_70527	LHFPL3	17
TWSG1_44884	TWSG1	17
KIF11_10251	KIF11	5
AMPH_750	AMPH	32
SPDYE1_68314	SPDYE1	14
YBEY_39745	YBEY	6
EIF3E_9669	EIF3E	4
COQ5_53307	COQ5	8
GLTPD2_70969	GLTPD2	36
CHST1_22230	CHST1	31
AP4B1_28970	AP4B1	19
MAGEA12_11039	MAGEA12	13
ATP1A1_1330	ATP1A1	13
CAPG_2283	CAPG	18
TICRR_55444	TICRR	4
SNX2_17924	SNX2	12
PARP15_63847	PARP15	8
GOLGA7B_72497	GOLGA7B	18
TAS2R7_37388	TAS2R7	6
MCCC1_44590	MCCC1	12
LRFN5_61455	LRFN5	24
LIMA1_38835	LIMA1	12
IRAK4_37930	IRAK4	10
OR52E2_58158	OR52E2	41
FGD4_58400	FGD4	11
C1QTNF9B_70897	C1QTNF9B	7
ETV4_5860	ETV4	2
PRG3_27937	PRG3	18
OR5P2_58209	OR5P2	10
AGXT2_48239	AGXT2	10
INSC_70838	INSC	7
MOB1B_56290	MOB1B	36
EIF4B_5444	EIF4B	4
TRAIP_27661	TRAIP	15
PRKCI_14842	PRKCI	34
SRRT_39095	SRRT	8
FOXI3_69593	FOXI3	12
PPP1R12C_40546	PPP1R12C	24
ODF3B_73022	ODF3B	30
CENPI_6600	CENPI	15
SDF2L1_33521	SDF2L1	6
CNST_63733	CNST	10
ZNF384_64253	ZNF384	8
ABHD3_64316	ABHD3	7
UBXN2B_60519	UBXN2B	19
ROS1_16258	ROS1	31
NAA30_58545	NAA30	11
POLR3F_28699	POLR3F	7
LPPR5_63681	LPPR5	15
HPS1_8816	HPS1	3
SYCP2_27914	SYCP2	24
SPTB_18141	SPTB	6
CPSF4_29474	CPSF4	2
MRPL32_48333	MRPL32	2
CTAGE4_75166	CTAGE4	1
DHRS12_49866	DHRS12	20
HP1BP3_37347	HP1BP3	9
RFT1_56038	RFT1	2
DCN_4575	DCN	40
TMEM209_54508	TMEM209	47
ATP6V0A2_33115	ATP6V0A2	5
MED18_40589	MED18	26
LST1_21105	LST1	19
ANKFY1_38853	ANKFY1	9
CRIP3_72402	CRIP3	13
STAG3_29017	STAG3	15
GSTM5_7907	GSTM5	18
AIM1L_41441	AIM1L	14
DRD4_5042	DRD4	38
MINK1_37210	MINK1	14
PARN_13313	PARN	3
HTR3A_9047	HTR3A	8
DNAAF5_40997	DNAAF5	21
ELN_5536	ELN	2
KIAA1045_32531	KIAA1045	16
TOR1A_5197	TOR1A	4
CENPE_3039	CENPE	7
METTL3_44231	METTL3	8
RPS6KA2_16519	RPS6KA2	10
SLC51B_58611	SLC51B	9
NEIL2_66254	NEIL2	2
ARHGEF39_54434	ARHGEF39	12
GFRA1_7074	GFRA1	15
CIRH1A_54474	CIRH1A	12
SLC5A6_23299	SLC5A6	12
C17orf67_68870	C17orf67	7
LGR5_22292	LGR5	33
PLCD3_56917	PLCD3	17
FOXD1_6385	FOXD1	20
ELL2_31290	ELL2	23
B9D1_35519	B9D1	28
LSM14A_34506	LSM14A	14
RDH11_37838	RDH11	3
CCNL1_44854	CCNL1	12
PRRT2_56796	PRRT2	46
MISP_59125	MISP	8
PEX7_13683	PEX7	4
C8orf59_72443	C8orf59	7
EXO5_48071	EXO5	26
SPINK8_74085	SPINK8	28
TM2D2_52585	TM2D2	17
ANXA8L1_74571	ANXA8L1	14
HES7_53980	HES7	14
KIF1B_31716	KIF1B	19
FMNL3_55704	FMNL3	4
KIF24_69792	KIF24	15
SMUG1_33226	SMUG1	31
MPLKIP_60452	MPLKIP	5
MYL1_12063	MYL1	8
OR10A3_35058	OR10A3	15
RAB6A_15669	RAB6A	9
KLHDC4_40508	KLHDC4	15
HBA2_8192	HBA2	44
SPANXA1_37054	SPANXA1	23
RAB2B_54521	RAB2B	22
CDH5_2848	CDH5	17
MINOS1_72972	MINOS1	2
CRISP2_19540	CRISP2	25
DYRK2_21950	DYRK2	26
HMGA1_8516	HMGA1	1
KLHDC1_58534	KLHDC1	16
GTF3C4_24502	GTF3C4	11
PQLC2_40923	PQLC2	9
FNDC3A_31030	FNDC3A	12
SV2C_31384	SV2C	48
TAX1BP3_37155	TAX1BP3	9
BECN1_22661	BECN1	2
CTBP2_4181	CTBP2	24
FPGS_6558	FPGS	4
LEFTY1_28757	LEFTY1	30
ZBTB8B_74575	ZBTB8B	67
ECHDC1_43612	ECHDC1	22
C6orf132_74163	C6orf132	21
IQUB_62933	IQUB	6
TMX3_40069	TMX3	23
SULF1_32101	SULF1	32
LOC100129083_75176	LOC100129083	22
ARHGEF33_75559	ARHGEF33	24
TST_19670	TST	43
CFC1_43830	CFC1	3
NFKBIL1_12559	NFKBIL1	39
ERLIN1_28672	ERLIN1	6
CYFIP2_35380	CYFIP2	24
HINT3_60327	HINT3	9
RSPO4_69561	RSPO4	18
LRRC8C_53170	LRRC8C	3
CEP85_48080	CEP85	8
LOC100129924_75247	LOC100129924	25
PIK3R6_61677	PIK3R6	5
INSRR_9668	INSRR	8
BRD9_48529	BRD9	19
SEMA5B_39919	SEMA5B	32
VAMP3_24538	VAMP3	47
SLC12A3_17621	SLC12A3	6
AMACR_33283	AMACR	25
SPTSSA_64303	SPTSSA	2
ADAD2_63482	ADAD2	13
