sgRNA	Gene	Clip2_4_DE_GFP_high_BC16_IGO_09496_8_S8
NR0B1_536	NR0B1	153
PPBP_14515	PPBP	70
UBAC2_68598	UBAC2	71
SLC25A35_72090	SLC25A35	57
USP17L12_75592	USP17L12	275
GAMT_6861	GAMT	76
MIS12_48680	MIS12	35
FAM9A_64290	FAM9A	60
KCNA7_9968	KCNA7	302
NCOA4_21207	NCOA4	55
SNTB2_17927	SNTB2	95
TMPRSS3_47898	TMPRSS3	96
RPRD2_32224	RPRD2	106
LBP_10519	LBP	44
PLAC8_38482	PLAC8	36
EMC6_52135	EMC6	55
STPG2_68199	STPG2	119
SLC25A20_2194	SLC25A20	78
ANAPC4_36861	ANAPC4	31
CSNK1G1_39713	CSNK1G1	46
DUSP5_5158	DUSP5	97
PRR18_68286	PRR18	191
HERC1_23416	HERC1	215
ZNF500_34444	ZNF500	89
PI15_37624	PI15	151
SMIM6_75329	SMIM6	28
SCGB1D4_72679	SCGB1D4	140
KRTAP10-6_70660	KRTAP10-6	147
NCK1_12249	NCK1	311
LOC101927844_76357	LOC101927844	70
GPC4_6211	GPC4	194
CCR9_29218	CCR9	138
DYNLL1_22584	DYNLL1	189
POM121L2_56638	POM121L2	47
OR5R1_65284	OR5R1	77
INSL5_26767	INSL5	252
Non-Targeting Control_76533	Non-Targeting Control	650
Non-Targeting Control_76556	Non-Targeting Control	609
CASP6_2349	CASP6	68
ZNF300_56076	ZNF300	18
NLRP10_68702	NLRP10	24
HK1_8363	HK1	151
LCN10_72781	LCN10	75
CAPSL_60192	CAPSL	127
OR1K1_72040	OR1K1	59
DDX50_48705	DDX50	52
SLC9C1_68114	SLC9C1	241
FAM47B_64112	FAM47B	221
LCE1F_70075	LCE1F	133
CCL4_16969	CCL4	236
Non-Targeting Control_76815	Non-Targeting Control	321
ZNF721_64245	ZNF721	109
OR5H14_72607	OR5H14	108
ISOC1_37540	ISOC1	166
PCDHB2_43996	PCDHB2	63
MXD3_52146	MXD3	184
LPPR5_63682	LPPR5	87
PANX1_33619	PANX1	64
UQCRH_20034	UQCRH	172
ZC2HC1B_62846	ZC2HC1B	142
B3GAT2_60335	B3GAT2	132
DNMT3L_36870	DNMT3L	188
OR2J2_35272	OR2J2	242
SMARCA2_17743	SMARCA2	60
IQUB_62934	IQUB	97
ZNF676_63663	ZNF676	138
DEFB115_66152	DEFB115	93
Non-Targeting Control_76498	Non-Targeting Control	544
SIGLEC7_35453	SIGLEC7	82
FUT4_6656	FUT4	133
RBMXL3_60764	RBMXL3	153
CSAG3_71529	CSAG3	108
FBXO8_34898	FBXO8	57
IL1R1_9383	IL1R1	46
LMBRD1_43382	LMBRD1	312
TBC1D20_59583	TBC1D20	336
LGI4_63655	LGI4	24
FGF6_6253	FGF6	171
ENAH_43207	ENAH	80
ZFHX4_49904	ZFHX4	102
ACSF2_50947	ACSF2	154
ADAT1_33087	ADAT1	122
CABIN1_33044	CABIN1	74
LMTK3_57178	LMTK3	41
SNAPC1_17825	SNAPC1	240
DDX3X_4638	DDX3X	774
ITGB6_9824	ITGB6	117
ABHD11_52128	ABHD11	170
FBXL17_48137	FBXL17	63
C9orf69_55305	C9orf69	139
ZCCHC24_65337	ZCCHC24	114
SPSB3_55659	SPSB3	70
Non-Targeting Control_77315	Non-Targeting Control	517
ING5_53365	ING5	78
LOC101928093_76361	LOC101928093	36
HRH2_8850	HRH2	117
Non-Targeting Control_76950	Non-Targeting Control	321
ERC1_31682	ERC1	174
TMEM128_54719	TMEM128	97
ARHGAP42_61230	ARHGAP42	43
NUDT16_59992	NUDT16	40
PITPNC1_34754	PITPNC1	89
Non-Targeting Control_77269	Non-Targeting Control	326
CHRM5_3214	CHRM5	17
CMA1_3440	CMA1	35
EVC_5871	EVC	41
ZNF891_76305	ZNF891	24
CT47A6_74546	CT47A6	232
IRX1_49124	IRX1	101
OR14I1_72534	OR14I1	52
USP20_29369	USP20	60
GYPE_8046	GYPE	237
RIBC1_63217	RIBC1	120
ABHD14A_33935	ABHD14A	91
SLC1A2_17431	SLC1A2	122
TACC1_18611	TACC1	87
KDM3A_43480	KDM3A	36
GTF2IRD1_25242	GTF2IRD1	188
FAM217A_66061	FAM217A	106
NEMF_24021	NEMF	71
ARSE_1212	ARSE	91
HECTD1_33844	HECTD1	47
TMEM170A_58750	TMEM170A	109
TRH_19574	TRH	267
MYO9B_12131	MYO9B	218
C1orf64_62197	C1orf64	58
SCOC_46969	SCOC	32
OR6K2_51574	OR6K2	97
LGR6_46820	LGR6	63
COX7A1_3726	COX7A1	250
CCDC116_63780	CCDC116	35
KRTAP19-7_68668	KRTAP19-7	87
CCDC152_75236	CCDC152	66
FNDC1_53865	FNDC1	65
DLGAP2_24241	DLGAP2	46
NCKIPSD_38924	NCKIPSD	29
NYNRIN_45720	NYNRIN	137
BANF2_61015	BANF2	119
GART_6887	GART	60
SPATA31A5_74511	SPATA31A5	177
ALDH2_605	ALDH2	106
DEFB113_66141	DEFB113	140
FZD3_21132	FZD3	145
ADAMTS19_64259	ADAMTS19	378
TMIGD3_45446	TMIGD3	43
TES_34637	TES	88
WIZ_46668	WIZ	40
STARD6_61761	STARD6	84
SORD_17955	SORD	125
ZMYM5_24180	ZMYM5	52
BOLA1_37583	BOLA1	86
TSN_19628	TSN	383
CSF2RB_4027	CSF2RB	163
MRPL35_38489	MRPL35	200
FUNDC1_60700	FUNDC1	160
IQCF3_72341	IQCF3	198
HYPM_33654	HYPM	485
ANXA13_856	ANXA13	79
KCNIP3_37091	KCNIP3	205
RAB22A_45413	RAB22A	211
Non-Targeting Control_76987	Non-Targeting Control	145
IFITM2_28572	IFITM2	178
IFNA16_9241	IFNA16	57
NOP9_63427	NOP9	302
ADARB1_271	ADARB1	311
STAM_21191	STAM	97
OR2C3_51589	OR2C3	56
ADAMTSL5_68927	ADAMTSL5	31
DAPK3_4519	DAPK3	33
PARK7_30734	PARK7	141
DCSTAMP_51618	DCSTAMP	105
Non-Targeting Control_76509	Non-Targeting Control	739
SSH1_39914	SSH1	93
UBQLN3_37254	UBQLN3	113
MSRA_11786	MSRA	120
CKAP2_35203	CKAP2	24
HIST3H2A_56361	HIST3H2A	120
MASTL_54516	MASTL	36
SENP8_58603	SENP8	58
CACNA1H_23390	CACNA1H	94
DEPDC4_58299	DEPDC4	226
CX3CL1_17058	CX3CL1	129
REST_16017	REST	89
KDELR2_29849	KDELR2	61
LIN9_68493	LIN9	66
Non-Targeting Control_76553	Non-Targeting Control	316
SEBOX_74036	SEBOX	19
CAGE1_68282	CAGE1	233
FRYL_68185	FRYL	217
SLC2A8_36979	SLC2A8	77
CECR2_36148	CECR2	23
PCYT1A_13478	PCYT1A	217
NIPA2_51790	NIPA2	60
WDR24_53135	WDR24	169
ORC2_13100	ORC2	244
PLCXD2_66855	PLCXD2	86
RRP1B_31657	RRP1B	87
TTC12_41175	TTC12	189
MAP3K15_71508	MAP3K15	137
Non-Targeting Control_76858	Non-Targeting Control	394
RIBC2_34670	RIBC2	33
BCL2L10_26747	BCL2L10	197
PCGF6_52927	PCGF6	195
EMC7_44439	EMC7	49
ZNF550_63585	ZNF550	206
MAT2A_11145	MAT2A	75
ANO6_64448	ANO6	95
EFCAB2_53359	EFCAB2	31
SRPR_18232	SRPR	31
SMIM4_73039	SMIM4	66
KCTD3_37920	KCTD3	251
FCRL2_49193	FCRL2	64
PSMA8_61184	PSMA8	139
CASR_2380	CASR	262
MAP9_50253	MAP9	15
SWI5_70550	SWI5	187
MED15_39083	MED15	29
BOD1L2_67703	BOD1L2	87
Non-Targeting Control_77262	Non-Targeting Control	563
F13B_5992	F13B	95
INSRR_9668	INSRR	23
GPR137_44426	GPR137	75
AHR_543	AHR	204
IL15_9522	IL15	363
KRTAP4-7_75451	KRTAP4-7	65
CTSZ_4281	CTSZ	67
OR51B2_49174	OR51B2	81
GCOM1_61475	GCOM1	8
DOLPP1_45192	DOLPP1	52
LOC101927322_76335	LOC101927322	13
GAL3ST3_55120	GAL3ST3	229
ZHX3_31584	ZHX3	82
PRPS1L1_65891	PRPS1L1	240
GIMAP6_73349	GIMAP6	40
SLC35E3_42573	SLC35E3	159
RERGL_49936	RERGL	79
MID1IP1_46674	MID1IP1	272
FAM131B_25712	FAM131B	324
SLC39A12_65680	SLC39A12	330
HTRA3_56650	HTRA3	111
ZNF316_75344	ZNF316	236
TMEM9B_44371	TMEM9B	200
LRRC58_57620	LRRC58	50
CD63_2730	CD63	139
SS18_18320	SS18	98
LIPF_22156	LIPF	52
ZNF91_20636	ZNF91	160
ADCK2_55684	ADCK2	46
SPR_18094	SPR	159
SULT1A2_18429	SULT1A2	102
S100A14_45410	S100A14	40
SLC26A3_5028	SLC26A3	219
EYA2_5923	EYA2	33
COX8C_69358	COX8C	363
ERBB2_5729	ERBB2	328
UNC5C_22501	UNC5C	52
KRT16_10365	KRT16	98
WDR64_59452	WDR64	122
OR8D1_67230	OR8D1	58
CCDC181_46432	CCDC181	129
OR7G1_58976	OR7G1	156
NBPF9_72279	NBPF9	107
GJB3_7172	GJB3	27
ZNF678_68975	ZNF678	304
KLHL38_69154	KLHL38	122
DRG2_5051	DRG2	83
RGS16_16122	RGS16	63
KLF7_22430	KLF7	136
ZBED4_26319	ZBED4	182
MMD2_65925	MMD2	81
Non-Targeting Control_77102	Non-Targeting Control	317
MAX_11168	MAX	108
KIAA1614_46300	KIAA1614	45
GPX6_66885	GPX6	108
LOC100129520_75215	LOC100129520	296
ASMT_1261	ASMT	126
C9orf92_75206	C9orf92	57
CCNE1_2500	CCNE1	172
ING2_9594	ING2	169
LHX9_44708	LHX9	117
FAM71B_62825	FAM71B	107
SLA_17419	SLA	47
10-Mar_63502	10-Mar	103
PRB3_14710	PRB3	232
DEFB110_66135	DEFB110	100
SHISA3_62688	SHISA3	106
RABL2A_30311	RABL2A	12
SPTBN5_38529	SPTBN5	101
ZSWIM3_61003	ZSWIM3	32
KIF22_10261	KIF22	47
RLN2_16172	RLN2	98
TNIK_31565	TNIK	18
IL31RA_60150	IL31RA	296
H2BFM_68456	H2BFM	120
CFL1_3066	CFL1	324
TMEM161A_41029	TMEM161A	78
SPATA22_54040	SPATA22	49
PPP6R2_25665	PPP6R2	65
CACNA1I_23386	CACNA1I	8
CHRFAM7A_55144	CHRFAM7A	19
BCAP31_27116	BCAP31	104
PPCS_49728	PPCS	252
APOM_43765	APOM	137
PICALM_21542	PICALM	51
GPRC5B_39342	GPRC5B	64
GNG4_7363	GNG4	70
HHAT_43183	HHAT	18
ZNF718_66618	ZNF718	140
SIX5_61889	SIX5	38
FMR1_6512	FMR1	41
CCDC7_49814	CCDC7	169
RNF144A_25954	RNF144A	111
CCDC77_53467	CCDC77	33
RBM5_27276	RBM5	92
Non-Targeting Control_77234	Non-Targeting Control	364
Non-Targeting Control_77276	Non-Targeting Control	288
HSPB9_56677	HSPB9	20
ST8SIA6_68751	ST8SIA6	81
RNASE12_73405	RNASE12	96
DDX53_63997	DDX53	93
MPV17L_66546	MPV17L	89
PRDM6_56463	PRDM6	37
DNAJB9_11276	DNAJB9	119
PCNXL3_72141	PCNXL3	44
NEURL1B_40060	NEURL1B	221
SPIN4_60769	SPIN4	116
MON2_31555	MON2	88
MBOAT7_48991	MBOAT7	102
WDFY4_46282	WDFY4	64
TCEAL7_44434	TCEAL7	441
KDELC1_48847	KDELC1	122
PLD3_33409	PLD3	50
NKX2-2_12633	NKX2-2	57
MPEG1_65489	MPEG1	112
RNF135_53336	RNF135	240
CNBD2_61076	CNBD2	30
SMARCAD1_44569	SMARCAD1	140
PRAM1_52922	PRAM1	178
FAM159A_69950	FAM159A	105
PMM1_14257	PMM1	45
TMEM63C_45154	TMEM63C	411
FSIP2_72326	FSIP2	100
EVC_5870	EVC	152
KRTAP22-1_68685	KRTAP22-1	153
SPATA12_70150	SPATA12	127
CCDC109B_41320	CCDC109B	93
ETV3L_72991	ETV3L	42
SLC25A16_21209	SLC25A16	34
HYAL3_21782	HYAL3	99
COX6B2_58983	COX6B2	251
OR2M3_59280	OR2M3	108
CRYM_3989	CRYM	90
TUBA1C_54185	TUBA1C	152
ELMO3_49886	ELMO3	230
SPSB1_50844	SPSB1	57
LDHAL6A_63314	LDHAL6A	44
ALAD_577	ALAD	17
PON1_14419	PON1	27
BCL6B_66673	BCL6B	188
PDK2_13608	PDK2	36
GUF1_46951	GUF1	244
PRDM9_44755	PRDM9	96
C3orf80_72351	C3orf80	202
COX6B2_58981	COX6B2	51
JPH3_45372	JPH3	92
Non-Targeting Control_77247	Non-Targeting Control	428
NOG_24279	NOG	69
TFAP2B_19011	TFAP2B	50
RNASE2_16178	RNASE2	70
CD28_2626	CD28	60
SLC35A2_19934	SLC35A2	80
CASP3_2339	CASP3	396
L1CAM_10436	L1CAM	316
GPR183_5235	GPR183	251
SAMD5_71395	SAMD5	79
CTPS2_44251	CTPS2	88
ELFN2_57219	ELFN2	110
CKM_3296	CKM	55
ASPG_70300	ASPG	62
LTC4S_10858	LTC4S	33
ZNF485_65649	ZNF485	269
KCNAB3_24150	KCNAB3	179
KLLN_75527	KLLN	90
CKLF-CMTM1_76127	CKLF-CMTM1	108
SECTM1_17111	SECTM1	100
PAGE5_55613	PAGE5	174
TPP2_19518	TPP2	26
Non-Targeting Control_77440	Non-Targeting Control	169
KBTBD11_26435	KBTBD11	80
SPTY2D1_61261	SPTY2D1	101
LTBP3_10850	LTBP3	41
RAN_15788	RAN	164
MINPP1_25221	MINPP1	181
PRR14_48649	PRR14	115
KCNK13_44345	KCNK13	169
TMCC2_26401	TMCC2	89
ZNF493_67880	ZNF493	131
Non-Targeting Control_77017	Non-Targeting Control	231
TMED3_32775	TMED3	90
RNFT2_54422	RNFT2	64
ADGRB2_1573	ADGRB2	38
ZCCHC7_53072	ZCCHC7	19
PPM1N_61835	PPM1N	57
PHKA2_13865	PHKA2	79
ZNF106_47701	ZNF106	132
LZTR1_21417	LZTR1	54
OCA2_12988	OCA2	131
SMARCA1_17740	SMARCA1	138
RASGRP2_27459	RASGRP2	82
TCF12_18850	TCF12	171
AVPR1B_1530	AVPR1B	72
RUNX3_2414	RUNX3	6
ALDH1L2_63341	ALDH1L2	81
RAB17_47601	RAB17	62
TBC1D31_56556	TBC1D31	44
NDUFA4L2_44517	NDUFA4L2	110
GRHL3_46438	GRHL3	53
Non-Targeting Control_76733	Non-Targeting Control	403
KLHL36_49940	KLHL36	103
UFC1_38900	UFC1	161
TNFRSF19_42556	TNFRSF19	117
PPP2CB_14611	PPP2CB	269
SPEF1_33965	SPEF1	93
EDN1_5278	EDN1	125
KLHL7_43823	KLHL7	76
EPCAM_10921	EPCAM	212
ACER2_69183	ACER2	90
MRPL44_48398	MRPL44	84
MUSTN1_71294	MUSTN1	122
PRDX4_28447	PRDX4	83
HSD17B3_8891	HSD17B3	40
RGS3_16097	RGS3	205
PHKA1_13863	PHKA1	118
GNRHR_7401	GNRHR	49
HTRA3_56651	HTRA3	97
IGFBP3_9318	IGFBP3	57
G6PC_6699	G6PC	42
MT1M_11831	MT1M	43
ZNF107_38734	ZNF107	57
SLC25A41_67859	SLC25A41	155
AHNAK_48749	AHNAK	89
ADAM15_22885	ADAM15	81
H2BFWT_63260	H2BFWT	87
KCNE4_33476	KCNE4	78
RET_16024	RET	52
ZNF135_20674	ZNF135	153
PRKCZ_14867	PRKCZ	109
SACM1L_31195	SACM1L	48
HLA-A_8378	HLA-A	87
C11orf68_52299	C11orf68	65
TP53_19453	TP53	502
ZNF765_55935	ZNF765	109
CBFA2T3_2412	CBFA2T3	54
MAGEA6_11019	MAGEA6	58
SLC25A52_61779	SLC25A52	142
CLDN17_34947	CLDN17	38
Non-Targeting Control_76651	Non-Targeting Control	363
KIAA1715_51447	KIAA1715	138
ZNF682_55736	ZNF682	116
LOC100130705_75305	LOC100130705	298
C6_2013	C6	185
SP6_51119	SP6	86
WDR60_41603	WDR60	31
ZBED4_26318	ZBED4	399
PLIN4_74895	PLIN4	100
SYTL1_54613	SYTL1	34
RBM28_41665	RBM28	56
BBS5_59752	BBS5	123
ABCC2_3481	ABCC2	73
ERICH6B_65553	ERICH6B	73
SHISA2_70903	SHISA2	76
CT47A5_74550	CT47A5	400
FAM155B_35597	FAM155B	132
DTX1_5129	DTX1	92
MIP_11497	MIP	139
MOCOS_41386	MOCOS	159
HIST1H4L_21769	HIST1H4L	175
PRAF2_30535	PRAF2	354
SLC10A3_21496	SLC10A3	94
DIABLO_44297	DIABLO	322
SLC16A14_62512	SLC16A14	134
CYB5B_51358	CYB5B	79
SHOX_17325	SHOX	91
PRRC2B_54116	PRRC2B	224
SYTL5_56713	SYTL5	364
GFRAL_71386	GFRAL	57
DNTTIP2_37126	DNTTIP2	14
LTB_10836	LTB	147
CCL2_16964	CCL2	97
ETV7_38916	ETV7	106
LONRF2_63802	LONRF2	48
CYBB_4315	CYBB	127
RNF39_51211	RNF39	28
GPR18_7547	GPR18	165
TM2D1_52706	TM2D1	80
CACUL1_61172	CACUL1	95
B3GNT7_56409	B3GNT7	140
MTRNR2L10_75808	MTRNR2L10	62
AMICA1_58262	AMICA1	50
MID1IP1_46672	MID1IP1	210
LYRM2_45323	LYRM2	69
CHD1_3124	CHD1	42
FAM69C_58946	FAM69C	48
TMEM212_71321	TMEM212	62
ASH1L_43628	ASH1L	83
OR4C45_72602	OR4C45	100
ALG14_64602	ALG14	58
KIAA1958_63165	KIAA1958	71
ELOVL7_50547	ELOVL7	48
CXCR2_9468	CXCR2	30
CT47A4_74557	CT47A4	178
DDIT4_40193	DDIT4	235
ZNF740_67316	ZNF740	436
ARID3C_60604	ARID3C	40
UGT2B17_19970	UGT2B17	72
GNRH1_7395	GNRH1	87
LRRC70_75309	LRRC70	143
CDHR5_39667	CDHR5	29
COL26A1_60410	COL26A1	53
ADNP_32675	ADNP	53
COX5A_24657	COX5A	94
ZFAND3_47025	ZFAND3	170
PRIMPOL_64962	PRIMPOL	23
PRB2_74271	PRB2	306
Non-Targeting Control_77263	Non-Targeting Control	653
OR5M9_71662	OR5M9	73
TESK1_18994	TESK1	34
USP51_63252	USP51	116
WASF3_29239	WASF3	172
C12orf49_49959	C12orf49	57
LAMB3_10488	LAMB3	235
FER1L5_55426	FER1L5	127
LACTBL1_74078	LACTBL1	257
TNFRSF18_22959	TNFRSF18	55
ATOH1_1322	ATOH1	122
JAK1_9900	JAK1	147
EXT2_5901	EXT2	86
IPCEF1_34400	IPCEF1	30
CYP3A5_4403	CYP3A5	51
PEX14_13699	PEX14	113
FBXO48_73573	FBXO48	54
Non-Targeting Control_76792	Non-Targeting Control	268
PAWR_13317	PAWR	157
NCK1_12250	NCK1	81
DECR1_4673	DECR1	92
ACSS3_49389	ACSS3	50
IL21_46711	IL21	160
SNX7_38635	SNX7	29
UGT2B7_19958	UGT2B7	122
GPN3_38070	GPN3	31
CNTN5_39707	CNTN5	180
CTSZ_4282	CTSZ	109
OR5W2_71638	OR5W2	146
C12orf29_55790	C12orf29	252
MAL2_57136	MAL2	153
CTDSPL2_38875	CTDSPL2	49
WDR45B_44199	WDR45B	85
HSF5_58759	HSF5	66
ASF1B_43155	ASF1B	57
SYTL4_56709	SYTL4	138
HNRNPR_27463	HNRNPR	249
APOBEC3C_36107	APOBEC3C	107
C3orf14_45453	C3orf14	40
SIX3_17393	SIX3	103
MOSPD3_47849	MOSPD3	65
ZNF77_46576	ZNF77	138
OR10A3_35057	OR10A3	81
Non-Targeting Control_76917	Non-Targeting Control	313
KLHL33_58591	KLHL33	26
CUX1_4286	CUX1	123
SSNA1_22516	SSNA1	47
RING1_16155	RING1	8
TNIK_31566	TNIK	144
TMEM174_60248	TMEM174	117
CMTM6_40992	CMTM6	42
GCA_33750	GCA	21
TYROBP_19800	TYROBP	169
DPP10_46068	DPP10	237
PIGV_42913	PIGV	4
C16orf86_70964	C16orf86	51
MRPL54_57810	MRPL54	98
RBP3_15941	RBP3	55
CYB5R3_4760	CYB5R3	71
SCGB1C2_74324	SCGB1C2	56
TMEM128_54721	TMEM128	192
WFDC11_66957	WFDC11	235
ASB12_61118	ASB12	80
KIAA0101_25910	KIAA0101	139
ANKRD33B_74218	ANKRD33B	136
MZF1_20571	MZF1	71
TBC1D3L_76325	TBC1D3L	139
TRIM45_51019	TRIM45	58
TATDN3_59540	TATDN3	54
Non-Targeting Control_77038	Non-Targeting Control	290
FAM132B_62447	FAM132B	76
ZNF621_68092	ZNF621	209
CCS_26616	CCS	85
GOT2_7436	GOT2	154
CD47_2709	CD47	244
LMO1_10713	LMO1	201
DENND6A_64927	DENND6A	145
PLD5_64660	PLD5	105
S100G_2212	S100G	253
OR51Q1_71568	OR51Q1	66
TBC1D8B_40893	TBC1D8B	77
SYK_18562	SYK	69
BPIFB2_51178	BPIFB2	62
QSER1_50085	QSER1	111
BOK_1839	BOK	102
PTPN6_15431	PTPN6	12
IRAK1_9684	IRAK1	248
NTNG1_31010	NTNG1	37
ITGB1BP1_24363	ITGB1BP1	139
Non-Targeting Control_76703	Non-Targeting Control	224
CT47A7_74283	CT47A7	246
ARVCF_1230	ARVCF	81
HIST1H2AD_8112	HIST1H2AD	65
BSPRY_40718	BSPRY	98
RAPH1_48375	RAPH1	81
PMEL_17370	PMEL	168
C1orf61_28251	C1orf61	244
CCKAR_2468	CCKAR	84
NSUN5_43055	NSUN5	59
NETO2_51930	NETO2	22
CCL5_16973	CCL5	64
DOHH_52161	DOHH	180
TFE3_19041	TFE3	95
DRP2_5059	DRP2	175
CFAP74_54963	CFAP74	75
ABRA_60493	ABRA	107
ARSA_1194	ARSA	275
SPDYE1_68314	SPDYE1	21
LCP1_10541	LCP1	120
RNF141_37441	RNF141	187
ATP6V1G1_25181	ATP6V1G1	55
SNAP47_57830	SNAP47	94
ZC3HAV1_44413	ZC3HAV1	105
HOXC5_8719	HOXC5	73
MUT_11939	MUT	58
RAB32_29749	RAB32	46
AAAS_21269	AAAS	69
VWF_20205	VWF	123
FGB_6228	FGB	81
AP2A1_450	AP2A1	107
SPO11_33351	SPO11	87
F8A2_73368	F8A2	17
GPR34_7602	GPR34	187
FAM175A_52988	FAM175A	208
EFNA5_5350	EFNA5	16
C19orf45_70353	C19orf45	138
ITGA10_22162	ITGA10	94
C1orf94_54653	C1orf94	172
KIFC3_10173	KIFC3	33
HMGB4_59370	HMGB4	101
GYPB_8038	GYPB	284
GPR174_53902	GPR174	74
Non-Targeting Control_76449	Non-Targeting Control	582
FAM196B_75404	FAM196B	151
GDF3_25256	GDF3	103
TRPV3_63533	TRPV3	53
OR52E6_71598	OR52E6	92
PLAUR_14106	PLAUR	108
Non-Targeting Control_76985	Non-Targeting Control	478
ZNF415_43373	ZNF415	97
PARD3_44214	PARD3	75
ING3_40239	ING3	52
RASL11B_48581	RASL11B	50
TOB1_27140	TOB1	127
PSAT1_36936	PSAT1	68
TXNDC9_27293	TXNDC9	9
KLHDC2_33245	KLHDC2	97
COX15_3753	COX15	174
IL1F10_53904	IL1F10	64
SYNGR4_33120	SYNGR4	306
UBTFL1_73702	UBTFL1	126
ABCD1_600	ABCD1	225
LCE6A_73337	LCE6A	353
GRM2_7789	GRM2	130
ZSCAN12_25857	ZSCAN12	64
BTNL3_29541	BTNL3	72
GALNT10_42680	GALNT10	41
DAB2_4471	DAB2	63
MICU3_68353	MICU3	115
GPRIN3_68173	GPRIN3	25
ARMCX1_38451	ARMCX1	79
MEF2D_11326	MEF2D	94
KCTD7_62943	KCTD7	20
DCUN1D3_58669	DCUN1D3	175
NCSTN_32654	NCSTN	57
LSM14B_62244	LSM14B	234
CCSAP_59213	CCSAP	141
ST6GALNAC6_37079	ST6GALNAC6	184
HCRTR1_8249	HCRTR1	82
REG3G_59777	REG3G	183
ERBB2_5731	ERBB2	45
MEGF6_5378	MEGF6	52
UBE2K_8347	UBE2K	45
IL36G_44215	IL36G	49
TMEM132C_56192	TMEM132C	73
PPBP_14516	PPBP	74
CREG1_23033	CREG1	33
JAM3_52397	JAM3	210
KCTD4_70647	KCTD4	199
Non-Targeting Control_77111	Non-Targeting Control	201
TBCC_18742	TBCC	15
KRT13_10353	KRT13	291
TET1_51094	TET1	242
EARS2_58742	EARS2	86
CHIT1_3165	CHIT1	73
ABCD1_598	ABCD1	224
C10orf62_72756	C10orf62	77
AKAP17A_21443	AKAP17A	118
LMX1A_10731	LMX1A	85
MTHFS_28589	MTHFS	19
SPOP_21852	SPOP	137
HAL_8165	HAL	41
SETD7_51446	SETD7	81
ANKRD37_70143	ANKRD37	62
TIMM8B_35118	TIMM8B	70
CBLN1_2435	CBLN1	52
TLR7_38355	TLR7	94
Non-Targeting Control_76823	Non-Targeting Control	293
TANK_26721	TANK	233
FGF13_6284	FGF13	127
WDR59_49759	WDR59	79
PCMTD2_42086	PCMTD2	261
MYPOP_68917	MYPOP	189
TEX12_44072	TEX12	96
LMO3_43654	LMO3	62
MANBAL_47110	MANBAL	61
SLC35F5_51003	SLC35F5	103
PADI3_39331	PADI3	88
CRLF3_38649	CRLF3	79
ZNF324B_71092	ZNF324B	138
RNF152_65619	RNF152	264
RHEB_16137	RHEB	228
CMTR2_43362	CMTR2	200
OR6B2_71269	OR6B2	156
ASIC2_126	ASIC2	39
VCPKMT_49386	VCPKMT	83
ODF3L1_63457	ODF3L1	19
COA4_38369	COA4	117
ADAMTSL4_40103	ADAMTSL4	63
RERGL_49938	RERGL	127
1-Dec_37240	1-Dec	517
PCP4L1_74454	PCP4L1	47
TRAF3IP1_34652	TRAF3IP1	21
SLC40A1_37056	SLC40A1	68
PLCXD1_42400	PLCXD1	60
CCL20_17020	CCL20	67
FAM65B_25847	FAM65B	9
LECT1_29987	LECT1	43
AUH_1513	AUH	131
GPRASP1_25799	GPRASP1	127
TAS2R1_37375	TAS2R1	17
FBXO16_63024	FBXO16	87
CCNO_27708	CCNO	79
PGA5_13784	PGA5	83
NDST3_24554	NDST3	139
LYPD1_57739	LYPD1	50
Non-Targeting Control_76953	Non-Targeting Control	303
CT47B1_73768	CT47B1	118
AZU1_1547	AZU1	91
C2orf40_53563	C2orf40	145
NRN1_38412	NRN1	150
TNFRSF9_9534	TNFRSF9	36
C20orf173_61039	C20orf173	13
FAM216B_61374	FAM216B	111
ZNF831_59579	ZNF831	103
SNCB_17840	SNCB	107
PDZK1IP1_27197	PDZK1IP1	81
Non-Targeting Control_77229	Non-Targeting Control	459
Non-Targeting Control_77381	Non-Targeting Control	276
RAB3C_57581	RAB3C	124
COG2_30851	COG2	47
OR7C2_35233	OR7C2	103
EVC2_60105	EVC2	133
ACTR2_26994	ACTR2	150
CUL3_21980	CUL3	120
LLPH_53392	LLPH	91
RLN3_57983	RLN3	62
VIP_20162	VIP	105
PI3_13889	PI3	96
TTYH2_56629	TTYH2	231
IL17RB_42638	IL17RB	225
DES_4705	DES	43
UNC5B_65352	UNC5B	72
FOXJ3_31121	FOXJ3	148
CUEDC1_72654	CUEDC1	86
Non-Targeting Control_76900	Non-Targeting Control	259
RERE_1318	RERE	56
BAZ1A_30382	BAZ1A	128
Non-Targeting Control_76632	Non-Targeting Control	314
MPC2_33956	MPC2	44
CACNA2D3_43415	CACNA2D3	152
SYTL3_56707	SYTL3	57
C10orf35_65359	C10orf35	259
PANX1_33621	PANX1	108
TMEM161B_62779	TMEM161B	75
Non-Targeting Control_77157	Non-Targeting Control	241
NEIL1_49552	NEIL1	84
GNS_7406	GNS	104
FCRL5_52078	FCRL5	93
SYK_18561	SYK	147
ZCCHC11_32446	ZCCHC11	67
RSPO1_67949	RSPO1	118
VHLL_71924	VHLL	81
CLEC5A_33290	CLEC5A	74
PTER_24464	PTER	59
SH3BGR_17269	SH3BGR	63
CTDSP1_46507	CTDSP1	73
FCHO2_57502	FCHO2	3
BNIPL_62168	BNIPL	25
