sgRNA	Gene	DE_GFP_high
RBMX_36014	RBMX	182
GHRH_7119	GHRH	273
PRR23C_71305	PRR23C	213
MAGED4B_51685	MAGED4B	160
FCGR2A_6154	FCGR2A	1548
ZBTB8B_74574	ZBTB8B	686
SLC10A3_21494	SLC10A3	590
NAP1L4_12201	NAP1L4	342
Non-Targeting Control_76918	Non-Targeting Control	3865
EP300_5616	EP300	415
TAT_18724	TAT	517
ANKRD13C_51730	ANKRD13C	528
KCNJ18_75494	KCNJ18	1664
CYP7B1_24782	CYP7B1	577
VAMP4_22646	VAMP4	143
HNRNPCL2_72962	HNRNPCL2	377
ZNF91_20634	ZNF91	446
UBQLN4_44486	UBQLN4	1796
FSHR_6603	FSHR	333
ST6GALNAC3_66772	ST6GALNAC3	784
LYPLA1_28065	LYPLA1	479
MT1F_11820	MT1F	199
Non-Targeting Control_77247	Non-Targeting Control	2831
CHST5_33183	CHST5	461
GSDMD_49958	GSDMD	472
GFRA4_47358	GFRA4	1036
GJD2_45383	GJD2	2443
HLA-DQB1_8425	HLA-DQB1	622
SPRR2E_18118	SPRR2E	210
GALNT13_57252	GALNT13	698
SPANXN2_73421	SPANXN2	1460
KCNH1_10017	KCNH1	469
LDAH_46941	LDAH	911
TNFRSF8_2637	TNFRSF8	532
TRIM67_73003	TRIM67	972
RNF130_43486	RNF130	563
INSIG2_37940	INSIG2	432
RGN_23873	RGN	1555
YY1_20388	YY1	177
MBD2_23438	MBD2	1621
C4orf27_41174	C4orf27	919
NECAB1_47488	NECAB1	313
NKTR_12629	NKTR	374
ERVMER34-1_75673	ERVMER34-1	801
CASZ1_40930	CASZ1	707
DCST2_59382	DCST2	988
ADGRA1_53586	ADGRA1	368
LRP1B_39567	LRP1B	572
SLC39A12_65678	SLC39A12	234
USHBP1_52589	USHBP1	1539
CHST2_24813	CHST2	226
RBM10_21461	RBM10	504
RAB3D_25169	RAB3D	546
C11orf45_65385	C11orf45	1870
FAT4_49457	FAT4	322
COMMD3_32742	COMMD3	335
RASSF3_67320	RASSF3	1102
B2M_1550	B2M	968
CLCN6_3362	CLCN6	626
SDK1_65917	SDK1	958
OPHN1_13051	OPHN1	643
S100A4_16727	S100A4	1115
OR1J1_69783	OR1J1	421
ALKBH4_40559	ALKBH4	1291
ACSM4_69320	ACSM4	880
C20orf173_61038	C20orf173	1207
RFXAP_16084	RFXAP	602
YBX3_22217	YBX3	666
KCNS2_10136	KCNS2	1142
ANXA10_30456	ANXA10	598
RIPK4_39768	RIPK4	372
FMO3_6494	FMO3	1336
SLC25A2_52606	SLC25A2	627
SLC16A1_17648	SLC16A1	123
SPANXN1_73417	SPANXN1	2197
BEND2_60657	BEND2	2098
PGAM5_64324	PGAM5	424
KHDC3L_62892	KHDC3L	546
LRRC32_6878	LRRC32	930
MAGEE1_46236	MAGEE1	400
HIST2H4A_21777	HIST2H4A	816
DNAJB3_72739	DNAJB3	485
TMEM60_54744	TMEM60	779
ACVR1B_227	ACVR1B	1694
RNF216_40029	RNF216	958
PEX14_13698	PEX14	880
FTHL17_39704	FTHL17	2062
Non-Targeting Control_77347	Non-Targeting Control	3029
NUFIP1_35294	NUFIP1	1191
IGF1_9290	IGF1	234
DHFRL1_64783	DHFRL1	1177
NT5C1A_53843	NT5C1A	457
ARR3_1181	ARR3	1203
SLC35F5_51004	SLC35F5	654
MESP2_61500	MESP2	1185
UBALD1_58726	UBALD1	74
NXF3_43838	NXF3	1077
MYLK4_69107	MYLK4	2073
ATP5L_28740	ATP5L	1277
C6orf163_65190	C6orf163	1105
CLSTN2_47324	CLSTN2	321
ZNF672_50288	ZNF672	650
HIST1H2AA_65848	HIST1H2AA	682
FTSJ2_36915	FTSJ2	338
TBC1D9_31904	TBC1D9	289
LOC100996693_76276	LOC100996693	337
TRAK2_48609	TRAK2	603
ELF2_5505	ELF2	1508
SUV39H2_49750	SUV39H2	1121
BIRC8_56785	BIRC8	436
Non-Targeting Control_76852	Non-Targeting Control	1779
SLC23A2_26580	SLC23A2	464
PRRC2A_21071	PRRC2A	368
PTGIR_15349	PTGIR	923
KLRG1_27404	KLRG1	439
NTAN1_58656	NTAN1	1002
INVS_35645	INVS	503
NDRG4_48350	NDRG4	499
MAGI2_26230	MAGI2	294
ZDHHC2_38121	ZDHHC2	1111
GABRG2_6788	GABRG2	1040
CCDC3_52319	CCDC3	326
EFNB1_5355	EFNB1	655
HOXB3_8687	HOXB3	538
ZMAT1_53660	ZMAT1	904
BOLA1_37585	BOLA1	512
ATG4C_54545	ATG4C	768
PRR15L_49060	PRR15L	393
ADAMTS5_30105	ADAMTS5	208
PRRX2_38792	PRRX2	493
TENM1_27262	TENM1	1665
COMTD1_58092	COMTD1	123
KIF21A_42770	KIF21A	1181
HEMK1_38707	HEMK1	1018
VPS41_35506	VPS41	353
TALDO1_18693	TALDO1	234
TRHR_19577	TRHR	444
Non-Targeting Control_76766	Non-Targeting Control	4189
ZNF559_53750	ZNF559	512
PIK3R1_13990	PIK3R1	776
OR2V2_68246	OR2V2	542
FAM19A1_72705	FAM19A1	1613
SCAF11_24078	SCAF11	122
WDR83OS_38693	WDR83OS	784
WDR37_31112	WDR37	691
FMR1NB_63194	FMR1NB	1030
UGGT1_44461	UGGT1	215
COMMD8_41104	COMMD8	422
12-Sep_58730	12-Sep	279
NECAB1_47490	NECAB1	913
SNED1_34283	SNED1	272
OR4F15_71835	OR4F15	151
FRMD6_58538	FRMD6	1152
SAMHD1_34145	SAMHD1	653
IMPACT_42465	IMPACT	142
SORBS2_22031	SORBS2	414
MFNG_11420	MFNG	726
Non-Targeting Control_77236	Non-Targeting Control	3018
BCL7C_24371	BCL7C	398
GATB_13672	GATB	323
MYF5_12014	MYF5	691
Non-Targeting Control_77230	Non-Targeting Control	3241
PHLDB2_55297	PHLDB2	361
FXYD6_39624	FXYD6	988
XPNPEP3_47165	XPNPEP3	305
OPTN_27112	OPTN	1091
GUCA2B_8003	GUCA2B	1534
SH2D1A_10905	SH2D1A	1783
PDK1_13603	PDK1	1364
PYHIN1_62207	PYHIN1	423
SMC1A_21472	SMC1A	417
CGREF1_28868	CGREF1	480
AKR1B10_44844	AKR1B10	446
CLIC6_39773	CLIC6	496
Non-Targeting Control_76735	Non-Targeting Control	1991
C19orf45_70355	C19orf45	815
RBM12B_71449	RBM12B	834
CPXCR1_39528	CPXCR1	852
KIAA1211L_69580	KIAA1211L	317
DUSP9_5176	DUSP9	2077
DYSF_21522	DYSF	826
RNF167_34310	RNF167	726
RNF150_45602	RNF150	472
Non-Targeting Control_76946	Non-Targeting Control	1713
ZNF721_64246	ZNF721	2536
FAM161B_61429	FAM161B	746
HIST1H3E_21710	HIST1H3E	301
TMEM194A_32402	TMEM194A	113
SOX10_17994	SOX10	587
SPRR1A_18100	SPRR1A	1284
CDH23_47296	CDH23	163
TBK1_36511	TBK1	472
TMEM248_41472	TMEM248	438
RPS6KB2_16531	RPS6KB2	1764
IFI30_28079	IFI30	791
PIGW_67634	PIGW	304
C1GALT1C1L_74787	C1GALT1C1L	1038
WIPF2_61748	WIPF2	422
PTGER4_15338	PTGER4	613
CLIC4_34124	CLIC4	1574
ZCCHC9_53192	ZCCHC9	200
PPM1N_61836	PPM1N	2076
ZFAT_46057	ZFAT	294
AOC2_863	AOC2	1044
ANKRD9_58465	ANKRD9	1272
POPDC2_47339	POPDC2	792
CHST1_22230	CHST1	457
ZNF254_25134	ZNF254	1307
ALLC_43490	ALLC	422
TNRC6C_46229	TNRC6C	1592
SLC25A25_57203	SLC25A25	123
KIAA1033_32462	KIAA1033	512
ID4_9131	ID4	425
PPP1R13L_29316	PPP1R13L	91
PTPN1_15415	PTPN1	74
C19orf33_47301	C19orf33	253
VN1R1_45256	VN1R1	229
C17orf51_68892	C17orf51	1066
FBXO5_34906	FBXO5	506
ZEB2_26144	ZEB2	133
ZNF100_63667	ZNF100	649
ST8SIA3_37619	ST8SIA3	844
TTLL3_34644	TTLL3	652
H1FNT_69335	H1FNT	593
C10orf126_67185	C10orf126	506
SOX8_37070	SOX8	788
CTRL_4233	CTRL	290
SYNJ2BP_42360	SYNJ2BP	179
OR51E1_61200	OR51E1	1453
PPP1R3E_55592	PPP1R3E	430
ACAD9_36274	ACAD9	137
Non-Targeting Control_76535	Non-Targeting Control	2695
CHCHD2_37946	CHCHD2	113
OR13C5_60616	OR13C5	823
HTN1_9008	HTN1	2558
NDRG1_27949	NDRG1	407
FAM8A1_38765	FAM8A1	95
MOSPD2_63211	MOSPD2	250
PBX1_13357	PBX1	733
SULT1A3_18474	SULT1A3	331
PAPOLA_29529	PAPOLA	164
TBC1D19_42239	TBC1D19	1461
OR2B3_73234	OR2B3	511
PARP9_52351	PARP9	500
CD63_2731	CD63	455
SEMA3B_21025	SEMA3B	968
PNMA5_57274	PNMA5	1008
HMBS_8475	HMBS	2861
KLHL5_37756	KLHL5	593
MED31_37498	MED31	1078
USH1C_26945	USH1C	1183
PRIMA1_61402	PRIMA1	1673
TMEM225_68766	TMEM225	296
C6orf58_70038	C6orf58	401
OR7A10_71869	OR7A10	552
PCDHB14_43951	PCDHB14	227
HAO2_38055	HAO2	681
SMIM23_73973	SMIM23	684
TTC34_75649	TTC34	366
VWA3B_64709	VWA3B	356
LYRM9_64852	LYRM9	1213
RFK_42282	RFK	1262
STOX1_65354	STOX1	535
CHMP7_56006	CHMP7	540
MYOCD_56580	MYOCD	1296
KRT37_22686	KRT37	405
GATB_13669	GATB	1820
DIRC2_54499	DIRC2	344
OR1L4_66540	OR1L4	1127
SASS6_63727	SASS6	289
SLC7A5_21334	SLC7A5	1200
AKAP6_24940	AKAP6	636
C9orf72_65067	C9orf72	432
MAP7D1_43075	MAP7D1	583
PLS3_14213	PLS3	735
LYG2_66493	LYG2	530
PTGES3L-AARSD1_76254	PTGES3L-AARSD1	728
JAK2_9902	JAK2	677
Non-Targeting Control_76951	Non-Targeting Control	1603
ZNF384_64254	ZNF384	817
PTK7_15392	PTK7	372
SLC31A2_3692	SLC31A2	805
ERCC8_3308	ERCC8	293
CUX2_32437	CUX2	2326
ZNF350_46804	ZNF350	376
CYP20A1_45418	CYP20A1	1097
LRRC61_48588	LRRC61	784
Non-Targeting Control_76801	Non-Targeting Control	3437
SERPINA7_18755	SERPINA7	861
UCP2_19921	UCP2	403
RETSAT_40890	RETSAT	712
TUBB2A_19728	TUBB2A	631
GOLGA4_7422	GOLGA4	314
DEFB106A_66122	DEFB106A	234
ASB17_59311	ASB17	279
CSPP1_50146	CSPP1	714
Non-Targeting Control_76471	Non-Targeting Control	2589
POU4F3_14469	POU4F3	1090
ALG10B_61298	ALG10B	796
Non-Targeting Control_76571	Non-Targeting Control	3158
KLRD1_10238	KLRD1	965
PARP9_52353	PARP9	521
CCDC105_59153	CCDC105	710
Non-Targeting Control_76664	Non-Targeting Control	3582
RARRES2_15851	RARRES2	1628
PHLPP1_32189	PHLPP1	1160
ENGASE_48014	ENGASE	264
RPA4_36831	RPA4	915
TEX22_74201	TEX22	786
KRTAP2-3_75072	KRTAP2-3	2047
LIN28B_71390	LIN28B	1074
CCDC107_65083	CCDC107	570
PSMD1_15239	PSMD1	110
RANBP3_22102	RANBP3	276
SLC12A1_17613	SLC12A1	210
LINC00452_73784	LINC00452	91
NELFA_20253	NELFA	119
PJA2_26242	PJA2	1094
RAB41_69844	RAB41	460
R3HDM4_55794	R3HDM4	595
PANO1_76340	PANO1	872
TRIM49B_67206	TRIM49B	727
PRKRIP1_49693	PRKRIP1	450
C20orf202_72292	C20orf202	328
CLEC12A_63328	CLEC12A	1053
HSD17B11_38029	HSD17B11	213
SPATA31A5_74511	SPATA31A5	1102
NEK9_55994	NEK9	1587
TEX33_68998	TEX33	702
DPM1_23063	DPM1	938
NCK2_21940	NCK2	1597
ZNF230_20874	ZNF230	734
NEU4_59739	NEU4	170
SDF2_17082	SDF2	709
MFSD6_40735	MFSD6	294
CPED1_50504	CPED1	229
FAM179A_63824	FAM179A	761
MROH5_71456	MROH5	793
CT55_41163	CT55	804
LOC100134391_75488	LOC100134391	236
NDP_12263	NDP	1938
Non-Targeting Control_76943	Non-Targeting Control	3136
PXMP4_30640	PXMP4	532
LDOC1L_53209	LDOC1L	1622
ZNF184_20776	ZNF184	757
Non-Targeting Control_77168	Non-Targeting Control	1075
Non-Targeting Control_76590	Non-Targeting Control	4239
MAPKAPK2_24340	MAPKAPK2	500
SPAG17_64666	SPAG17	876
TTC25_52190	TTC25	629
SLC37A1_39730	SLC37A1	725
SF3A2_21364	SF3A2	208
KLRB1_10223	KLRB1	347
ZSCAN23_66054	ZSCAN23	415
ASB16_56283	ASB16	187
CAPZA1_2311	CAPZA1	1205
Non-Targeting Control_76465	Non-Targeting Control	3458
XRN1_39986	XRN1	482
GPR137C_67411	GPR137C	647
KLF10_19182	KLF10	884
EDN3_5288	EDN3	1234
CGB7_56643	CGB7	1160
CUEDC2_48685	CUEDC2	504
ZNF280A_59659	ZNF280A	649
ABHD17C_46565	ABHD17C	1611
ZCCHC14_31965	ZCCHC14	188
TMPRSS15_15064	TMPRSS15	542
SUMO1_19889	SUMO1	132
OR4K13_71779	OR4K13	548
TCHH_19156	TCHH	293
MAP2K5_14935	MAP2K5	656
GLUD2_7265	GLUD2	443
IL18BP_26900	IL18BP	524
ZNF486_55576	ZNF486	1575
GATAD2B_45503	GATAD2B	334
ORAI3_56451	ORAI3	821
CFAP57_62173	CFAP57	582
MTIF3_65220	MTIF3	485
LYZL6_45138	LYZL6	639
SLC35F3_62055	SLC35F3	543
CES1_3048	CES1	197
CES5A_65730	CES5A	199
WWC1_32346	WWC1	705
BANF1_23072	BANF1	1847
RXFP4_68940	RXFP4	362
NEK11_50167	NEK11	1133
ANKRD30B_70336	ANKRD30B	604
GJD4_65369	GJD4	899
CXCL13_28502	CXCL13	991
IDH2_9141	IDH2	294
CYP11A1_4421	CYP11A1	162
Non-Targeting Control_77341	Non-Targeting Control	3456
C1orf94_54651	C1orf94	1151
DENND5A_32257	DENND5A	61
SLCO1B7_68824	SLCO1B7	380
PCDHA6_44033	PCDHA6	1094
HECW2_45710	HECW2	519
CSRP3_21227	CSRP3	574
MEX3D_72093	MEX3D	757
IZUMO1R_71717	IZUMO1R	1293
COX16_38220	COX16	1619
TMEM257_24001	TMEM257	308
Non-Targeting Control_76990	Non-Targeting Control	3214
TMEM27_45401	TMEM27	1523
ADCY5_290	ADCY5	137
TPCN2_65443	TPCN2	800
ITIH2_9837	ITIH2	850
PRDX6_25306	PRDX6	816
FAM83G_73950	FAM83G	438
GRAMD4_31883	GRAMD4	575
GKN1_44210	GKN1	626
PLA2G2E_37077	PLA2G2E	1196
LARP1B_41668	LARP1B	297
SPINK6_72659	SPINK6	381
SKOR2_74229	SKOR2	1851
SPATS2L_34331	SPATS2L	1311
OVCH2_69301	OVCH2	75
BRINP3_68964	BRINP3	181
ZBED3_53494	ZBED3	1276
Non-Targeting Control_76572	Non-Targeting Control	2305
TIMM8A_4722	TIMM8A	1142
RPUSD4_54358	RPUSD4	375
KIF21A_42767	KIF21A	1263
SLC17A4_26834	SLC17A4	738
TMEM235_67580	TMEM235	1751
MERTK_28160	MERTK	701
MPZL1_23600	MPZL1	290
CBLC_33344	CBLC	806
TRIM33_39094	TRIM33	1507
PRKD1_14853	PRKD1	848
TMBIM1_47408	TMBIM1	670
ACKR2_3469	ACKR2	1342
FAM126B_68041	FAM126B	765
SUPT20HL1_75264	SUPT20HL1	471
PKIA_14789	PKIA	259
PLXNA4_55893	PLXNA4	467
SV2A_26360	SV2A	1105
TREML4_68296	TREML4	488
ST7_21148	ST7	102
S100P_16771	S100P	2551
OR13C2_72028	OR13C2	1306
SPG11_50912	SPG11	505
DNAH6_4888	DNAH6	1755
FAM208B_40963	FAM208B	562
OR4E2_35251	OR4E2	237
ZNF627_64555	ZNF627	809
CARD6_53997	CARD6	343
KPRP_73335	KPRP	1367
DCAF8L2_69818	DCAF8L2	1915
EMG1_28076	EMG1	207
BTBD16_58059	BTBD16	136
ZDHHC23_66521	ZDHHC23	313
ZC3H6_70584	ZC3H6	638
HIST1H4F_21741	HIST1H4F	543
HSD11B1_8879	HSD11B1	719
CLDN2_23779	CLDN2	548
LRP8_20938	LRP8	471
HNRNPF_8595	HNRNPF	576
KIF21A_42769	KIF21A	421
Non-Targeting Control_77111	Non-Targeting Control	1285
MMP11_11614	MMP11	580
ATP1A2_1334	ATP1A2	1092
INSIG1_9647	INSIG1	337
PBX3_13365	PBX3	576
GLTSCR1L_32975	GLTSCR1L	383
EGFL6_34235	EGFL6	195
APAF1_871	APAF1	2251
PER1_13665	PER1	528
RILPL1_70050	RILPL1	623
CACNA2D3_43415	CACNA2D3	853
Non-Targeting Control_77177	Non-Targeting Control	2781
PIPOX_38303	PIPOX	367
FPR3_6571	FPR3	975
FAM118A_41301	FAM118A	738
PDZD4_45968	PDZD4	1328
KIF3C_10158	KIF3C	268
PMFBP1_52122	PMFBP1	559
EPCAM_10922	EPCAM	777
HAS1_8175	HAS1	1722
DRGX_73914	DRGX	975
USP35_45838	USP35	471
FAM170B_64132	FAM170B	290
FBXO25_34869	FBXO25	288
LRRC70_75310	LRRC70	816
PMP22_14271	PMP22	302
ZNF816-ZNF321P_76120	ZNF816-ZNF321P	454
RBM43_70456	RBM43	431
ABCB10_32847	ABCB10	498
CCNDBP1_33220	CCNDBP1	267
DAAM2_32960	DAAM2	578
GLRA1_7243	GLRA1	541
ISCA1_51866	ISCA1	1115
OOEP_73070	OOEP	397
LMX1A_10730	LMX1A	1775
NCSTN_32654	NCSTN	348
MAGEA2B_67074	MAGEA2B	230
DLAT_4796	DLAT	614
ATG3_47763	ATG3	463
MEOX1_11365	MEOX1	555
PDZD9_66657	PDZD9	443
DPP9_55714	DPP9	399
ERLEC1_35875	ERLEC1	508
S100A6_16733	S100A6	704
CRYBB3_3965	CRYBB3	488
FIBP_24056	FIBP	992
ITGA4_9760	ITGA4	798
POU4F3_14471	POU4F3	630
GOLGA8K_74245	GOLGA8K	48
CYP2A7_4349	CYP2A7	766
C5orf64_68249	C5orf64	782
NDUFB11_40183	NDUFB11	850
KRT81_10407	KRT81	435
CAPNS1_2297	CAPNS1	301
INTS5_51370	INTS5	167
MAB21L2_28582	MAB21L2	740
HIST1H2BO_21690	HIST1H2BO	788
LRIT1_34581	LRIT1	902
CEP55_41775	CEP55	316
TTLL7_49804	TTLL7	533
UGT8_19973	UGT8	455
TNFRSF1B_19387	TNFRSF1B	864
ATXN7L3B_73544	ATXN7L3B	587
PLOD2_14196	PLOD2	866
Non-Targeting Control_76600	Non-Targeting Control	1741
POC1B_67149	POC1B	201
PLIN2_330	PLIN2	663
OR56A3_71612	OR56A3	1461
SERPINA7_18756	SERPINA7	570
ERRFI1_39816	ERRFI1	765
OR6B2_71269	OR6B2	1029
CHRM2_3198	CHRM2	440
SYNJ2BP-COX16_76132	SYNJ2BP-COX16	986
MAML2_53603	MAML2	955
ZSCAN26_20783	ZSCAN26	1454
CLMN_49948	CLMN	1220
NDUFA2_12269	NDUFA2	899
CFAP52_61669	CFAP52	512
BHLHA15_64029	BHLHA15	2764
PPP2R2D_43554	PPP2R2D	722
MTUS2_32327	MTUS2	557
SYNJ2BP_42359	SYNJ2BP	489
MITF_11507	MITF	455
DIEXF_35470	DIEXF	227
BLOC1S6_34861	BLOC1S6	1499
CCL22_17027	CCL22	514
ZNF852_68122	ZNF852	280
PSEN1_15095	PSEN1	929
LGALS14_44477	LGALS14	752
NRBP1_36913	NRBP1	873
PIANP_64437	PIANP	1043
OR10Q1_65473	OR10Q1	466
CEP57L1_68272	CEP57L1	985
SFN_7440	SFN	420
FAM174A_69708	FAM174A	590
HADH_8163	HADH	65
EPSTI1_56748	EPSTI1	605
FAM3D_59923	FAM3D	364
REPS2_24125	REPS2	1270
TRAK2_48608	TRAK2	1107
CA14_33363	CA14	673
CSRP3_21226	CSRP3	930
TRO_19594	TRO	931
MAGEA6_11019	MAGEA6	324
RAPH1_48376	RAPH1	491
FAM192A_50594	FAM192A	332
FLT1_6469	FLT1	265
SSC5D_67722	SSC5D	430
ARL13B_64779	ARL13B	551
OR2AG1_61275	OR2AG1	483
ZNF302_43689	ZNF302	1069
RXFP1_46812	RXFP1	722
KLHL2_30671	KLHL2	571
MRPL20_41430	MRPL20	689
Non-Targeting Control_76463	Non-Targeting Control	3286
POU3F1_14451	POU3F1	298
PEX11G_56400	PEX11G	352
FOXH1_23427	FOXH1	1963
OR10C1_73246	OR10C1	367
ATOH1_1322	ATOH1	790
AGO1_35121	AGO1	398
FAM111A_47099	FAM111A	217
ANKMY2_44878	ANKMY2	1892
PGA3_73847	PGA3	326
KMT2D_21267	KMT2D	1130
ITGA2B_9751	ITGA2B	505
KNSTRN_55469	KNSTRN	378
DCAF12_33911	DCAF12	898
PITPNM3_52070	PITPNM3	671
DMC1_30256	DMC1	299
SLC25A12_22413	SLC25A12	494
FAM161A_52980	FAM161A	1189
DTX3_64407	DTX3	541
Non-Targeting Control_76987	Non-Targeting Control	1098
ADAM7_22896	ADAM7	918
DFNA5_4728	DFNA5	338
Non-Targeting Control_76605	Non-Targeting Control	2885
ISLR2_46016	ISLR2	375
ARPP21_29140	ARPP21	617
AP2M1_3319	AP2M1	586
MAP1LC3B_51848	MAP1LC3B	644
BMP3_1777	BMP3	944
MBP_11190	MBP	742
FAM24A_58063	FAM24A	622
SLC6A3_17528	SLC6A3	445
EFHB_62547	EFHB	501
CCDC85A_57234	CCDC85A	553
IL2RA_9400	IL2RA	2056
U2AF1L4_64581	U2AF1L4	104
PDE6A_13532	PDE6A	610
MTRF1_25374	MTRF1	310
STK32B_42426	STK32B	210
SLC22A14_24685	SLC22A14	1211
AHNAK_48747	AHNAK	350
PLA2G2E_37078	PLA2G2E	502
POMT2_36898	POMT2	599
MEIKIN_74746	MEIKIN	585
MAGEA4_11012	MAGEA4	716
SLC52A2_49314	SLC52A2	438
MRC2_26365	MRC2	943
FAM53A_62722	FAM53A	1148
CT83_65096	CT83	1468
OR4C16_65232	OR4C16	1090
Non-Targeting Control_76688	Non-Targeting Control	2340
MPC1_39247	MPC1	465
DMRTC1B_74757	DMRTC1B	1087
HEPACAM2_66265	HEPACAM2	396
Non-Targeting Control_76837	Non-Targeting Control	2121
Non-Targeting Control_76451	Non-Targeting Control	4312
EIF4B_5442	EIF4B	1216
SLC9B1_62261	SLC9B1	701
MGAT4D_62693	MGAT4D	433
CACNA1A_2139	CACNA1A	435
RDH8_37322	RDH8	393
PSMA8_61183	PSMA8	1781
ERN2_28613	ERN2	1327
FADS2_24771	FADS2	1984
MAPK1_14882	MAPK1	789
ROM1_16243	ROM1	562
TMTC4_54417	TMTC4	665
MKKS_21391	MKKS	596
PODNL1_50248	PODNL1	328
LVRN_65183	LVRN	1833
EBLN2_41558	EBLN2	584
SEC16A_26429	SEC16A	237
SPRN_73471	SPRN	1426
POLB_14333	POLB	634
RIMS1_31425	RIMS1	176
H2AFB1_73363	H2AFB1	220
RAB3D_25172	RAB3D	291
AP3B2_21316	AP3B2	388
TRA2A_36727	TRA2A	299
LEFTY2_19096	LEFTY2	263
Non-Targeting Control_77329	Non-Targeting Control	2627
CD52_2980	CD52	1097
PIK3C2A_13955	PIK3C2A	320
TCF21_18870	TCF21	636
PBX4_51243	PBX4	2084
HECW2_45707	HECW2	615
FGFR3_6293	FGFR3	783
DCLK1_24161	DCLK1	1020
VIMP_43508	VIMP	368
SLC5A11_57519	SLC5A11	1167
GPR161_32802	GPR161	99
ZNF138_20681	ZNF138	1498
KLHL30_70586	KLHL30	420
C1S_1972	C1S	594
RASSF4_52693	RASSF4	1059
FBXL18_50639	FBXL18	535
CDNF_73169	CDNF	1192
USP16_28625	USP16	299
LRRC14B_71344	LRRC14B	1057
ABCA12_34679	ABCA12	164
DSG2_5092	DSG2	1248
YIPF2_48645	YIPF2	249
CYP2D6_4381	CYP2D6	788
ZNF529_46303	ZNF529	1493
C11orf42_63318	C11orf42	623
EPT1_55014	EPT1	101
SLC26A1_29347	SLC26A1	296
TMEM106B_40375	TMEM106B	433
CNN3_3517	CNN3	1422
SNX2_17921	SNX2	432
NTNG1_31009	NTNG1	1991
SPATA45_62209	SPATA45	1513
HIST1H4L_21769	HIST1H4L	1170
HHAT_43186	HHAT	1198
C6orf1_65827	C6orf1	1189
AMHR2_734	AMHR2	867
IL12A_9493	IL12A	871
DNAJA4_42528	DNAJA4	529
ABCD2_638	ABCD2	302
SPIN2B_73345	SPIN2B	1529
SIRT3_32733	SIRT3	417
Non-Targeting Control_77159	Non-Targeting Control	1362
TPGS1_56081	TPGS1	426
ZNF682_55738	ZNF682	564
LYPD4_61845	LYPD4	878
PSTPIP1_23701	PSTPIP1	1915
HDAC5_26733	HDAC5	2188
ZNF578_61808	ZNF578	1444
C9orf40_41482	C9orf40	358
DCBLD1_68279	DCBLD1	2069
Non-Targeting Control_76466	Non-Targeting Control	5962
LYVE1_29462	LYVE1	168
MRI1_53202	MRI1	1052
SOX3_17978	SOX3	714
G6PC_6698	G6PC	336
ZNF681_61978	ZNF681	763
SAR1B_37901	SAR1B	310
C1GALT1_44558	C1GALT1	990
HS3ST6_47907	HS3ST6	1230
ZNF280A_59658	ZNF280A	610
ZBTB40_26446	ZBTB40	729
ASZ1_60461	ASZ1	793
CLASP2_31791	CLASP2	210
STX16_22649	STX16	515
LRP11_54478	LRP11	641
RFNG_16051	RFNG	420
TBC1D1_32111	TBC1D1	408
DONSON_36962	DONSON	30
EPN3_41410	EPN3	488
THY1_19179	THY1	212
Non-Targeting Control_76679	Non-Targeting Control	4513
LIX1_63954	LIX1	604
NUDT13_34205	NUDT13	210
TLR6_27789	TLR6	640
RALGAPA2_45235	RALGAPA2	327
ADRA1D_400	ADRA1D	196
BRDT_1874	BRDT	303
LRRC56_57487	LRRC56	954
PHF2_13860	PHF2	403
NTN5_59056	NTN5	536
PSAT1_36938	PSAT1	1480
BEX4_44206	BEX4	805
KLHDC4_40510	KLHDC4	805
Non-Targeting Control_76752	Non-Targeting Control	3208
COX15_3753	COX15	1133
SUMF1_68130	SUMF1	369
LDLRAD4_2076	LDLRAD4	365
Non-Targeting Control_76659	Non-Targeting Control	4050
STOML3_63388	STOML3	566
TMED5_37481	TMED5	559
FBXO32_57353	FBXO32	821
OR10T2_59514	OR10T2	408
ZNF330_35999	ZNF330	1524
KCNJ2_10032	KCNJ2	318
SERTAD2_25993	SERTAD2	465
BST1_1893	BST1	206
CYP11B2_4429	CYP11B2	1417
TRMT2B_50511	TRMT2B	870
RPGR_16275	RPGR	728
CTC1_50834	CTC1	193
BPY2_23805	BPY2	1678
C17orf75_47478	C17orf75	520
TRMT11_46894	TRMT11	592
ATG3_47766	ATG3	315
GNA15_7303	GNA15	1028
KIR3DL1_10195	KIR3DL1	467
STAB2_42698	STAB2	129
Non-Targeting Control_76863	Non-Targeting Control	3024
HCN1_69989	HCN1	300
MAGEB18_68470	MAGEB18	715
ZFYVE1_39565	ZFYVE1	1512
TMEM230_36361	TMEM230	626
CERS5_55709	CERS5	139
BTBD9_57174	BTBD9	420
DNAH5_4883	DNAH5	393
TBC1D3L_76325	TBC1D3L	982
OR1E1_21801	OR1E1	878
Non-Targeting Control_76504	Non-Targeting Control	2256
SPANXD_47872	SPANXD	591
DACH1_4474	DACH1	72
TCF15_18855	TCF15	75
JRK_22487	JRK	1092
MTG1_56139	MTG1	281
LIF_10636	LIF	2151
TRIM73_70516	TRIM73	740
ZNF414_53505	ZNF414	813
LRRC74A_61433	LRRC74A	123
DUSP28_68060	DUSP28	269
LDOC1L_53210	LDOC1L	1169
ITIH5_51320	ITIH5	312
OR5AK2_71678	OR5AK2	811
STK4_18405	STK4	1395
OR13D1_68444	OR13D1	880
