sgRNA	Gene	Clip2_5_DE_GFP_low_BC17_IGO_09496_9_S9
RBM20_67177	RBM20	30
FLAD1_51078	FLAD1	65
POC1B_67152	POC1B	164
CYTH2_24355	CYTH2	29
PSMB11_58516	PSMB11	45
TXNL4B_41127	TXNL4B	58
TRAK2_48608	TRAK2	122
SLC47A1_42057	SLC47A1	25
RALA_15775	RALA	48
RFWD3_41756	RFWD3	24
C14orf169_49667	C14orf169	40
PCGF5_53515	PCGF5	69
KRTAP5-2_72834	KRTAP5-2	2
OR5M9_71662	OR5M9	38
C9orf117_68398	C9orf117	52
MBLAC1_66612	MBLAC1	93
RHD_16133	RHD	56
CBR1_2443	CBR1	8
MB_11174	MB	21
PAF1_40338	PAF1	49
SSFA2_18255	SSFA2	18
HSPA12A_66944	HSPA12A	62
FNDC3B_48028	FNDC3B	74
CD276_51219	CD276	51
BCL2L14_49202	BCL2L14	8
GRTP1_49901	GRTP1	67
AGXT2_48241	AGXT2	33
FNDC8_40489	FNDC8	141
TIMP2_19208	TIMP2	44
CCDC33_50735	CCDC33	78
ANO7_37297	ANO7	38
COPS7B_47899	COPS7B	9
WFDC2_27982	WFDC2	43
MTRNR2L10_75806	MTRNR2L10	50
UTF1_21912	UTF1	49
VNN2_23263	VNN2	88
SLFN12_41582	SLFN12	89
TAOK3_38567	TAOK3	36
ZBBX_49810	ZBBX	24
ASMTL_22469	ASMTL	64
STC2_22448	STC2	101
VTA1_38972	VTA1	55
SPPL2B_44611	SPPL2B	101
TDP1_43331	TDP1	71
MUC20_64805	MUC20	32
C17orf75_47476	C17orf75	45
CACYBP_35571	CACYBP	60
C5orf24_60290	C5orf24	19
CAMSAP1_63084	CAMSAP1	48
HS1BP3_47654	HS1BP3	114
LENG8_57269	LENG8	49
OR5M3_65287	OR5M3	15
WWC2_50606	WWC2	38
KIAA0754_73771	KIAA0754	85
OR2T29_69553	OR2T29	38
MYB_11967	MYB	35
MUS81_50883	MUS81	11
HNRNPD_8591	HNRNPD	56
YIPF1_39906	YIPF1	39
ZNF439_55553	ZNF439	77
SLC6A18_69984	SLC6A18	37
N4BP2L2_28096	N4BP2L2	21
FAAH_5993	FAAH	21
ZNF8_20472	ZNF8	74
DNASE2_4913	DNASE2	29
NAT8B_38827	NAT8B	33
NAIF1_65073	NAIF1	35
OAS1_12958	OAS1	45
CCDC160_69832	CCDC160	127
KIAA0922_32194	KIAA0922	175
C1QTNF6_57347	C1QTNF6	39
WDR45_30285	WDR45	115
EML4_36137	EML4	63
OR2A7_72433	OR2A7	20
SLC25A4_812	SLC25A4	17
PLA2G4A_14079	PLA2G4A	47
KIF22_10261	KIF22	17
ITPKC_51037	ITPKC	60
ZAP70_20409	ZAP70	45
WDR27_66345	WDR27	24
CES3_32936	CES3	46
ABL2_73	ABL2	40
ORAI3_56449	ORAI3	72
ZNF853_40492	ZNF853	34
ABT1_36603	ABT1	17
PIANP_64439	PIANP	23
ARFIP2_33411	ARFIP2	17
TPO_19514	TPO	30
DOCK3_4966	DOCK3	77
CCDC80_62570	CCDC80	20
SLC6A3_17525	SLC6A3	27
STARD10_29238	STARD10	22
SLC10A1_17603	SLC10A1	100
SYDE1_54830	SYDE1	157
MIER1_46294	MIER1	17
IRX5_27561	IRX5	49
STAT2_18348	STAT2	13
RAB4A_15659	RAB4A	60
MTMR8_42795	MTMR8	81
SLC1A6_17451	SLC1A6	22
AKAP5_25003	AKAP5	49
TOR2A_36130	TOR2A	8
ABHD14A_33938	ABHD14A	82
ASB11_60793	ASB11	79
OR6C4_69331	OR6C4	55
F13A1_5988	F13A1	54
MED29_42725	MED29	16
SAPCD2_55259	SAPCD2	57
METTL4_48209	METTL4	36
SLMO1_28796	SLMO1	81
TRAF3_19563	TRAF3	11
MAGEB4_11053	MAGEB4	42
WDR88_59078	WDR88	51
MRPL11_48336	MRPL11	18
CNOT7_36693	CNOT7	13
AKR1B15_73095	AKR1B15	27
ZNF185_20779	ZNF185	52
AKAP12_25316	AKAP12	44
LOC100129216_75190	LOC100129216	18
UPB1_39394	UPB1	17
XKR5_71425	XKR5	23
SMAD3_10962	SMAD3	73
C21orf33_21409	C21orf33	23
LMBRD2_56162	LMBRD2	26
GPR146_57461	GPR146	28
MST1_11790	MST1	35
ICK_31016	ICK	28
UCN_19915	UCN	10
MAN1B1_30607	MAN1B1	74
IDO1_9587	IDO1	173
TTC32_59813	TTC32	32
LIN7C_42335	LIN7C	29
CHST7_44279	CHST7	25
WWC1_32345	WWC1	65
TMA16_42306	TMA16	23
OR56A3_71609	OR56A3	50
FIP1L1_51773	FIP1L1	17
RIT2_16149	RIT2	32
SPTSSB_63851	SPTSSB	28
KCTD20_66038	KCTD20	51
CHAD_3107	CHAD	49
BTBD18_73788	BTBD18	36
SLFN11_55901	SLFN11	107
S100A12_16759	S100A12	8
NIM1K_63950	NIM1K	48
Non-Targeting Control_76896	Non-Targeting Control	123
TP53I11_25146	TP53I11	62
RPGR_16275	RPGR	86
RAB28_24612	RAB28	45
PEX26_42992	PEX26	83
PNOC_14251	PNOC	48
VMA21_65118	VMA21	45
ITSN1_17282	ITSN1	47
BIVM-ERCC5_76177	BIVM-ERCC5	27
HNF1B_18828	HNF1B	82
HIST1H2BG_21653	HIST1H2BG	124
TPRN_68421	TPRN	43
CYC1_4317	CYC1	51
NICN1_53318	NICN1	69
AKTIP_47711	AKTIP	18
TMEM219_58737	TMEM219	8
ZBTB32_35441	ZBTB32	33
SPTBN5_38530	SPTBN5	10
ZNF224_20852	ZNF224	37
LRRC8D_41706	LRRC8D	100
GPR27_7583	GPR27	172
SPN_18079	SPN	30
MYPN_53974	MYPN	47
PLA1A_38604	PLA1A	29
TOB1_27137	TOB1	36
GPA33_27415	GPA33	12
DISP1_54665	DISP1	34
RASAL1_21926	RASAL1	21
REPS1_54739	REPS1	51
KCNQ5_44267	KCNQ5	26
ADAM7_22893	ADAM7	83
STK17B_24342	STK17B	41
ELAVL4_5497	ELAVL4	26
LBH_51764	LBH	34
SRSF5_17207	SRSF5	148
INTS3_48445	INTS3	16
CEP295NL_76219	CEP295NL	76
ALOX5AP_671	ALOX5AP	135
NR1H4_26607	NR1H4	43
CHST4_27223	CHST4	56
SYT5_18589	SYT5	80
GTF2IRD2_53023	GTF2IRD2	28
ARHGEF2_24109	ARHGEF2	47
PDZD11_38235	PDZD11	45
CCT8L2_62266	CCT8L2	36
CYP2R1_58237	CYP2R1	115
SMIM2_48741	SMIM2	4
FIG4_26341	FIG4	34
SIGLEC5_22950	SIGLEC5	61
NLRP14_68707	NLRP14	47
FAM114A2_29279	FAM114A2	76
C16orf47_70965	C16orf47	54
SPNS1_52734	SPNS1	54
VN1R5_68530	VN1R5	81
THBD_19138	THBD	54
A1CF_36950	A1CF	42
PBX1_13358	PBX1	17
SFMBT1_38811	SFMBT1	226
RNF175_68191	RNF175	121
ADSS_446	ADSS	24
SERPINA1_13887	SERPINA1	85
UNC13B_28295	UNC13B	45
MED15_39083	MED15	41
TAL1_18687	TAL1	32
NXPH2_30591	NXPH2	59
CCDC167_62897	CCDC167	15
PDHX_21232	PDHX	62
ZNF808_71072	ZNF808	22
DTD2_56805	DTD2	53
RNF169_66431	RNF169	49
ASAH2B_74286	ASAH2B	9
LRTM1_45430	LRTM1	17
PLD2_14141	PLD2	39
CHURC1-FNTB_76136	CHURC1-FNTB	10
PRSS50_36548	PRSS50	51
HOXD3_8754	HOXD3	13
INA_23910	INA	44
LOC100130880_75321	LOC100130880	96
USP49_33933	USP49	19
TRIM67_73001	TRIM67	39
PMPCB_25053	PMPCB	4
DUSP21_47106	DUSP21	52
RRAGA_28872	RRAGA	54
IFT74_50836	IFT74	33
ZHX3_31586	ZHX3	33
ECSIT_38396	ECSIT	29
DAPK3_4518	DAPK3	71
BCL6B_66674	BCL6B	7
GAREML_62420	GAREML	32
CT47A11_66598	CT47A11	64
SLC15A3_38402	SLC15A3	32
HTR2C_9042	HTR2C	130
CLIC6_39771	CLIC6	13
VN1R1_45257	VN1R1	21
KCNA6_9961	KCNA6	11
FAM20A_40503	FAM20A	61
ZNF589_38666	ZNF589	14
GORAB_56217	GORAB	55
PRSS48_69657	PRSS48	28
ITPR3_9883	ITPR3	18
P4HA2_23512	P4HA2	99
SESN3_61222	SESN3	63
AKR1A1_27766	AKR1A1	117
DZANK1_41848	DZANK1	39
DNAJC5G_68032	DNAJC5G	15
CDK15_48380	CDK15	34
RECQL_15980	RECQL	23
LPPR1_40897	LPPR1	34
TBX4_25008	TBX4	44
GK5_66753	GK5	62
EPT1_55013	EPT1	26
FXYD5_39629	FXYD5	19
OXLD1_68878	OXLD1	57
STK32B_42426	STK32B	25
NFATC1_12490	NFATC1	57
COX4I2_54079	COX4I2	57
DRP2_5058	DRP2	63
STXBP6_36443	STXBP6	52
DNAJB2_8916	DNAJB2	23
PAQR4_58708	PAQR4	24
KIAA0141_26052	KIAA0141	22
CDH20_36174	CDH20	64
TLR7_38357	TLR7	63
SGTA_17266	SGTA	12
SPRN_73469	SPRN	79
TCP11X2_76271	TCP11X2	120
ICAM5_19237	ICAM5	58
TCTA_18912	TCTA	39
ADRB1_423	ADRB1	70
HOXB3_8688	HOXB3	34
FBXO45_64798	FBXO45	51
PHOSPHO2_73411	PHOSPHO2	123
KIF7_70307	KIF7	92
STARD3NL_52675	STARD3NL	43
C9orf64_53282	C9orf64	14
NSRP1_52886	NSRP1	113
NUP37_48736	NUP37	35
SPATA24_64970	SPATA24	35
7-Sep_2795	7-Sep	6
SLC25A13_27226	SLC25A13	36
MST1R_11793	MST1R	12
C4A_1985	C4A	11
MAS1_11138	MAS1	48
ATP8B3_61985	ATP8B3	29
USP30_54142	USP30	30
KIAA1107_32342	KIAA1107	28
NETO2_51929	NETO2	11
PEX26_42993	PEX26	37
CCIN_2454	CCIN	8
PEX11B_23015	PEX11B	65
ENY2_44655	ENY2	179
GLI3_7226	GLI3	64
NFATC2IP_54425	NFATC2IP	49
PPAPDC3_54225	PPAPDC3	53
SLC35F5_51006	SLC35F5	29
GYPC_8041	GYPC	121
HSPB1_8959	HSPB1	52
ALG3_27306	ALG3	90
UBR2_32394	UBR2	30
TEPP_70318	TEPP	53
EIF4A2_5438	EIF4A2	53
GRHL1_36654	GRHL1	84
SMURF2_47943	SMURF2	21
NLGN2_45830	NLGN2	63
RGS2_16096	RGS2	153
GABRB3_6770	GABRB3	27
ZNF451_34409	ZNF451	29
STARD4_60264	STARD4	64
LOC286238_68411	LOC286238	48
OR56A5_71614	OR56A5	43
CD84_23130	CD84	84
TBX3_18819	TBX3	119
RTP3_52270	RTP3	83
STOX2_44750	STOX2	29
RNLS_42340	RNLS	35
XG_20333	XG	64
CEP128_61441	CEP128	43
CST4_4135	CST4	32
WDR78_50043	WDR78	51
TMOD1_19333	TMOD1	23
POU6F2_30695	POU6F2	53
ARHGAP1_1126	ARHGAP1	85
AMN_51873	AMN	14
KCTD16_45732	KCTD16	87
OR11H4_71793	OR11H4	32
EMD_5543	EMD	89
ARHGAP42_61230	ARHGAP42	39
CUX1_4287	CUX1	83
THBS3_19147	THBS3	15
PAK2_13282	PAK2	42
ZNRF3_52966	ZNRF3	18
RTN3_27720	RTN3	44
ZNF835_55493	ZNF835	78
TMEM200B_72088	TMEM200B	62
OCIAD1_41074	OCIAD1	30
GLRA3_21171	GLRA3	83
VPS37C_41418	VPS37C	29
DGKA_4489	DGKA	39
TRPM2_19620	TRPM2	60
RGL1_31983	RGL1	115
F2RL3_23577	F2RL3	22
SNX2_17923	SNX2	47
MED19_65313	MED19	14
SEL1L3_32162	SEL1L3	48
SPATA16_52637	SPATA16	88
SDHA_17087	SDHA	29
PRKRIP1_49693	PRKRIP1	53
C15orf65_61477	C15orf65	29
LEPROT_40473	LEPROT	6
ATP6V1H_39132	ATP6V1H	15
LYPD5_67768	LYPD5	57
TCEAL2_60848	TCEAL2	78
SNX24_36239	SNX24	70
IMPA2_9566	IMPA2	37
FABP1_6001	FABP1	70
CFAP46_40549	CFAP46	27
UBE2D4_39157	UBE2D4	33
MS4A10_69287	MS4A10	14
AMBN_708	AMBN	102
LIMCH1_31420	LIMCH1	57
PRAMEF14_74941	PRAMEF14	92
SHISA4_62152	SHISA4	51
MLLT11_29689	MLLT11	63
PER2_23233	PER2	79
OR4C16_65231	OR4C16	13
C7orf71_68311	C7orf71	22
CDH2_2835	CDH2	5
KRT17_10369	KRT17	8
KPNB1_10271	KPNB1	6
ERMP1_50456	ERMP1	64
HOXC6_8722	HOXC6	33
GALK2_6835	GALK2	76
CRIM1_38197	CRIM1	34
C19orf33_47299	C19orf33	49
SP140L_56500	SP140L	66
IFIT5_33596	IFIT5	57
ACKR4_39015	ACKR4	119
PNMA5_57273	PNMA5	52
KRT40_58916	KRT40	34
SLC27A4_29799	SLC27A4	28
CENPB_3031	CENPB	31
TRIM61_71996	TRIM61	36
ZCCHC2_40860	ZCCHC2	46
BAK1_1582	BAK1	65
ZCCHC18_73925	ZCCHC18	77
PATE4_72168	PATE4	59
RBM14_28062	RBM14	35
TEX37_64725	TEX37	89
ETV1_5846	ETV1	76
WFDC1_46503	WFDC1	61
C3orf58_65167	C3orf58	21
ZNF20_20512	ZNF20	50
IFNE_68723	IFNE	67
CPA5_56618	CPA5	93
PRKAA2_14765	PRKAA2	37
ZNF346_33198	ZNF346	73
CHRNA6_23506	CHRNA6	25
DNPH1_28601	DNPH1	18
FADD_22926	FADD	19
SMEK2_45317	SMEK2	21
HIST3H3_21520	HIST3H3	29
ELOVL6_48854	ELOVL6	37
RNF31_41485	RNF31	32
KRTAP9-8_52663	KRTAP9-8	96
NCOA3_21397	NCOA3	13
TRABD_51069	TRABD	67
ADAMDEC1_35972	ADAMDEC1	35
GNAS_7331	GNAS	30
CCDC33_50738	CCDC33	10
LUZP4_38157	LUZP4	40
C16orf59_50853	C16orf59	8
FGF22_35392	FGF22	20
CIAO1_24695	CIAO1	4
SLC23A3_62486	SLC23A3	92
MAP3K2_29058	MAP3K2	19
ATP1B2_1354	ATP1B2	85
MIPOL1_61405	MIPOL1	18
OR1I1_59133	OR1I1	30
PLCB4_14119	PLCB4	17
KDM5C_21465	KDM5C	18
PCDHA7_44027	PCDHA7	33
ZNF791_63610	ZNF791	38
HIST1H3H_21728	HIST1H3H	50
CTAG2_37146	CTAG2	41
SNX11_36777	SNX11	78
TMEM88B_73878	TMEM88B	36
CLEC4E_34845	CLEC4E	18
SLC9A9_68061	SLC9A9	56
ODC1_13000	ODC1	73
MPO_11708	MPO	66
ATP2B1_1380	ATP2B1	29
SLC41A3_41088	SLC41A3	30
CCDC129_66088	CCDC129	83
CPSF7_50203	CPSF7	50
UROS_20043	UROS	85
CLDN5_19351	CLDN5	74
GCC2_25479	GCC2	77
RPL41_16452	RPL41	22
PRY2_73281	PRY2	34
PLAA_24641	PLAA	17
XPO5_45681	XPO5	63
RUNX1_2403	RUNX1	47
LRP5_10808	LRP5	12
CTLA4_4200	CTLA4	48
ALG1_43860	ALG1	8
CSPP1_50144	CSPP1	44
DIAPH1_4766	DIAPH1	39
PPP1R12A_12151	PPP1R12A	20
TEAD2_22014	TEAD2	36
THEG_38408	THEG	28
ARNT2_26420	ARNT2	54
ADAM18_22881	ADAM18	56
ETS2_5842	ETS2	29
OR10A6_71619	OR10A6	25
MLYCD_32759	MLYCD	58
HDAC4_25877	HDAC4	63
SHISA2_70904	SHISA2	43
EZH2_5935	EZH2	30
GPX2_7665	GPX2	47
CHRNA7_3237	CHRNA7	52
OR5AN1_71690	OR5AN1	24
USP17L20_75628	USP17L20	38
GADD45GIP1_55490	GADD45GIP1	65
LCE3C_70099	LCE3C	97
RNF157_57246	RNF157	44
OSTN_69652	OSTN	52
CXorf65_63234	CXorf65	105
MYH3_12029	MYH3	26
ABCG2_24810	ABCG2	4
NFKBIZ_47645	NFKBIZ	99
WFDC8_55345	WFDC8	14
ADGRD1_67342	ADGRD1	6
OR1M1_58979	OR1M1	50
MAGI2_26231	MAGI2	65
MEF2A_11315	MEF2A	71
MPG_11694	MPG	11
CRB1_32765	CRB1	47
ANKRD39_38217	ANKRD39	37
NRSN2_50628	NRSN2	34
SLC35E4_68993	SLC35E4	58
ADAD1_60070	ADAD1	56
TCEAL3_54717	TCEAL3	69
TOM1L2_61625	TOM1L2	73
PRMT8_44236	PRMT8	77
HOXA9_8659	HOXA9	19
COBL_32200	COBL	43
ITGB2_9804	ITGB2	16
RAI14_34499	RAI14	40
ZFP69B_48464	ZFP69B	45
IFT122_43300	IFT122	27
CBLN3_73869	CBLN3	35
ACADL_98	ACADL	29
ACVRL1_238	ACVRL1	36
ASPN_40697	ASPN	58
PCDHAC2_43999	PCDHAC2	31
DEFA1_4677	DEFA1	30
TMPPE_73860	TMPPE	28
OR2A14_60395	OR2A14	7
KIF26A_34677	KIF26A	54
FBP2_22979	FBP2	32
GATA2_6910	GATA2	48
OBFC1_50546	OBFC1	47
C17orf96_75542	C17orf96	46
TAT_18721	TAT	85
POU4F1_14464	POU4F1	97
RRAGD_46682	RRAGD	54
FGFRL1_39652	FGFRL1	18
GRID2IP_72069	GRID2IP	56
PPP1R3C_14588	PPP1R3C	42
TREML4_68295	TREML4	62
KIAA1919_55982	KIAA1919	54
SARM1_31727	SARM1	133
TOPAZ1_70480	TOPAZ1	48
TTC39B_63132	TTC39B	94
HRSP12_27506	HRSP12	9
CIR1_25157	CIR1	67
EDNRA_5289	EDNRA	85
SEC23IP_30445	SEC23IP	13
ATP2B2_1381	ATP2B2	24
SLC17A6_44927	SLC17A6	96
ACMSD_59759	ACMSD	54
DHDH_35956	DHDH	22
STK38L_31452	STK38L	76
OR52I2_61195	OR52I2	47
TAS2R39_66977	TAS2R39	113
QTRTD1_49643	QTRTD1	31
SRSF6_17209	SRSF6	21
DNAJB6_26830	DNAJB6	60
ORAI1_54345	ORAI1	99
HERC3_23406	HERC3	29
ZNF383_63636	ZNF383	13
AK7_58469	AK7	10
PEBP4_63004	PEBP4	38
KLHL14_45859	KLHL14	22
KIAA0226L_50859	KIAA0226L	23
VAPB_24215	VAPB	57
CNKSR1_27539	CNKSR1	22
SEMA3A_27879	SEMA3A	42
NCOR1_25359	NCOR1	4
CDC73_49308	CDC73	22
CYBA_4309	CYBA	46
OR7A17_34991	OR7A17	112
BAG2_25126	BAG2	81
PRTFDC1_44692	PRTFDC1	24
PDF_47470	PDF	19
AUNIP_48670	AUNIP	110
ARL14EP_58270	ARL14EP	75
MED9_41535	MED9	45
RPRD1A_41894	RPRD1A	27
DPEP3_47510	DPEP3	52
CCNB1IP1_46429	CCNB1IP1	31
WBSCR17_47728	WBSCR17	35
MPZ_11732	MPZ	33
ONECUT2_24968	ONECUT2	25
SLC36A3_68237	SLC36A3	15
USP29_46161	USP29	49
XKR8_41607	XKR8	84
ZNF587B_75733	ZNF587B	56
HNRNPM_12183	HNRNPM	57
ANTXR2_58013	ANTXR2	39
DBNL_36314	DBNL	72
HS3ST6_47910	HS3ST6	80
KDM3B_39487	KDM3B	83
NCOA2_28302	NCOA2	53
PIK3C3_13967	PIK3C3	10
TTC38_41341	TTC38	86
SPATA2L_58688	SPATA2L	20
MAP3K15_71507	MAP3K15	42
ANXA7_845	ANXA7	32
P4HTM_40405	P4HTM	33
MAP2K7_14941	MAP2K7	62
PDZD4_45967	PDZD4	135
ZBTB26_46207	ZBTB26	22
ESYT1_32516	ESYT1	21
FEM1C_44615	FEM1C	22
CLDN6_23773	CLDN6	47
VIPR1_20168	VIPR1	31
BPIFB2_51178	BPIFB2	38
TMEM74B_42313	TMEM74B	43
CA2_2099	CA2	86
AK6_76395	AK6	7
OMD_13009	OMD	57
CAPZA2_2313	CAPZA2	19
PNLDC1_62877	PNLDC1	39
DTX3_64407	DTX3	39
BCHE_1620	BCHE	81
FBXO47_73429	FBXO47	8
SMAGP_45328	SMAGP	9
VLDLR_20175	VLDLR	34
OR52K2_58208	OR52K2	104
CHRNA2_3223	CHRNA2	30
ASCC2_53027	ASCC2	56
CDADC1_51751	CDADC1	25
SCARA5_68367	SCARA5	54
CD19_2605	CD19	15
ADO_54382	ADO	65
ING2_9594	ING2	128
OXNAD1_56113	OXNAD1	86
PLCZ1_55184	PLCZ1	15
ATHL1_50816	ATHL1	36
MFAP5_21252	MFAP5	52
FAM162B_65750	FAM162B	76
SAMD10_60915	SAMD10	16
KLK14_37163	KLK14	57
GPR37L1_24395	GPR37L1	22
MMP19_11643	MMP19	34
HTR2C_9044	HTR2C	34
RGS3_16097	RGS3	195
COMMD1_62380	COMMD1	19
UNC93B1_51821	UNC93B1	22
C8orf33_48502	C8orf33	11
PPIL6_68273	PPIL6	101
CTBS_4174	CTBS	53
ELMSAN1_55977	ELMSAN1	35
EID2B_59085	EID2B	78
FOXB2_73265	FOXB2	60
TMEM256_66513	TMEM256	77
LUM_10873	LUM	70
NENF_36838	NENF	68
CXCR5_1751	CXCR5	19
GOLGA1_7409	GOLGA1	26
SUFU_39294	SUFU	44
PLAU_14104	PLAU	33
USF1_20046	USF1	25
RCN3_45358	RCN3	144
TMEM132D_58340	TMEM132D	26
TSSC1_19662	TSSC1	51
MZT2B_50694	MZT2B	9
UBALD1_58728	UBALD1	39
C2orf80_71257	C2orf80	13
ITLN1_42748	ITLN1	40
KLHDC8B_64801	KLHDC8B	16
ZNF470_71084	ZNF470	19
CCL28_44259	CCL28	71
RNASE13_72898	RNASE13	19
ARHGEF25_57506	ARHGEF25	25
ERAP2_47483	ERAP2	85
CACNA2D2_24320	CACNA2D2	16
PDXDC1_31561	PDXDC1	18
MYCBP_34973	MYCBP	43
SMIM2_48742	SMIM2	56
HIST1H2AJ_21627	HIST1H2AJ	24
BCOR_40874	BCOR	30
ABCB6_26866	ABCB6	69
MYOM1_22836	MYOM1	8
FAM177B_72283	FAM177B	86
HRASLS5_57943	HRASLS5	37
SLC1A1_17427	SLC1A1	13
HLA-G_8459	HLA-G	23
CTNNA1_4202	CTNNA1	15
SYS1_55340	SYS1	1
SLFN14_69414	SLFN14	63
SLC35B2_69876	SLC35B2	64
ADAMTS20_50682	ADAMTS20	16
FLNA_6456	FLNA	107
BTBD6_55317	BTBD6	27
SMIM22_72923	SMIM22	78
APH1A_37830	APH1A	29
RAB40AL_67146	RAB40AL	69
KLF9_1911	KLF9	61
VAMP8_22644	VAMP8	14
OR2V2_68245	OR2V2	12
PKNOX2_47059	PKNOX2	30
WNT6_20276	WNT6	100
MUC1_11908	MUC1	55
BOLA2B_74447	BOLA2B	63
PNMA2_28918	PNMA2	72
PIWIL4_61227	PIWIL4	28
NUMA1_12935	NUMA1	26
BHMT2_33511	BHMT2	57
PTGDR2_30601	PTGDR2	39
C9orf3_54445	C9orf3	61
SMAP1_47016	SMAP1	158
CBFB_2418	CBFB	44
CYBB_4313	CYBB	44
CAST_2320	CAST	105
FAM73B_54400	FAM73B	59
PHF3_32888	PHF3	40
PTS_15530	PTS	105
HIST1H2BA_66636	HIST1H2BA	57
ST3GAL4_17359	ST3GAL4	31
CAMKV_48707	CAMKV	24
KPNA2_10273	KPNA2	38
LPIN3_48231	LPIN3	22
IFNG_9268	IFNG	55
DNASE1L2_4906	DNASE1L2	133
PSD_15090	PSD	108
OR7D4_58970	OR7D4	23
MYOF_35090	MYOF	54
RBP5_52486	RBP5	30
GUSB_8026	GUSB	38
LRRFIP1_24184	LRRFIP1	57
SLC35F6_41203	SLC35F6	19
RSRC2_48431	RSRC2	18
NANOGNB_70210	NANOGNB	94
FAM3D_59923	FAM3D	42
LHPP_47305	LHPP	72
LPAR1_5271	LPAR1	36
ANKRD35_62064	ANKRD35	13
MAGEH1_36305	MAGEH1	40
CCDC15_50686	CCDC15	85
C15orf27_58622	C15orf27	66
FRMD1_50519	FRMD1	28
CYP1B1_4343	CYP1B1	18
7-Mar_48153	7-Mar	55
CCDC53_37551	CCDC53	62
SIAH3_67399	SIAH3	86
RAB13_15679	RAB13	5
FREM1_63152	FREM1	21
GDI1_7041	GDI1	76
GPX1_7664	GPX1	35
BTLA_62576	BTLA	62
CISD2_73392	CISD2	41
COLEC11_48631	COLEC11	5
C14orf180_72190	C14orf180	44
TMEM174_60246	TMEM174	32
RAMP3_27576	RAMP3	70
FCHSD2_26261	FCHSD2	50
FAM43B_63738	FAM43B	73
RCC2_43744	RCC2	10
CWC27_27626	CWC27	22
CXorf40B_73511	CXorf40B	108
ARHGEF5_21150	ARHGEF5	9
SERPINA4_13894	SERPINA4	109
PANK3_49499	PANK3	146
HPGDS_35997	HPGDS	64
ADCY10_43456	ADCY10	30
LOC100996634_76267	LOC100996634	26
PLSCR1_14217	PLSCR1	27
POM121L2_56637	POM121L2	38
FRMPD1_30973	FRMPD1	25
EPC1_51099	EPC1	12
FAM169A_34447	FAM169A	78
UNC80_68048	UNC80	41
PKIB_14795	PKIB	31
PUSL1_59226	PUSL1	41
BDP1_43468	BDP1	42
SLC6A1_17519	SLC6A1	74
SLC5A1_17493	SLC5A1	43
SPIN4_60771	SPIN4	79
BRIP1_52753	BRIP1	10
CALCR_2224	CALCR	80
KIAA1456_45994	KIAA1456	12
C9orf89_53294	C9orf89	50
SART3_25782	SART3	8
C9orf47_68403	C9orf47	45
PCSK2_13463	PCSK2	18
HUNK_37066	HUNK	46
SPEF1_33965	SPEF1	57
COL10A1_3632	COL10A1	20
C6orf223_65785	C6orf223	30
NUDT17_64648	NUDT17	120
PI4KA_13999	PI4KA	8
C12orf80_67352	C12orf80	33
DLG1_4803	DLG1	19
AIRE_906	AIRE	52
ADAM9_22889	ADAM9	59
SHFM1_21139	SHFM1	21
SLC25A21_55197	SLC25A21	62
AMER2_65203	AMER2	45
HMG20B_27849	HMG20B	42
IL33_55666	IL33	26
CXorf49B_75466	CXorf49B	35
CHRM5_3214	CHRM5	43
CRELD1_48623	CRELD1	54
NUDT16_59990	NUDT16	20
FARP2_26197	FARP2	36
KCNK5_22545	KCNK5	91
TPI1_19491	TPI1	56
H2BFWT_63258	H2BFWT	95
GRIK4_7748	GRIK4	31
FES_6220	FES	37
PARP2_26792	PARP2	143
TBC1D24_45530	TBC1D24	42
IQGAP3_59482	IQGAP3	48
RNASE13_72900	RNASE13	30
CCDC92_50926	CCDC92	29
DPYS_5011	DPYS	26
GLB1L_49209	GLB1L	29
BRE_25266	BRE	82
KIF2C_29811	KIF2C	42
ABHD10_42411	ABHD10	68
RC3H2_40196	RC3H2	49
SIVA1_28535	SIVA1	9
PEG3_13655	PEG3	47
TMEM213_62949	TMEM213	61
FFAR2_7632	FFAR2	35
RBP7_57730	RBP7	2
LRRC72_75867	LRRC72	114
TSPO_1945	TSPO	60
ITGAM_9787	ITGAM	69
NRXN2_24668	NRXN2	10
SPAM1_18044	SPAM1	110
CCDC73_73393	CCDC73	37
TPH1_19488	TPH1	11
LYRM5_61314	LYRM5	48
RAB38_33469	RAB38	69
ZNF879_69687	ZNF879	25
TLX1_8624	TLX1	6
KDM4C_31673	KDM4C	17
ABCF1_59	ABCF1	6
DTHD1_72358	DTHD1	59
NXN_47663	NXN	31
PDGFC_43856	PDGFC	31
DUS1L_47421	DUS1L	38
CNOT1_31477	CNOT1	34
ASCL2_1241	ASCL2	43
CHERP_28367	CHERP	22
BSPH1_75354	BSPH1	37
CPED1_50506	CPED1	41
PKIB_14793	PKIB	49
KRT79_68809	KRT79	21
FUT1_6643	FUT1	46
MMP11_11615	MMP11	44
DES_4708	DES	30
CXXC1_37105	CXXC1	25
ZNF606_50688	ZNF606	10
MMAA_63906	MMAA	19
FUT6_6664	FUT6	89
CBLN1_2436	CBLN1	26
ATPAF1_47962	ATPAF1	51
SLC22A12_57631	SLC22A12	62
MALL_20999	MALL	45
GSAP_39778	GSAP	77
ASMTL_22471	ASMTL	32
PRCP_14722	PRCP	56
FAM184B_35680	FAM184B	108
