sgRNA	Gene	Clip2_5_DE_GFP_low_BC18_IGO_09496_10_S10
C8B_2025	C8B	44
SMYD4_57282	SMYD4	21
FBXO40_39374	FBXO40	19
GALNT6_30524	GALNT6	12
OR4C12_67195	OR4C12	16
GCNT4_38419	GCNT4	14
ZC3H18_58709	ZC3H18	41
TRPV5_44223	TRPV5	52
FOXR2_60736	FOXR2	39
KDELR3_29851	KDELR3	18
NR2F6_5725	NR2F6	91
MEOX2_11371	MEOX2	25
ERCC6-PGBD3_76330	ERCC6-PGBD3	81
TBX19_23845	TBX19	62
CECR6_36140	CECR6	18
C17orf107_75269	C17orf107	23
SMLR1_75953	SMLR1	43
ACADL_97	ACADL	26
GPR150_68224	GPR150	27
FMR1_6511	FMR1	72
CYB5R4_38019	CYB5R4	15
DUSP4_5154	DUSP4	17
ARF6_1095	ARF6	6
NEIL2_66254	NEIL2	20
TST_19669	TST	55
HOXB6_8698	HOXB6	15
MRPL17_47058	MRPL17	16
RUFY2_43014	RUFY2	18
BACE1_33335	BACE1	31
OR5L1_65250	OR5L1	8
AHNAK2_56934	AHNAK2	5
LGALS3_10600	LGALS3	48
PGPEP1_40794	PGPEP1	34
OR7G1_58974	OR7G1	42
BTBD8_67970	BTBD8	54
TUSC1_68427	TUSC1	47
ASB9_60813	ASB9	22
BOD1L1_66974	BOD1L1	53
C2CD3_34321	C2CD3	41
GNG12_43804	GNG12	34
ANKRD10_42778	ANKRD10	16
LAX1_40940	LAX1	32
BCOR_40874	BCOR	23
TTLL11_63123	TTLL11	49
TVP23B_37597	TVP23B	43
SLC7A13_63047	SLC7A13	26
SLC2A2_17461	SLC2A2	39
OR5F1_68776	OR5F1	34
CCDC90B_46911	CCDC90B	54
ASCL1_1240	ASCL1	47
MT1M_11832	MT1M	99
ZNF678_68974	ZNF678	63
PGF_13804	PGF	73
FAM166A_72489	FAM166A	42
EXOG_26512	EXOG	37
CELSR1_25387	CELSR1	18
APOL2_33572	APOL2	32
ZFP42_60076	ZFP42	48
C6orf48_37419	C6orf48	56
RBM38_42639	RBM38	98
MTCH1_33585	MTCH1	64
ARFIP1_35830	ARFIP1	16
GSK3B_7855	GSK3B	37
PSD4_33138	PSD4	73
CD83_24435	CD83	41
SLC7A1_17564	SLC7A1	60
CEACAM20_58961	CEACAM20	69
MAP1A_11104	MAP1A	25
RPL36A_16454	RPL36A	31
RPE_16290	RPE	8
ADAMTS13_30093	ADAMTS13	25
RAB11A_22915	RAB11A	55
CRISPLD2_52416	CRISPLD2	27
PTPRJ_15493	PTPRJ	24
FAM221A_69138	FAM221A	54
IRF8_9109	IRF8	99
FAM9A_64289	FAM9A	123
ANKFN1_63500	ANKFN1	36
ATG4B_32023	ATG4B	77
C2CD5_26169	C2CD5	61
ETV7_38917	ETV7	29
CTRC_30775	CTRC	40
TBC1D8B_40893	TBC1D8B	76
SOAT1_17931	SOAT1	17
CREBRF_62759	CREBRF	38
ATOH1_1321	ATOH1	24
G3BP1_27153	G3BP1	25
SDC2_17065	SDC2	47
KIF19_58785	KIF19	41
MIER1_46294	MIER1	18
CENPW_70723	CENPW	30
FAM21A_70798	FAM21A	46
NUBPL_50962	NUBPL	32
MRPL33_25194	MRPL33	12
ARL14_50720	ARL14	88
CHI3L2_3161	CHI3L2	21
RALGAPA2_45236	RALGAPA2	60
YPEL4_65310	YPEL4	52
SHC3_39577	SHC3	70
OCSTAMP_59568	OCSTAMP	83
ANKRD13B_58859	ANKRD13B	60
OR4A16_51550	OR4A16	40
GBX1_6954	GBX1	132
CCL3_16965	CCL3	56
SPINK1_18065	SPINK1	86
HIST1H4B_21761	HIST1H4B	21
KLF2_27858	KLF2	50
KBTBD4_43107	KBTBD4	46
SERTAD3_36866	SERTAD3	46
TMPRSS3_47895	TMPRSS3	17
TNFRSF11A_22987	TNFRSF11A	68
KIF2A_10156	KIF2A	95
PRMT2_8855	PRMT2	13
RAB42_57447	RAB42	36
FSD1_49107	FSD1	19
CLEC9A_67359	CLEC9A	64
ULBP1_51148	ULBP1	65
KCTD4_70648	KCTD4	22
EHBP1_32382	EHBP1	41
ATOH8_54459	ATOH8	10
CCNC_2486	CCNC	43
ANKRD30A_55729	ANKRD30A	73
OR2Y1_60205	OR2Y1	35
RNF103-CHMP3_76027	RNF103-CHMP3	11
ZC3H15_43584	ZC3H15	29
TMTC2_63322	TMTC2	43
MYOC_12140	MYOC	24
RBP1_15936	RBP1	25
C6orf201_72665	C6orf201	107
ZNF431_64244	ZNF431	64
C2orf88_53333	C2orf88	23
OR2T8_69518	OR2T8	25
NSUN2_40905	NSUN2	39
TVP23B_37598	TVP23B	46
ILDR2_70783	ILDR2	98
FHAD1_57285	FHAD1	19
MAP1S_41910	MAP1S	29
APOC2_970	APOC2	107
MRI1_53202	MRI1	87
SLC25A29_58583	SLC25A29	38
PRR30_69021	PRR30	65
OMA1_57440	OMA1	48
NXT1_36501	NXT1	54
MRPL40_48315	MRPL40	43
TSPY3_74585	TSPY3	2
MESDC2_31998	MESDC2	105
CXorf38_63264	CXorf38	27
SYT11_32082	SYT11	31
SH3BGR_17269	SH3BGR	31
AP3B2_21313	AP3B2	37
EHBP1_32380	EHBP1	73
GLRX2_37563	GLRX2	96
DMRTA1_47219	DMRTA1	73
FLYWCH1_53240	FLYWCH1	58
KLF6_3684	KLF6	30
SRSF9_22675	SRSF9	34
ZNF474_60200	ZNF474	12
NFE2L1_12513	NFE2L1	38
NPIPB5_75427	NPIPB5	61
KRTAP19-8_74632	KRTAP19-8	24
RAD54L2_31820	RAD54L2	37
C19orf18_61819	C19orf18	13
F12_5981	F12	47
CLVS1_63067	CLVS1	9
MRPL34_48328	MRPL34	24
ELMSAN1_55978	ELMSAN1	72
EIF2B2_23322	EIF2B2	28
TNNT1_19405	TNNT1	44
FAM218A_62701	FAM218A	17
PRPF18_22319	PRPF18	15
RIMS1_31423	RIMS1	73
TSPAN11_73182	TSPAN11	28
MORN4_58080	MORN4	24
DUSP14_30027	DUSP14	35
CHCHD1_58042	CHCHD1	28
S100A2_16720	S100A2	60
CLEC4A_37429	CLEC4A	9
DEFB125_66175	DEFB125	41
TFPI2_21144	TFPI2	31
SH3BP1_33320	SH3BP1	29
DAZ4_45087	DAZ4	35
CHKB_3174	CHKB	16
KRTAP10-4_70653	KRTAP10-4	84
TMEM233_70891	TMEM233	73
FAM131B_25709	FAM131B	59
UGDH_19948	UGDH	22
TNS3_47967	TNS3	22
RASA4_27192	RASA4	25
ANXA6_843	ANXA6	44
RGL3_45096	RGL3	31
HLA-DPA1_8411	HLA-DPA1	88
FKBP14_41381	FKBP14	61
FZD6_21597	FZD6	76
SORBS3_27255	SORBS3	57
TMEM174_60246	TMEM174	34
UXS1_50786	UXS1	94
TMEM102_67655	TMEM102	141
MBNL1_11187	MBNL1	23
ZYG11A_72978	ZYG11A	48
ADGRA1_53583	ADGRA1	13
KCNG3_64235	KCNG3	68
SLC25A21_55197	SLC25A21	54
SECTM1_17111	SECTM1	65
ARL5C_71850	ARL5C	30
SLCO1C1_39697	SLCO1C1	60
TMEM255B_69905	TMEM255B	88
P4HA1_13214	P4HA1	12
CLEC3A_27145	CLEC3A	47
GRM7_7809	GRM7	52
RGS14_28754	RGS14	67
C6orf136_65841	C6orf136	10
BTD_1907	BTD	2
GDAP2_40712	GDAP2	18
ZC3H12C_55006	ZC3H12C	84
DENND2C_63674	DENND2C	32
ALDH1B1_614	ALDH1B1	26
ZBTB43_31732	ZBTB43	50
CACNB3_2182	CACNB3	14
TSPYL2_47267	TSPYL2	12
ZNF75D_20597	ZNF75D	79
TRIM41_55676	TRIM41	21
OR5AR1_65300	OR5AR1	40
CAPG_2283	CAPG	16
C15orf41_53758	C15orf41	3
PSG9_15132	PSG9	13
KIAA2022_69197	KIAA2022	74
NFKB2_12541	NFKB2	27
DLGAP2_24242	DLGAP2	31
SMARCA2_17742	SMARCA2	22
ALDH18A1_15602	ALDH18A1	26
CRCP_35970	CRCP	14
GOLGA6L6_74488	GOLGA6L6	21
SKA1_65571	SKA1	87
IL6R_9439	IL6R	94
TUBGCP5_57205	TUBGCP5	7
ULBP2_51144	ULBP2	67
FRMPD1_30974	FRMPD1	35
C3orf52_49577	C3orf52	61
HAVCR2_54313	HAVCR2	36
LIN7A_23110	LIN7A	49
ZNF837_57746	ZNF837	42
DHRSX_65195	DHRSX	37
GPATCH4_40818	GPATCH4	19
KRTAP9-9_51991	KRTAP9-9	8
MAGEA4_11010	MAGEA4	70
SLC6A15_41622	SLC6A15	22
SWI5_70550	SWI5	58
HSD17B11_38027	HSD17B11	32
ZC3HAV1_44412	ZC3HAV1	47
NXT1_36500	NXT1	24
ITPKB_9869	ITPKB	47
PSG1_15103	PSG1	44
SKIDA1_70793	SKIDA1	34
DTWD2_68228	DTWD2	44
FAM178B_38253	FAM178B	65
KCNJ14_10071	KCNJ14	23
DNAJC22_50482	DNAJC22	11
ANKRD13C_51729	ANKRD13C	53
BCL7B_24374	BCL7B	25
NDEL1_51703	NDEL1	32
SLC16A10_57952	SLC16A10	52
TSC22D3_5097	TSC22D3	15
EVPLL_73977	EVPLL	23
ZFR_39255	ZFR	28
VAMP2_18546	VAMP2	20
TRPC7_45017	TRPC7	38
LRRC46_55502	LRRC46	85
FOXRED1_42687	FOXRED1	19
FRS3_29265	FRS3	83
LAPTM4A_25812	LAPTM4A	3
GTDC1_49711	GTDC1	21
SOX3_17979	SOX3	14
CIRBP_3282	CIRBP	62
JKAMP_38951	JKAMP	48
HSD3B2_8873	HSD3B2	49
SMARCAL1_37195	SMARCAL1	62
NT5C1A_53843	NT5C1A	46
LYSMD3_57622	LYSMD3	35
MICU3_68355	MICU3	48
FAM83H_68352	FAM83H	11
RASA4B_75569	RASA4B	26
RBBP7_15900	RBBP7	25
USP17L7_72010	USP17L7	11
ITPRIP_54955	ITPRIP	12
VTA1_38974	VTA1	30
C6orf120_70738	C6orf120	66
PIGW_67636	PIGW	12
SLC7A7_23722	SLC7A7	6
SMCHD1_32525	SMCHD1	29
MRPL35_38489	MRPL35	64
PLD6_64835	PLD6	23
VEPH1_49595	VEPH1	24
NIPSNAP1_22141	NIPSNAP1	37
EFR3A_31938	EFR3A	29
FSTL3_27585	FSTL3	79
LEF1_38049	LEF1	13
MRPL42_36277	MRPL42	25
NLGN4X_45652	NLGN4X	43
STARD10_29235	STARD10	22
LOC100129940_75251	LOC100129940	50
ITGAE_9780	ITGAE	29
HS3ST2_26558	HS3ST2	51
EMILIN3_55335	EMILIN3	87
PANK1_39572	PANK1	45
PARS2_34230	PARS2	87
ZNF691_37646	ZNF691	36
MTMR11_29492	MTMR11	12
SURF1_18516	SURF1	19
MRPL27_38288	MRPL27	17
VIMP_43507	VIMP	23
IL5RA_9429	IL5RA	72
GIT2_26064	GIT2	25
DDX28_43400	DDX28	23
CYP17A1_4436	CYP17A1	52
ZRANB2_24739	ZRANB2	55
SKAP2_23450	SKAP2	82
TXNL1_24572	TXNL1	12
C14orf166_39191	C14orf166	29
CBLN3_73869	CBLN3	44
GPR142_70026	GPR142	27
ADRA2A_411	ADRA2A	38
GRIA3_7713	GRIA3	60
GABARAPL2_30837	GABARAPL2	76
GLUD2_7267	GLUD2	74
FOXL2NB_72347	FOXL2NB	35
FAM173A_48563	FAM173A	55
KHDC1L_75185	KHDC1L	28
USP17L20_75629	USP17L20	11
IFT81_36283	IFT81	33
SERPINH1_2437	SERPINH1	74
PAQR7_63747	PAQR7	59
CD1D_2541	CD1D	49
CHD9_50902	CHD9	65
SCARA5_68367	SCARA5	37
AIF1_551	AIF1	66
ACOT4_58565	ACOT4	8
SYT9_61176	SYT9	15
HP1BP3_37349	HP1BP3	8
NOXRED1_58556	NOXRED1	56
SYCE3_73920	SYCE3	37
TTC14_62531	TTC14	28
CEACAM4_3103	CEACAM4	23
CCDC37_69980	CCDC37	19
FAM9C_64298	FAM9C	129
CCDC151_57598	CCDC151	46
MYH14_49933	MYH14	89
TMED1_29866	TMED1	89
IL33_55666	IL33	17
IGF2_9297	IGF2	26
SSX1_18304	SSX1	21
DPT_5004	DPT	15
OR2S2_44335	OR2S2	36
OGFOD1_42046	OGFOD1	29
FBXW2_34735	FBXW2	31
STAT2_18347	STAT2	24
TCEANC2_59356	TCEANC2	21
XPNPEP1_20352	XPNPEP1	19
LMO4_22268	LMO4	115
PML_14255	PML	39
ZNF317_46240	ZNF317	20
HDGF_8274	HDGF	13
OR8K5_65263	OR8K5	65
ARPC4-TTLL3_76004	ARPC4-TTLL3	20
EVA1A_52986	EVA1A	92
GPR87_39657	GPR87	36
ENDOG_5583	ENDOG	38
DHX34_25677	DHX34	17
GPRC6A_66010	GPRC6A	13
PCDH11Y_52066	PCDH11Y	36
EPT1_55013	EPT1	22
NDUFAF7_42534	NDUFAF7	39
CD69_2740	CD69	25
RNASE10_68832	RNASE10	101
PALMD_40845	PALMD	21
NR4A3_21173	NR4A3	60
CDC42EP2_28070	CDC42EP2	58
WASF1_23453	WASF1	21
MBOAT7_48992	MBOAT7	15
ITFG1_51628	ITFG1	17
FTH1P18_73143	FTH1P18	53
NKIRAS1_36179	NKIRAS1	46
OR9Q1_65459	OR9Q1	29
TAF8_59725	TAF8	15
ZKSCAN2_69385	ZKSCAN2	38
PDZD3_50149	PDZD3	91
PCDH9_13409	PCDH9	38
AADAC_24	AADAC	24
HPD_8795	HPD	38
CNPY4_66115	CNPY4	21
KIAA1324_45761	KIAA1324	29
SFT2D3_54249	SFT2D3	48
KIAA1551_41889	KIAA1551	28
TLE2_19247	TLE2	55
PKDCC_55857	PKDCC	29
ZNF652_30940	ZNF652	77
LRRC66_69071	LRRC66	14
IRX6_49116	IRX6	27
ZBTB17_20722	ZBTB17	14
CCDC70_52109	CCDC70	60
USP10_23867	USP10	20
METTL22_48920	METTL22	65
C2orf40_53566	C2orf40	55
L2HGDH_50424	L2HGDH	11
MEPE_44706	MEPE	23
RBKS_47312	RBKS	75
ZNF891_76304	ZNF891	64
LHCGR_10626	LHCGR	59
CYB5A_4304	CYB5A	102
MMP25_47684	MMP25	17
GHR_7115	GHR	30
SAMD3_62863	SAMD3	30
MAN1B1_30610	MAN1B1	49
SLC5A6_23299	SLC5A6	35
NLK_39328	NLK	62
EIF2AK2_14946	EIF2AK2	40
C2orf44_51065	C2orf44	15
GABRD_6775	GABRD	41
PSG8_72949	PSG8	89
S100A14_45410	S100A14	37
ZBTB32_35440	ZBTB32	14
LIPK_73801	LIPK	44
RBBP4_15888	RBBP4	2
ESF1_39073	ESF1	12
CLDN15_33624	CLDN15	32
PADI1_36854	PADI1	26
TM9SF2_24652	TM9SF2	6
NFIA_12500	NFIA	25
NCS1_32744	NCS1	30
CBLN4_60897	CBLN4	42
C5orf34_70494	C5orf34	16
FCRL1_57465	FCRL1	69
FRY_27100	FRY	34
EPHX4_66279	EPHX4	87
SIVA1_28536	SIVA1	23
TFAM_19004	TFAM	70
HIST1H4B_21762	HIST1H4B	26
C1QTNF1_57328	C1QTNF1	36
LAT2_20236	LAT2	12
MTRNR2L10_75809	MTRNR2L10	22
PKD2L2_35460	PKD2L2	52
ZBTB49_63909	ZBTB49	25
OVCH2_69303	OVCH2	34
SHFM1_21138	SHFM1	34
OR10A3_35058	OR10A3	46
MLLT3_11557	MLLT3	50
KIAA1147_45250	KIAA1147	55
GSDMC_44096	GSDMC	6
FLRT3_33550	FLRT3	21
CNTN3_13300	CNTN3	56
SET_17164	SET	29
RCOR2_67288	RCOR2	21
RELB_15997	RELB	19
ABTB1_51135	ABTB1	22
ATP4A_1396	ATP4A	28
BBS12_63888	BBS12	23
WDFY3_31427	WDFY3	22
PYGM_15620	PYGM	43
GRK6_7643	GRK6	2
MAATS1_55199	MAATS1	19
MASTL_54518	MASTL	45
MIPOL1_61405	MIPOL1	14
ELK3_5527	ELK3	87
TMEM160_41133	TMEM160	23
SAV1_46889	SAV1	67
GLMN_30265	GLMN	34
NUP62_33377	NUP62	9
ASTN1_1288	ASTN1	42
GZF1_47741	GZF1	24
TMUB2_48912	TMUB2	30
ACSL5_39335	ACSL5	42
NLRP3_57132	NLRP3	24
SPTBN2_18152	SPTBN2	21
IL22RA1_46705	IL22RA1	20
KRTAP4-9_75428	KRTAP4-9	10
ST20_72202	ST20	52
LRRC57_66591	LRRC57	12
PEX11A_23020	PEX11A	40
SYNCRIP_28277	SYNCRIP	19
SMN2_17785	SMN2	17
SORT1_16715	SORT1	38
SNCB_17840	SNCB	46
HRH1_8837	HRH1	64
SSFA2_18254	SSFA2	27
LRRC42_57473	LRRC42	68
XRCC6BP1_55837	XRCC6BP1	97
TMEM144_42289	TMEM144	65
ARRDC1_56321	ARRDC1	45
ATP8A1_27948	ATP8A1	25
IFT20_55456	IFT20	65
TAS2R9_37382	TAS2R9	24
CTSS_4275	CTSS	33
CXXC4_51116	CXXC4	15
ABCC9_26875	ABCC9	21
HECTD1_33846	HECTD1	29
CALM1_2231	CALM1	30
CEACAM4_3101	CEACAM4	19
CHRM4_3212	CHRM4	19
FGFRL1_39654	FGFRL1	28
KRT1_10307	KRT1	17
PRICKLE2_63876	PRICKLE2	10
SOX7_52261	SOX7	62
RBP2_15939	RBP2	33
CCDC155_61882	CCDC155	43
ARHGEF5_21149	ARHGEF5	56
F8A2_73365	F8A2	83
C8orf87_71445	C8orf87	17
GFM1_55021	GFM1	47
OR2T34_59292	OR2T34	39
GADD45A_4620	GADD45A	12
TUBGCP6_54860	TUBGCP6	12
ARSD_1208	ARSD	32
CRADD_22844	CRADD	21
COL6A6_59996	COL6A6	27
ROS1_16257	ROS1	21
ZNF180_20765	ZNF180	25
TXNIP_28724	TXNIP	7
ACAP1_25823	ACAP1	26
LRRC74B_72298	LRRC74B	19
SIPA1_17388	SIPA1	25
IDH3A_9147	IDH3A	31
ALPK3_45774	ALPK3	12
CCM2_52275	CCM2	11
DMRTA2_47215	DMRTA2	45
MYOT_25019	MYOT	20
CP_3757	CP	60
FBXL13_65978	FBXL13	38
ELMO2_47129	ELMO2	66
CDK5R1_23195	CDK5R1	26
LYST_3201	LYST	18
PTP4A1_20934	PTP4A1	27
PELI1_45172	PELI1	18
NREP_24457	NREP	67
ZNF575_67764	ZNF575	134
PLAU_14104	PLAU	39
ZAK_39479	ZAK	16
CREB1_3857	CREB1	19
ANKRD18B_73130	ANKRD18B	24
PPIF_27022	PPIF	36
NFKBIZ_47644	NFKBIZ	27
OR4A5_51543	OR4A5	60
PCMTD1_57460	PCMTD1	91
HSF2_8906	HSF2	38
SLC25A18_52438	SLC25A18	55
ASAP3_42810	ASAP3	34
RCBTB2_3110	RCBTB2	92
PHKG1_13875	PHKG1	20
LAIR1_10450	LAIR1	101
CNOT11_42683	CNOT11	132
AGER_500	AGER	90
KCNA7_9966	KCNA7	80
GJB7_70507	GJB7	16
PRKCZ_14867	PRKCZ	72
ALB_591	ALB	61
AHCYL1_29114	AHCYL1	41
PHLDA3_33311	PHLDA3	23
ANGPTL2_32844	ANGPTL2	58
SLITRK3_31040	SLITRK3	84
PTPRJ_15494	PTPRJ	13
C16orf45_55240	C16orf45	61
MYCBP_34973	MYCBP	43
LMO3_43654	LMO3	23
PRR29_56211	PRR29	68
KIAA1551_41888	KIAA1551	22
OR2C3_51590	OR2C3	36
ZNF816-ZNF321P_76120	ZNF816-ZNF321P	30
GALNS_6844	GALNS	51
CCDC96_66896	CCDC96	29
PLA2G4C_22419	PLA2G4C	19
TAOK3_38570	TAOK3	25
CACNA1S_2164	CACNA1S	25
NOXA1_29243	NOXA1	23
FAM9B_64294	FAM9B	38
GALR2_23056	GALR2	57
NEK10_62621	NEK10	13
ZBTB2_46047	ZBTB2	25
OAT_12971	OAT	15
ZCCHC12_64123	ZCCHC12	58
SLC8A2_17572	SLC8A2	36
WDR36_60267	WDR36	22
SDR42E1_56539	SDR42E1	21
GCOM1_61473	GCOM1	40
ESD_5799	ESD	29
ODF2_13007	ODF2	16
DISP2_54971	DISP2	27
SVIP_66926	SVIP	29
TRPM6_60982	TRPM6	34
TTN_19701	TTN	21
MYO9A_12127	MYO9A	94
SPOCD1_55653	SPOCD1	31
LIN54_60077	LIN54	24
ZNF490_45566	ZNF490	28
ZNF236_20882	ZNF236	10
AKR1B10_44843	AKR1B10	24
DEFB128_66180	DEFB128	38
CCDC81_46920	CCDC81	77
GDNF_7051	GDNF	21
CISD1_43565	CISD1	106
ITLN2_61104	ITLN2	30
TMEFF1_22382	TMEFF1	8
NAF1_56223	NAF1	33
FAM13A_27150	FAM13A	18
CCL5_16974	CCL5	22
FCN1_6180	FCN1	12
VSTM4_64458	VSTM4	72
OR2AG1_61274	OR2AG1	17
QPRT_32906	QPRT	43
PTPN12_15448	PTPN12	97
GML_7287	GML	77
CDKN2C_2948	CDKN2C	33
ACY1_244	ACY1	25
SFI1_26060	SFI1	8
ZBTB25_20583	ZBTB25	46
C6orf89_65817	C6orf89	81
RSPO1_67949	RSPO1	18
USP17L29_74695	USP17L29	9
IL18RAP_23042	IL18RAP	10
LEP_10574	LEP	22
G6PD_6703	G6PD	35
KLF2_27860	KLF2	26
HOXA5_8645	HOXA5	31
DNM3_34461	DNM3	37
DEFB134_73619	DEFB134	51
NME1_12659	NME1	20
C1QC_1968	C1QC	57
TAT_18723	TAT	64
CR2_3841	CR2	47
DNAJC14_54880	DNAJC14	86
IFT57_41510	IFT57	8
PYURF_76289	PYURF	46
ARGLU1_41514	ARGLU1	17
WRN_20320	WRN	37
KRT37_22685	KRT37	87
AREG_1069	AREG	37
AGPAT4_44492	AGPAT4	30
ANXA2_827	ANXA2	54
C10orf35_65358	C10orf35	37
PIGX_41161	PIGX	15
MAP6D1_50386	MAP6D1	35
ARHGEF25_57506	ARHGEF25	22
SLC39A7_21091	SLC39A7	7
FAM120A_32042	FAM120A	66
LY6G6F_66939	LY6G6F	47
KAAG1_70121	KAAG1	38
LCMT1_38796	LCMT1	5
MFHAS1_24330	MFHAS1	51
THPO_19162	THPO	44
SZT2_32491	SZT2	24
PIGU_59640	PIGU	19
TMSB10_24075	TMSB10	15
C16orf46_58649	C16orf46	21
IFI44L_29696	IFI44L	8
PCDHB1_36822	PCDHB1	73
EML1_5538	EML1	16
KIAA1804_53641	KIAA1804	31
WBP2_33167	WBP2	46
REG1A_15985	REG1A	25
TNK2_27287	TNK2	51
IRF7_9723	IRF7	48
FLT3_6475	FLT3	17
PDHX_21231	PDHX	47
SLC25A27_24970	SLC25A27	38
SOD3_17941	SOD3	47
PATE1_63307	PATE1	38
NEXN_55920	NEXN	63
SPATA24_64969	SPATA24	49
FGF9_6267	FGF9	25
FOXE1_6413	FOXE1	26
TNFRSF12A_38524	TNFRSF12A	16
GGCT_48718	GGCT	20
NDNF_49426	NDNF	50
MLANA_6451	MLANA	42
ST3GAL5_23242	ST3GAL5	16
GALNT15_57956	GALNT15	19
UBXN11_55882	UBXN11	29
CLIC5_39589	CLIC5	15
OR6X1_71730	OR6X1	60
AFAP1L1_60233	AFAP1L1	15
PBDC1_38280	PBDC1	43
SPOCK2_26035	SPOCK2	38
SLC25A36_41853	SLC25A36	52
QSOX2_64086	QSOX2	39
LRRC61_48588	LRRC61	52
CENPC_3035	CENPC	6
VGLL1_38778	VGLL1	28
DCAF4L1_68155	DCAF4L1	17
WDR53_69971	WDR53	78
LOC554223_73563	LOC554223	38
CDK5RAP1_39232	CDK5RAP1	11
CORO7-PAM16_76108	CORO7-PAM16	31
OR2L13_67906	OR2L13	39
DCUN1D4_31856	DCUN1D4	28
CCDC50_62629	CCDC50	18
EFHB_62546	EFHB	37
IFNA1_9201	IFNA1	22
MXI1_11961	MXI1	40
DIS3L_57557	DIS3L	16
SERPINB11_55101	SERPINB11	43
ZNF710_70309	ZNF710	16
TPM2_19500	TPM2	6
IFNL2_67121	IFNL2	102
RNF40_26044	RNF40	16
BMP6_1791	BMP6	22
NCR2_24820	NCR2	55
G2E3_42868	G2E3	29
CD4_2570	CD4	22
PLA2G4F_66574	PLA2G4F	16
HIST1H2BO_21691	HIST1H2BO	67
KLHL18_32318	KLHL18	44
HEBP2_33262	HEBP2	47
C2orf61_68022	C2orf61	23
CTLA4_4200	CTLA4	48
MTNR1A_11882	MTNR1A	55
FAM200B_68195	FAM200B	66
CCDC85A_57235	CCDC85A	19
WNT4_39872	WNT4	62
LYPLA2_30726	LYPLA2	29
ARL16_68887	ARL16	23
PLA2G1B_14069	PLA2G1B	43
IL2RA_9398	IL2RA	64
CXorf57_41526	CXorf57	65
WFDC12_59557	WFDC12	91
TMOD1_19336	TMOD1	35
ZNF257_57069	ZNF257	71
NXT2_43737	NXT2	54
OTUD7B_44714	OTUD7B	42
COPG2_35328	COPG2	19
OVOL2_46589	OVOL2	32
SBK2_74118	SBK2	54
ZNF765_55935	ZNF765	38
SLC46A1_56971	SLC46A1	18
NFAM1_62330	NFAM1	28
CLCN2_3346	CLCN2	6
ZPBP2_58791	ZPBP2	13
CRIP2_3904	CRIP2	30
SPATA5L1_48758	SPATA5L1	25
CELF5_47010	CELF5	24
PRR14_48647	PRR14	83
Non-Targeting Control_77123	Non-Targeting Control	8
GLYATL2_65487	GLYATL2	47
ACTA1_180	ACTA1	21
RIT1_16158	RIT1	16
PLEKHA3_48521	PLEKHA3	12
MICAL2_25465	MICAL2	45
CCDC146_46094	CCDC146	17
DSCR4_27618	DSCR4	28
BCAP31_27116	BCAP31	101
TDRD6_65780	TDRD6	38
PAAF1_50964	PAAF1	83
NMI_23889	NMI	33
PADI4_33205	PADI4	35
LRFN1_46053	LRFN1	26
SETD3_53096	SETD3	39
OR10R2_69530	OR10R2	20
HLA-DOA_8403	HLA-DOA	38
C9orf152_72469	C9orf152	33
HEPHL1_69295	HEPHL1	19
SLC22A9_57139	SLC22A9	9
OR13D1_68441	OR13D1	48
EML2_33602	EML2	78
ARID1B_45619	ARID1B	61
PYROXD2_54194	PYROXD2	22
C17orf75_47476	C17orf75	48
ANKEF1_47157	ANKEF1	61
ZSCAN29_61514	ZSCAN29	18
CORO1A_30282	CORO1A	6
PLXNB3_14238	PLXNB3	72
CCDC154_74030	CCDC154	101
ZFX_20434	ZFX	32
SH3BP4_33462	SH3BP4	29
NT5C1B_56413	NT5C1B	28
AOC3_22526	AOC3	48
NXT1_36502	NXT1	35
TP53AIP1_47227	TP53AIP1	41
ASAH2B_74289	ASAH2B	17
DEFB115_66149	DEFB115	52
SPAG16_49317	SPAG16	22
ITPKC_51035	ITPKC	32
ASPG_70298	ASPG	27
RBM10_21464	RBM10	33
RWDD2B_26901	RWDD2B	7
SNED1_34286	SNED1	13
ZNF14_20488	ZNF14	36
ZNF705B_75434	ZNF705B	136
YLPM1_44150	YLPM1	10
PRKAB1_14771	PRKAB1	66
AGXT2_48240	AGXT2	32
PAQR6_50459	PAQR6	18
MSX1_11799	MSX1	62
BRINP2_46393	BRINP2	53
FAM153A_68209	FAM153A	9
GPR139_58715	GPR139	108
SHISA8_73019	SHISA8	43
AGAP9_73687	AGAP9	4
MICAL1_48036	MICAL1	26
PLOD2_14196	PLOD2	80
RMND5A_48088	RMND5A	14
ZNF266_29147	ZNF266	22
PON3_14426	PON3	26
AARD_73106	AARD	14
CYP4F2_22210	CYP4F2	102
RSC1A1_16664	RSC1A1	37
CELSR3_5372	CELSR3	13
ARL14EP_58272	ARL14EP	20
EBP_28904	EBP	14
TRIM72_73386	TRIM72	31
SETMAR_17167	SETMAR	108
SLC16A9_65630	SLC16A9	38
FADD_22926	FADD	14
HIST3H2A_56361	HIST3H2A	47
ZNF461_56176	ZNF461	27
LTB_10834	LTB	39
CTRC_30778	CTRC	36
BECN2_73213	BECN2	34
ELL2_31289	ELL2	39
INSIG2_37939	INSIG2	75
SLC37A1_39729	SLC37A1	24
TMEM19_42129	TMEM19	30
TMED3_32778	TMED3	11
