sgRNA	Gene	Clip2_4_DE_GFP_high_BC15_IGO_09496_7_S7
EIF3H_22621	EIF3H	39
SGOL2_62469	SGOL2	23
MCF2L2_31735	MCF2L2	41
ADGRE5_2765	ADGRE5	52
BIRC2_917	BIRC2	32
B4GALT1_7096	B4GALT1	28
RAB11FIP1_50955	RAB11FIP1	18
TRIM73_70516	TRIM73	80
CCDC81_46920	CCDC81	67
CDH26_46867	CDH26	20
XPC_20348	XPC	7
11-Mar_73055	11-Mar	31
GCGR_6974	GCGR	33
SH2B3_26754	SH2B3	72
NCF2_12241	NCF2	51
MFSD11_49036	MFSD11	11
RNF6_16213	RNF6	80
C17orf104_67617	C17orf104	16
CREB3_28261	CREB3	55
APBA3_25174	APBA3	21
LUZP4_38155	LUZP4	33
USP26_52504	USP26	57
ZBBX_49808	ZBBX	68
TAL2_18691	TAL2	15
ADPGK_52090	ADPGK	21
ZNF354B_57994	ZNF354B	26
IMPG2_37456	IMPG2	10
GHITM_35497	GHITM	12
PPP2R5E_14660	PPP2R5E	76
UBE2D2_19843	UBE2D2	9
SMC1B_35632	SMC1B	62
MTRR_11899	MTRR	8
PACS2_32198	PACS2	55
CRTAP_28275	CRTAP	49
TRANK1_26289	TRANK1	62
FLRT3_33548	FLRT3	29
CCDC23_70407	CCDC23	63
TAF4B_18643	TAF4B	22
RIPK4_39769	RIPK4	110
SH3RF1_46074	SH3RF1	43
VMA21_65120	VMA21	131
RBP1_15936	RBP1	47
OR10G2_35158	OR10G2	10
FAM175B_31955	FAM175B	24
ZNF141_20689	ZNF141	51
ARSH_69847	ARSH	86
TMC1_57974	TMC1	27
ARHGAP40_69560	ARHGAP40	45
ZNF776_67734	ZNF776	20
KCNH7_55314	KCNH7	38
OR4C15_51540	OR4C15	40
CLCA2_25432	CLCA2	15
ZNF813_59014	ZNF813	59
NBL1_12218	NBL1	44
TBX10_69895	TBX10	19
RTN4R_48393	RTN4R	57
PPIAL4D_73993	PPIAL4D	16
SEC63_30539	SEC63	23
PABPN1_21299	PABPN1	4
RGS18_47726	RGS18	51
ADAMTS3_25043	ADAMTS3	36
PDIA3_7835	PDIA3	14
AMBP_710	AMBP	14
MKLN1_11517	MKLN1	15
NMBR_12656	NMBR	47
SEMA6D_50645	SEMA6D	15
RNF13_30823	RNF13	61
C17orf51_68892	C17orf51	114
SPTY2D1_61263	SPTY2D1	38
SPG7_18056	SPG7	29
SYNE1_32520	SYNE1	63
HNF4A_8553	HNF4A	62
PSMG3_53261	PSMG3	20
MRVI1_27795	MRVI1	24
ECT2L_69718	ECT2L	10
CTXN1_72662	CTXN1	50
ZNF227_20863	ZNF227	6
C1orf101_66847	C1orf101	28
PLEKHG4_34008	PLEKHG4	56
ADSS_446	ADSS	28
ACRBP_53729	ACRBP	16
STAT6_18367	STAT6	41
ZNF292_31535	ZNF292	17
NEK3_12452	NEK3	131
HSDL2_53266	HSDL2	18
RBL1_15908	RBL1	27
MUC12_26906	MUC12	14
ZNF420_61900	ZNF420	75
KLRD1_10238	KLRD1	86
GIT2_26064	GIT2	11
ZFP28_60860	ZFP28	32
LY6E_10878	LY6E	40
CERS2_36901	CERS2	17
CLDND1_44321	CLDND1	56
HAMP_46418	HAMP	17
TRAPPC2L_39313	TRAPPC2L	24
ANKRD9_58465	ANKRD9	121
CTSO_4269	CTSO	25
INPP5E_44299	INPP5E	49
CGNL1_54593	CGNL1	59
YTHDF3_66368	YTHDF3	57
IL20_37248	IL20	18
NRM_30658	NRM	25
ZC3H12B_69216	ZC3H12B	51
KRTAP10-10_70160	KRTAP10-10	43
KDM3B_39488	KDM3B	35
CCNO_27708	CCNO	41
DHX34_25677	DHX34	38
XIAP_926	XIAP	44
CD34_2653	CD34	25
SIDT2_37770	SIDT2	23
FBXL20_54624	FBXL20	133
INPP5B_9635	INPP5B	9
STRBP_42392	STRBP	24
HTR1D_9023	HTR1D	7
TAS2R39_66980	TAS2R39	64
OR5T1_71654	OR5T1	33
RAB32_29747	RAB32	67
PALD1_35671	PALD1	61
MUC16_56633	MUC16	45
ABCB7_55	ABCB7	29
ZNF676_63662	ZNF676	55
SYT3_53244	SYT3	29
ABHD12_34540	ABHD12	41
FGF11_6274	FGF11	38
CD19_2607	CD19	21
HIST1H3A_21697	HIST1H3A	26
ABHD3_64313	ABHD3	49
AGAP11_58121	AGAP11	68
ALOX12_663	ALOX12	9
MRFAP1L1_57370	MRFAP1L1	33
NPHP1_12773	NPHP1	45
PTK2_15384	PTK2	19
MEA1_11306	MEA1	5
DRD1_5031	DRD1	35
DTD1_56305	DTD1	27
KLHL8_45856	KLHL8	47
LPO_10772	LPO	67
PADI3_39332	PADI3	11
ARL5A_34778	ARL5A	24
LRCH2_46078	LRCH2	58
OR2A25_72003	OR2A25	22
COMT_3669	COMT	32
ANKEF1_47158	ANKEF1	63
VAMP4_22647	VAMP4	84
CHCHD6_53412	CHCHD6	56
SLC25A13_27225	SLC25A13	104
CACNA1E_2153	CACNA1E	41
DIO3_4787	DIO3	40
HECTD2_61158	HECTD2	35
TREM1_39830	TREM1	23
PTPRN_15508	PTPRN	37
IRGC_44198	IRGC	49
METTL5_36410	METTL5	24
CAND1_43521	CAND1	39
RTN4RL1_61654	RTN4RL1	4
AFG3L2_29601	AFG3L2	23
SHCBP1L_51831	SHCBP1L	28
RUNX1_2404	RUNX1	48
PPFIBP1_22094	PPFIBP1	44
AMIGO2_69903	AMIGO2	49
ZNF648_59395	ZNF648	3
PIGG_40840	PIGG	30
OR7D2_63602	OR7D2	28
UBE3D_55276	UBE3D	20
SCT_16947	SCT	29
BFSP2_21885	BFSP2	36
TFCP2_19021	TFCP2	53
KCTD7_62941	KCTD7	59
SYNGR1_24013	SYNGR1	33
DZIP1L_64544	DZIP1L	9
TUBB1_51478	TUBB1	80
PLCXD2_66856	PLCXD2	26
RIMS1_31425	RIMS1	26
LPPR5_63684	LPPR5	54
LOC643355_73778	LOC643355	21
GXYLT2_74521	GXYLT2	47
WFDC9_66962	WFDC9	33
ERICH2_68036	ERICH2	24
SALL2_16804	SALL2	27
DDX11_4665	DDX11	55
LBX1_28836	LBX1	36
NT5C2_31349	NT5C2	35
C1QL1_29420	C1QL1	19
MGAT3_11433	MGAT3	38
DNAJB6_26829	DNAJB6	33
CS_4000	CS	22
PRRX2_38792	PRRX2	50
FPGT-TNNI3K_76050	FPGT-TNNI3K	43
FAR2_43112	FAR2	16
PABPC1L2A_69194	PABPC1L2A	41
RXFP1_46814	RXFP1	33
CORO7-PAM16_76108	CORO7-PAM16	24
C21orf2_2082	C21orf2	8
RRP9_23981	RRP9	5
TTYH2_56632	TTYH2	115
FAM19A4_62538	FAM19A4	37
PIPOX_38306	PIPOX	18
PRAC1_53556	PRAC1	60
HEXB_8294	HEXB	31
MOV10_11688	MOV10	52
ZP3_20906	ZP3	16
TRIP12_24473	TRIP12	32
SELL_17125	SELL	10
KRTAP5-6_72837	KRTAP5-6	35
HINT3_60326	HINT3	46
RDH13_56840	RDH13	55
TRPC3_19602	TRPC3	38
TMEM74B_42313	TMEM74B	32
GEMIN8_41140	GEMIN8	48
MOB1B_56289	MOB1B	46
C3orf17_33949	C3orf17	14
DEFB121_66163	DEFB121	52
OR5D14_65246	OR5D14	36
TTC38_41340	TTC38	16
PGA3_73849	PGA3	18
CEACAM7_3093	CEACAM7	69
NPAS3_47291	NPAS3	26
CAPZA2_2316	CAPZA2	24
QKI_24845	QKI	76
OTC_13136	OTC	75
PLEKHA8_54111	PLEKHA8	44
EDDM3A_29396	EDDM3A	39
CCDC142_54300	CCDC142	9
GRIN3A_57759	GRIN3A	31
QRFPR_52934	QRFPR	97
C1QTNF7_57352	C1QTNF7	2
AKIRIN2_41638	AKIRIN2	14
HEATR5B_40077	HEATR5B	66
SYF2_34175	SYF2	55
OR5T1_71655	OR5T1	12
STAC3_66224	STAC3	46
HES7_53981	HES7	13
NSMCE4A_40555	NSMCE4A	13
GPR135_47842	GPR135	23
PKDCC_55860	PKDCC	58
FN3K_47427	FN3K	108
ENAH_43208	ENAH	14
CNKSR1_27538	CNKSR1	68
CANT1_58774	CANT1	16
TSKU_34272	TSKU	65
GHRHR_7121	GHRHR	52
ADH1A_336	ADH1A	34
MLF1_11522	MLF1	83
LRRC3C_75836	LRRC3C	14
PCDHB10_43970	PCDHB10	15
CENPV_64828	CENPV	24
MTX3_69710	MTX3	28
HECTD2_61157	HECTD2	25
KLHDC8A_41982	KLHDC8A	67
AZGP1_1542	AZGP1	15
SAE1_26853	SAE1	13
BATF3_42576	BATF3	24
PCDH8_13408	PCDH8	25
C11orf80_49683	C11orf80	7
ANKRD40_55816	ANKRD40	34
MLANA_6451	MLANA	60
SYNGAP1_23125	SYNGAP1	27
ADAM29_30081	ADAM29	18
VWA5B2_55300	VWA5B2	35
ZNF292_31538	ZNF292	40
SLC27A6_36237	SLC27A6	24
BORA_50194	BORA	23
NKX2-6_60501	NKX2-6	51
WIPF3_73910	WIPF3	13
DZIP3_25540	DZIP3	40
TRAF1_19555	TRAF1	24
MTSS1L_56131	MTSS1L	82
GCK_6988	GCK	77
PPY_14698	PPY	46
ADCY8_302	ADCY8	48
PRRC2C_32109	PRRC2C	39
OR8B8_35050	OR8B8	35
SUSD1_47755	SUSD1	35
PAFAH1B1_13248	PAFAH1B1	36
STRN3_36930	STRN3	49
ACAA2_28114	ACAA2	22
SPATA31E1_68407	SPATA31E1	8
F2RL1_5947	F2RL1	31
ACOX1_155	ACOX1	13
CNBD1_64044	CNBD1	28
SMCR8_60975	SMCR8	42
ZNF695_45023	ZNF695	26
HERC4_34544	HERC4	44
GCSAML_62081	GCSAML	39
CFP_13715	CFP	44
ZNF777_35701	ZNF777	41
KCNA1_9943	KCNA1	73
VMAC_72242	VMAC	11
OLAH_42261	OLAH	33
RNF219_49354	RNF219	106
NGB_46494	NGB	76
LDHB_10558	LDHB	7
TOR4A_40813	TOR4A	73
RREB1_16642	RREB1	30
PLGLB2_14159	PLGLB2	41
SLC26A5_70523	SLC26A5	7
OR5K3_72616	OR5K3	60
COQ2_35826	COQ2	16
PRRC2C_32108	PRRC2C	70
TTC5_56043	TTC5	47
GPD1_7468	GPD1	21
ZNF597_61591	ZNF597	15
RNF19B_59375	RNF19B	70
RUNDC1_61712	RUNDC1	202
SLC27A3_29803	SLC27A3	72
PARVA_43218	PARVA	25
NCR3_66935	NCR3	77
SLC7A13_63046	SLC7A13	58
TDO2_18939	TDO2	17
TYRP1_19801	TYRP1	19
SEC24D_26257	SEC24D	67
DNAJC1_47532	DNAJC1	22
SPEM1_70322	SPEM1	35
SHD_44718	SHD	16
IHH_9361	IHH	73
UBAC2_68597	UBAC2	63
CHGA_3151	CHGA	45
RYR2_16703	RYR2	24
ATP5G1_1430	ATP5G1	39
GJA10_54055	GJA10	42
HSH2D_54558	HSH2D	24
C2orf49_48865	C2orf49	47
COX4I1_3701	COX4I1	61
LAS1L_52016	LAS1L	28
HDAC4_25879	HDAC4	27
TAF9B_39147	TAF9B	85
ORMDL2_36458	ORMDL2	32
GZMA_8065	GZMA	35
CD164L2_71117	CD164L2	40
GPR78_35796	GPR78	16
AXDND1_59244	AXDND1	38
TTC25_52190	TTC25	69
C16orf97_70954	C16orf97	104
VILL_37416	VILL	73
SNCG_17849	SNCG	11
B3GAT3_34789	B3GAT3	27
CEBPZ_27180	CEBPZ	6
SNN_21552	SNN	49
SPATA6L_41457	SPATA6L	29
NHSL2_69191	NHSL2	34
DMKN_56435	DMKN	5
CATSPER1_57885	CATSPER1	70
TAS2R7_37390	TAS2R7	26
TSPAN12_33152	TSPAN12	12
MSMB_11775	MSMB	19
HACE1_45744	HACE1	35
CD1B_2535	CD1B	73
KBTBD3_61235	KBTBD3	44
OR5AC2_51509	OR5AC2	37
FAM78B_62147	FAM78B	31
XRCC4_20376	XRCC4	46
INCENP_9584	INCENP	40
ELMOD2_66631	ELMOD2	109
KLF14_60420	KLF14	26
SYT12_55952	SYT12	2
BEGAIN_45974	BEGAIN	35
MED19_65315	MED19	19
CTNNAL1_22806	CTNNAL1	32
CCNB3_54907	CCNB3	78
PLEKHM1_26155	PLEKHM1	16
OSR2_57616	OSR2	25
KRTAP25-1_75408	KRTAP25-1	18
OPALIN_56502	OPALIN	30
KCNIP3_37092	KCNIP3	64
BDKRB1_1690	BDKRB1	78
C2CD4B_70934	C2CD4B	47
CDK5_2912	CDK5	14
MUS81_50883	MUS81	30
CXorf56_47174	CXorf56	13
TMTC4_54417	TMTC4	51
DHTKD1_42604	DHTKD1	34
FRRS1L_33500	FRRS1L	54
ENOX1_41469	ENOX1	21
FAM218A_62702	FAM218A	35
STYX_18467	STYX	43
RPH3AL_25028	RPH3AL	20
LGALS16_61931	LGALS16	44
2-Sep_12410	2-Sep	15
11-Mar_73054	11-Mar	39
EFNB3_5363	EFNB3	46
SRPK2_18228	SRPK2	21
GLB1L2_55251	GLB1L2	65
MYT1_12157	MYT1	38
SLC4A5_46472	SLC4A5	48
GCK_6985	GCK	28
C6orf226_73060	C6orf226	44
CFB_1700	CFB	27
CEP72_43151	CEP72	58
SAMD13_62028	SAMD13	38
MCHR1_7572	MCHR1	10
TARSL2_58616	TARSL2	102
ZNF283_67769	ZNF283	19
PPARG_14498	PPARG	27
FRMD8_52493	FRMD8	22
ASPM_66972	ASPM	6
KRTAP5-11_72854	KRTAP5-11	74
CTRL_4235	CTRL	70
COL12A1_3644	COL12A1	77
SPTSSB_63850	SPTSSB	23
SLC24A3_45459	SLC24A3	7
CD1C_2537	CD1C	55
POLH_14359	POLH	23
PANO1_76338	PANO1	53
DEFB4B_75718	DEFB4B	16
IFI16_9175	IFI16	31
COTL1_32720	COTL1	32
RHPN2_54900	RHPN2	32
ADGRF5_65775	ADGRF5	30
MEGF6_5377	MEGF6	35
EXOG_26512	EXOG	20
ANKS4B_66923	ANKS4B	46
CST9L_59607	CST9L	84
SRFBP1_62782	SRFBP1	9
NFKBIZ_47643	NFKBIZ	31
GLOD4_37599	GLOD4	28
MAP4_11113	MAP4	17
NDUFB10_12351	NDUFB10	55
EXOC3L4_56019	EXOC3L4	52
C9orf64_53282	C9orf64	2
ATP5SL_41564	ATP5SL	41
RASA4B_75571	RASA4B	18
SCGB1D2_28789	SCGB1D2	65
KCNE3_26713	KCNE3	84
FAM43B_63738	FAM43B	50
LGALSL_36453	LGALSL	26
NSMCE2_68343	NSMCE2	10
FUK_64504	FUK	22
PTPRD_15472	PTPRD	40
CIRH1A_54471	CIRH1A	1
CTSL_4262	CTSL	45
TP53BP1_19460	TP53BP1	41
CAMKV_48708	CAMKV	26
MUTYH_11943	MUTYH	28
C4A_1987	C4A	13
SLC35D1_31943	SLC35D1	59
RTKN2_65377	RTKN2	55
NPTXR_32881	NPTXR	37
HBE1_8207	HBE1	44
MAGED4B_51685	MAGED4B	20
LAMTOR5_28433	LAMTOR5	33
VPREB1_20181	VPREB1	37
PRR12_45583	PRR12	91
LRRC28_58619	LRRC28	46
APOH_989	APOH	27
ZNF740_67315	ZNF740	17
TPM2_19499	TPM2	19
GRHL3_46437	GRHL3	19
SORCS2_45769	SORCS2	28
TLN1_19268	TLN1	26
TXLNB_63980	TXLNB	26
SLC6A4_17530	SLC6A4	23
ARHGEF1_23985	ARHGEF1	44
ALDH3A1_610	ALDH3A1	12
FAM71E1_56830	FAM71E1	27
CYSRT1_70567	CYSRT1	40
PRKAA2_14765	PRKAA2	41
PLEKHS1_50441	PLEKHS1	8
CCDC129_66087	CCDC129	49
RGS8_54871	RGS8	39
FUZ_50887	FUZ	83
FAM90A1_41684	FAM90A1	112
RSAD2_55879	RSAD2	15
LDHA_10555	LDHA	67
TMEM131_32974	TMEM131	13
TMPRSS7_69636	TMPRSS7	53
UGT1A5_40276	UGT1A5	35
CNDP2_43236	CNDP2	20
KIAA1456_45992	KIAA1456	12
OR10Q1_65476	OR10Q1	7
CDH4_2841	CDH4	15
BCAR1_25229	BCAR1	23
GNG2_39847	GNG2	60
ETNK2_41994	ETNK2	17
MAMSTR_67785	MAMSTR	33
NME1-NME2_74437	NME1-NME2	48
ZNF22_20519	ZNF22	34
APOA4_950	APOA4	52
EIF3G_22620	EIF3G	24
COL3A1_3560	COL3A1	16
MLX_18877	MLX	16
GLUD2_7265	GLUD2	40
OR52B6_69270	OR52B6	29
MOB3A_59111	MOB3A	18
RHOA_1107	RHOA	4
CMTR2_43359	CMTR2	37
MMP15_11630	MMP15	78
RWDD1_38676	RWDD1	37
ARMC4_41661	ARMC4	24
PLEKHM3_71254	PLEKHM3	59
PFKM_13764	PFKM	18
RERE_1319	RERE	44
GALK2_6833	GALK2	21
SYCP3_37232	SYCP3	14
DNAJB14_50524	DNAJB14	69
KRT82_10411	KRT82	68
USP26_52505	USP26	60
PRR14_48649	PRR14	65
RSPH3_52554	RSPH3	48
MFSD2A_54353	MFSD2A	31
MAPKAPK5_22296	MAPKAPK5	25
TKTL2_52863	TKTL2	158
MUC5B_74508	MUC5B	15
ANO8_46327	ANO8	28
AHSG_545	AHSG	37
GATA1_6907	GATA1	26
KLF4_24454	KLF4	16
FIBCD1_54512	FIBCD1	33
ZNF324B_71090	ZNF324B	26
ZC3H7B_32277	ZC3H7B	22
CDIPT_28036	CDIPT	2
ATP6V0D2_66188	ATP6V0D2	53
HOMER2_24888	HOMER2	22
PELO_39692	PELO	29
RNF141_37441	RNF141	129
FBLN1_6084	FBLN1	17
NPAS2_12762	NPAS2	88
FUCA1_6626	FUCA1	28
AMBP_712	AMBP	22
PKNOX2_47062	PKNOX2	49
VMP1_51857	VMP1	46
RNF14_25337	RNF14	83
NR5A2_6608	NR5A2	17
MYO1G_47264	MYO1G	49
TNS2_32612	TNS2	40
PCDHGA11_43907	PCDHGA11	74
SYNDIG1L_74122	SYNDIG1L	38
TGFBR3L_75981	TGFBR3L	19
LINGO2_63094	LINGO2	28
VEZT_42731	VEZT	21
DTWD1_44780	DTWD1	31
RDH12_61390	RDH12	21
CHRNA1_3217	CHRNA1	87
SLC6A9_17545	SLC6A9	67
CIT_30156	CIT	87
C12orf50_63340	C12orf50	31
LRIT1_34579	LRIT1	41
PAK2_13281	PAK2	16
PDIA4_25332	PDIA4	54
TMED7-TICAM2_75740	TMED7-TICAM2	37
DOCK6_45883	DOCK6	10
DEFA1_4679	DEFA1	84
NCL_12254	NCL	10
SP4_18022	SP4	6
FUT1_6644	FUT1	69
DLX1_4823	DLX1	3
STRIP2_45523	STRIP2	19
CXCL13_28501	CXCL13	30
PPM1A_14547	PPM1A	22
STC1_18378	STC1	43
ARHGAP28_50053	ARHGAP28	128
PYROXD2_54194	PYROXD2	39
DNAH6_4886	DNAH6	43
ATP2A1_1367	ATP2A1	46
DHH_37406	DHH	59
SLC47A2_61662	SLC47A2	32
OR8J1_65279	OR8J1	14
TPRG1L_59328	TPRG1L	31
IFNLR1_63706	IFNLR1	6
KRTAP4-5_54764	KRTAP4-5	64
FRAT1_26770	FRAT1	41
GIMAP6_73349	GIMAP6	22
ZNF645_63188	ZNF645	38
MRPS10_41806	MRPS10	11
LRRN1_46079	LRRN1	63
STRADB_42516	STRADB	43
ZSWIM5_46102	ZSWIM5	56
LCE1F_70076	LCE1F	55
LOC645382_74004	LOC645382	20
ACSBG2_51798	ACSBG2	23
NAGK_42701	NAGK	12
GSTM4_7904	GSTM4	11
TRMT2B_50512	TRMT2B	45
ZNF280C_42782	ZNF280C	53
LGI1_24193	LGI1	49
HBZ_8224	HBZ	2
PHLPP1_32187	PHLPP1	57
C16orf46_58649	C16orf46	12
CEP19_54672	CEP19	20
ZNF341_54438	ZNF341	6
ABCA13_62908	ABCA13	48
UHMK1_59441	UHMK1	34
MAP3K13_24093	MAP3K13	40
NTN5_59055	NTN5	18
PCDHGB1_43903	PCDHGB1	39
SLC25A47_67433	SLC25A47	35
RNF167_34310	RNF167	79
R3HDM2_31038	R3HDM2	27
CLDN14_33181	CLDN14	5
CGB7_56644	CGB7	7
ABCD2_637	ABCD2	76
IBTK_34296	IBTK	42
ZNF160_55422	ZNF160	29
SOHLH2_41060	SOHLH2	35
EPHA5_5657	EPHA5	42
UXT_21865	UXT	5
ZNF707_68345	ZNF707	27
C12orf43_48229	C12orf43	21
RSPH10B2_74586	RSPH10B2	21
ICK_31017	ICK	8
CDS1_2972	CDS1	33
WDFY3_31427	WDFY3	32
ZMYM6_24175	ZMYM6	25
RBP4_15945	RBP4	78
KIAA1147_45249	KIAA1147	62
KRT78_64392	KRT78	21
LY9_10885	LY9	7
CSH2_4041	CSH2	53
RAB9B_38153	RAB9B	55
RYR3_16707	RYR3	24
CDC14A_22308	CDC14A	29
GID4_48721	GID4	9
ACSL4_6052	ACSL4	126
GUCA1A_7992	GUCA1A	57
WDR66_61326	WDR66	57
ZNF692_42940	ZNF692	89
TEKT1_52339	TEKT1	10
WDR77_48894	WDR77	17
CTXN2_72119	CTXN2	105
NSL1_34131	NSL1	23
SLAMF9_55215	SLAMF9	118
TBL1X_18759	TBL1X	67
ANKRD13A_55074	ANKRD13A	26
ZC3HAV1L_56103	ZC3HAV1L	39
PRODH2_46638	PRODH2	50
PPL_14542	PPL	19
TRAP1_27107	TRAP1	17
KIF22_10264	KIF22	21
NMI_23889	NMI	42
C9orf116_60560	C9orf116	46
INTS12_45029	INTS12	21
IFNGR1_9272	IFNGR1	36
FAM177B_72281	FAM177B	23
TENM3_43121	TENM3	80
LGMN_15035	LGMN	102
EVI2A_5880	EVI2A	94
RNF224_73808	RNF224	24
TRAK2_48610	TRAK2	72
MAP7D3_49513	MAP7D3	42
SCIN_55023	SCIN	28
KCNQ5_44267	KCNQ5	44
GRHL1_36651	GRHL1	90
ADORA2A_374	ADORA2A	18
CYB5D1_58794	CYB5D1	59
PDCD1LG2_51218	PDCD1LG2	81
TCEAL4_50361	TCEAL4	189
PPM1M_60029	PPM1M	16
ADAM18_22881	ADAM18	74
IGFBP6_9332	IGFBP6	32
DNASE1L3_4910	DNASE1L3	23
CLRN2_73982	CLRN2	32
DMWD_4874	DMWD	26
PTCHD1_60708	PTCHD1	28
SERPINA5_13414	SERPINA5	23
AMY2B_779	AMY2B	118
FAIM2_31472	FAIM2	12
SIX2_29025	SIX2	42
SLCO1A2_17693	SLCO1A2	28
ACTR3_26989	ACTR3	6
LRRFIP2_24188	LRRFIP2	26
TBL3_28645	TBL3	36
CALM3_2234	CALM3	25
GAL_37735	GAL	24
VPS9D1_25342	VPS9D1	21
TSPEAR_39755	TSPEAR	89
SLC10A6_69674	SLC10A6	54
TACSTD2_10914	TACSTD2	38
SPINT4_71978	SPINT4	64
TUFM_19736	TUFM	15
HSF1_8904	HSF1	2
CCSER1_72370	CCSER1	27
MED6_26686	MED6	1
DEFB134_73621	DEFB134	27
NUDT2_873	NUDT2	13
C17orf49_58870	C17orf49	63
COX6A2_3713	COX6A2	29
GALK2_6836	GALK2	44
RD3_69482	RD3	82
EVC2_60106	EVC2	60
KCNJ1_10028	KCNJ1	43
LOC100287036_75578	LOC100287036	99
ZBTB3_50120	ZBTB3	42
SRSF12_60351	SRSF12	22
ZNF319_45864	ZNF319	13
PON2_14422	PON2	36
RCVRN_15962	RCVRN	13
MYBL1_11970	MYBL1	46
RNF170_51903	RNF170	56
S100A7_16737	S100A7	56
DEFB123_66165	DEFB123	24
KCNK17_55141	KCNK17	8
NOL4L_60894	NOL4L	55
2-Mar_38270	2-Mar	32
NNT_33067	NNT	16
CYTH2_24356	CYTH2	32
GLRA3_21171	GLRA3	60
CTAGE4_75166	CTAGE4	1
ASH2L_23764	ASH2L	14
SMPX_33456	SMPX	23
ACIN1_31377	ACIN1	23
PINLYP_71885	PINLYP	54
RAMP1_27571	RAMP1	25
MYO1F_11877	MYO1F	44
MIA2_57896	MIA2	51
TRIM39-RPP21_65010	TRIM39-RPP21	31
LOC388849_71207	LOC388849	20
SLC25A51_56090	SLC25A51	55
TPGS2_34153	TPGS2	25
COL4A2_3567	COL4A2	38
KRTAP4-3_54768	KRTAP4-3	42
MAP3K10_11536	MAP3K10	38
CNOT2_12712	CNOT2	15
HGS_24019	HGS	10
PRKD2_33941	PRKD2	6
ARRB1_1186	ARRB1	9
ZHX3_31585	ZHX3	10
MAN2A1_11084	MAN2A1	48
ALG12_48906	ALG12	16
FADS6_67563	FADS6	10
CHRNA5_3234	CHRNA5	113
RAPSN_15826	RAPSN	52
PTCD3_41397	PTCD3	25
LRWD1_65969	LRWD1	8
GLS2_35732	GLS2	8
ZNF800_64039	ZNF800	63
HS3ST1_26564	HS3ST1	17
IQUB_62934	IQUB	70
CLEC9A_67360	CLEC9A	53
MYO7A_12119	MYO7A	11
ZKSCAN8_20791	ZKSCAN8	49
ZDHHC20_66357	ZDHHC20	71
SLC35E1_50415	SLC35E1	26
PLCB1_32182	PLCB1	20
GLB1L2_55252	GLB1L2	16
SLC19A2_28490	SLC19A2	19
LENEP_43668	LENEP	10
APOBEC3A_64694	APOBEC3A	26
TTC13_49293	TTC13	25
CCPG1_24267	CCPG1	50
EML6_72314	EML6	10
ATG2B_41567	ATG2B	42
PTCRA_64305	PTCRA	40
EHBP1L1_66406	EHBP1L1	5
FAM217B_47188	FAM217B	40
TGM3_19131	TGM3	41
YIF1A_29470	YIF1A	24
MT1B_11811	MT1B	70
ULK3_34281	ULK3	15
PCK1_13419	PCK1	60
ZER1_28098	ZER1	29
LARP7_39070	LARP7	23
PRRG2_15032	PRRG2	15
PCDHGA8_25692	PCDHGA8	56
SVIP_66926	SVIP	27
IL33_55663	IL33	31
OR6K2_51573	OR6K2	24
CTDSP1_46507	CTDSP1	36
MTCH1_33583	MTCH1	44
CT45A6_73497	CT45A6	7
CYP7B1_24782	CYP7B1	51
ELP4_35226	ELP4	18
ATPAF2_55925	ATPAF2	41
TPR_19521	TPR	40
ZBTB20_34642	ZBTB20	28
MMP19_11643	MMP19	30
SMPDL3B_35954	SMPDL3B	22
MC4R_11207	MC4R	12
TRMT112_38896	TRMT112	14
PKP4_22119	PKP4	100
CASQ2_2374	CASQ2	39
PAX4_13333	PAX4	8
STAMBP_28686	STAMBP	44
PLEKHG2_48193	PLEKHG2	16
SIGLEC12_55176	SIGLEC12	17
GPR155_62528	GPR155	56
ZNF236_20881	ZNF236	31
FAM20C_44744	FAM20C	39
TAGLN3_36519	TAGLN3	27
HDDC3_70314	HDDC3	65
IDS_9162	IDS	128
PTGER1_15325	PTGER1	24
KARS_9937	KARS	44
TSPAN7_19298	TSPAN7	26
CYB5B_51358	CYB5B	42
TMPRSS11E_36294	TMPRSS11E	41
SRXN1_60989	SRXN1	63
CNTN5_39710	CNTN5	68
GADL1_69050	GADL1	11
SIDT2_37769	SIDT2	29
ZNF426_48909	ZNF426	15
ZNF561_56456	ZNF561	38
CEP41_56758	CEP41	20
PRR14L_66274	PRR14L	21
CDC14B_22301	CDC14B	54
XIRP1_63862	XIRP1	19
HIST1H1T_8102	HIST1H1T	42
FAM221A_69140	FAM221A	52
CD86_2633	CD86	28
FZD5_21007	FZD5	59
CDH10_2868	CDH10	43
RHOBTB2_32132	RHOBTB2	47
PDE6C_13535	PDE6C	47
WBP1L_40721	WBP1L	50
SOCS6_24429	SOCS6	40
DHX36_64167	DHX36	70
GALK2_6835	GALK2	48
ELOVL1_48125	ELOVL1	12
USP46_48180	USP46	22
CDH18_2894	CDH18	56
TNFAIP8_33787	TNFAIP8	19
AURKAIP1_41272	AURKAIP1	7
DEFB136_73615	DEFB136	22
RNF223_72519	RNF223	25
SIGIRR_46759	SIGIRR	58
DENND4C_42980	DENND4C	9
CYBA_4312	CYBA	37
CD200R1L_69638	CD200R1L	44
IL19_36876	IL19	18
UGT2B17_19970	UGT2B17	58
DENND4A_27548	DENND4A	53
KRT25_61752	KRT25	40
ACOT6_73654	ACOT6	84
FAM57B_52423	FAM57B	30
