sgRNA	Gene	Clip2_4_DE_GFP_high_BC15_IGO_09496_7_S7
SCAF4_45534	SCAF4	141
RASSF7_21222	RASSF7	30
ARMCX5-GPRASP2_76092	ARMCX5-GPRASP2	74
C1orf185_67923	C1orf185	47
CCDC159_59034	CCDC159	50
EXD1_63470	EXD1	52
C17orf96_75542	C17orf96	50
SLC27A2_29808	SLC27A2	24
PBX1_13360	PBX1	52
PPP1R3B_49548	PPP1R3B	80
SETMAR_17168	SETMAR	46
CCPG1_24266	CCPG1	41
PRMT6_41791	PRMT6	36
RBM20_67177	RBM20	29
PMEPA1_44637	PMEPA1	17
ANKRD36B_46355	ANKRD36B	46
SH2D6_68004	SH2D6	73
SRCIN1_51256	SRCIN1	40
DIO1_4779	DIO1	42
COQ3_39501	COQ3	16
CEACAM5_3000	CEACAM5	39
WNT16_38661	WNT16	93
CCDC78_58700	CCDC78	12
DDIT3_4622	DDIT3	53
BRINP1_4540	BRINP1	29
PLCD4_54219	PLCD4	68
LOC554223_73565	LOC554223	11
FAM199X_60682	FAM199X	33
SALL4_45179	SALL4	8
ZDHHC18_53195	ZDHHC18	22
FLT3_6475	FLT3	13
MCM8_53712	MCM8	33
CREB3L4_62012	CREB3L4	28
KLHL5_37757	KLHL5	11
KIF22_10263	KIF22	22
XYLT1_47448	XYLT1	32
TBC1D2B_31740	TBC1D2B	7
C10orf91_64147	C10orf91	59
HSD17B11_38029	HSD17B11	23
USF2_20050	USF2	30
ARID5A_29362	ARID5A	54
KLHL36_49941	KLHL36	31
TLK2_29838	TLK2	18
SCGN_28598	SCGN	15
WDR87_52620	WDR87	9
CETP_3063	CETP	17
ANKUB1_71314	ANKUB1	14
SCUBE1_51044	SCUBE1	12
TBC1D19_42241	TBC1D19	62
CDK2_2900	CDK2	34
EIF3A_22597	EIF3A	34
QRSL1_42174	QRSL1	32
PYCARD_36503	PYCARD	57
POC1B-GALNT4_76083	POC1B-GALNT4	44
TMEM119_68807	TMEM119	16
AGMO_72064	AGMO	66
DHX37_46116	DHX37	6
OR4S1_66720	OR4S1	85
C2orf81_71238	C2orf81	13
CMYA5_64996	CMYA5	66
ZNF605_75724	ZNF605	34
C10orf107_65329	C10orf107	39
RFTN1_31987	RFTN1	29
RFTN1_31990	RFTN1	54
ZNF573_59074	ZNF573	46
CCDC18_69505	CCDC18	46
ALPK1_50931	ALPK1	42
FAM173B_60218	FAM173B	19
GEMIN8_41139	GEMIN8	19
OR10S1_65419	OR10S1	23
FLOT1_27369	FLOT1	37
HENMT1_57060	HENMT1	54
DNAJC27_38328	DNAJC27	45
ZNF689_57499	ZNF689	17
TMCC3_45500	TMCC3	18
FAM65A_49273	FAM65A	7
CCDC129_66086	CCDC129	64
LCA5_63971	LCA5	13
STPG1_55526	STPG1	28
DEFB129_61049	DEFB129	60
STXBP6_36444	STXBP6	29
RBM41_42202	RBM41	57
ASB14_61114	ASB14	73
HIST1H2BK_54758	HIST1H2BK	12
PTGES3L_76251	PTGES3L	26
ZNF708_20491	ZNF708	29
RAB40B_29705	RAB40B	29
SVIP_66928	SVIP	67
MCEE_54054	MCEE	48
ZNF697_55674	ZNF697	31
TRIM49D1_72147	TRIM49D1	14
HOXC13_8746	HOXC13	29
ISYNA1_38846	ISYNA1	18
BPY2B_73285	BPY2B	13
ZNF280A_59657	ZNF280A	77
ZCCHC24_65339	ZCCHC24	58
CLDN2_23777	CLDN2	53
VRTN_42036	VRTN	35
GLIS3_64091	GLIS3	35
HKDC1_50893	HKDC1	49
STBD1_23529	STBD1	29
ZNF524_61867	ZNF524	69
IFITM2_28570	IFITM2	51
DIAPH1_4767	DIAPH1	46
ZNF215_20836	ZNF215	59
GAPT_64990	GAPT	26
GPR45_30595	GPR45	49
TRPV5_44224	TRPV5	59
HDHD2_52817	HDHD2	55
ST8SIA2_21324	ST8SIA2	47
FHL1_6331	FHL1	119
MRPL57_48630	MRPL57	10
FGF6_6256	FGF6	33
RPLP1_16464	RPLP1	5
PDPN_28732	PDPN	42
ANKRD26_30999	ANKRD26	47
FRYL_68185	FRYL	120
CYP3A43_48122	CYP3A43	38
GSG1_52105	GSG1	21
LURAP1_73503	LURAP1	33
DOCK3_4965	DOCK3	16
PWWP2A_57278	PWWP2A	49
HOMEZ_45965	HOMEZ	23
ANXA6_843	ANXA6	46
GJA9_51471	GJA9	37
MUL1_49344	MUL1	46
RIPK3_29917	RIPK3	14
CYP26A1_4451	CYP26A1	28
ARHGEF4_37304	ARHGEF4	12
PDE9A_13558	PDE9A	23
SIGLEC1_17813	SIGLEC1	24
CLDN11_13140	CLDN11	61
SLC25A29_58582	SLC25A29	14
LSM14B_62241	LSM14B	78
DNAH7_44100	DNAH7	54
SLC5A7_46879	SLC5A7	40
DIXDC1_54985	DIXDC1	61
PRMT3_27312	PRMT3	27
ZSWIM2_62438	ZSWIM2	76
HLA-DOB_8408	HLA-DOB	37
UCN3_57100	UCN3	50
FBLN2_6108	FBLN2	28
TBC1D17_49793	TBC1D17	44
LILRA6_49057	LILRA6	53
SNX13_31913	SNX13	119
CD34_2656	CD34	33
TAPT1_64967	TAPT1	18
OR52E8_71604	OR52E8	37
HSPB6_59150	HSPB6	39
MRPS17_38627	MRPS17	27
TMEM132E_58836	TMEM132E	30
KIF3B_24633	KIF3B	60
RAB27A_15683	RAB27A	89
COL6A6_59995	COL6A6	38
CPZ_22224	CPZ	100
TIGIT_64929	TIGIT	20
DLX2_4827	DLX2	62
ZNF521_34100	ZNF521	53
HIST1H3E_21710	HIST1H3E	27
YIPF5_51677	YIPF5	19
LOC100131303_75368	LOC100131303	6
MFSD12_59114	MFSD12	31
SYCE1L_75332	SYCE1L	29
RNF151_61562	RNF151	69
PLAU_14102	PLAU	62
C4orf26_62715	C4orf26	32
MUSTN1_71295	MUSTN1	31
NAPB_47116	NAPB	104
SMYD5_27752	SMYD5	15
OSGIN1_36871	OSGIN1	23
DAB2_4471	DAB2	52
PHYKPL_54712	PHYKPL	18
FAM63B_40354	FAM63B	40
ETV1_5848	ETV1	42
OR8H3_71646	OR8H3	22
OR9A4_59771	OR9A4	62
CENPE_3038	CENPE	20
PDE12_64923	PDE12	47
RLN1_16148	RLN1	124
BTC_1904	BTC	36
TM6SF1_39555	TM6SF1	52
SOX30_29998	SOX30	54
SHC3_39577	SHC3	67
C10orf95_50427	C10orf95	45
CASC4_56958	CASC4	17
METTL8_50068	METTL8	10
BSPH1_75353	BSPH1	16
PIWIL1_24368	PIWIL1	130
HMGXB4_26802	HMGXB4	43
NFIC_12525	NFIC	60
MRPL28_28537	MRPL28	20
C1orf204_67958	C1orf204	26
ANKHD1_40881	ANKHD1	20
BCL2L14_49199	BCL2L14	82
CAMK2G_2267	CAMK2G	23
BMP10_35983	BMP10	53
KBTBD6_55226	KBTBD6	50
ZNF394_52935	ZNF394	56
ZNF32_20543	ZNF32	50
CALCR_2224	CALCR	41
GCNT4_38419	GCNT4	30
NOTCH3_12736	NOTCH3	27
LIN7A_23110	LIN7A	48
C1D_28081	C1D	3
PGLS_33729	PGLS	30
RNF103_20981	RNF103	28
MYH13_22830	MYH13	29
INHBA_9604	INHBA	57
NFYA_12573	NFYA	64
BGN_1710	BGN	56
SMO_17790	SMO	20
MASP2_29062	MASP2	8
OR13C3_60624	OR13C3	96
SYT5_18591	SYT5	22
RIN2_39946	RIN2	19
VAV1_20090	VAV1	31
TULP2_19747	TULP2	37
IFT81_36285	IFT81	30
TSPAN5_26999	TSPAN5	65
SLC7A2_17565	SLC7A2	13
SLC35A1_28488	SLC35A1	40
UGT2B7_19958	UGT2B7	71
WIPF1_20224	WIPF1	6
BNC2_40583	BNC2	31
FAM9C_64300	FAM9C	66
OR51B2_49172	OR51B2	69
PTGES_25143	PTGES	26
NR1I3_26602	NR1I3	81
RNF225_74145	RNF225	62
TBX15_18778	TBX15	41
PDIA4_25329	PDIA4	21
ANAPC1_47885	ANAPC1	8
SGSM3_36117	SGSM3	31
LRP11_54478	LRP11	69
ZNF134_20670	ZNF134	62
TRIM40_60364	TRIM40	10
LMOD3_44118	LMOD3	39
HSDL2_53263	HSDL2	45
FUT11_64138	FUT11	45
LRRIQ1_52940	LRRIQ1	63
BPI_1860	BPI	4
QRICH2_52857	QRICH2	40
ADCK1_45108	ADCK1	10
LYSMD2_66785	LYSMD2	40
LRRTM2_34431	LRRTM2	87
PIH1D1_41315	PIH1D1	35
ADAMTS3_25041	ADAMTS3	33
FRG2_73331	FRG2	21
GINS4_53387	GINS4	12
C2orf47_49276	C2orf47	21
SLC25A21_55198	SLC25A21	80
NREP_24458	NREP	3
KRT39_71853	KRT39	43
CSDC2_35896	CSDC2	35
SMR3B_29408	SMR3B	12
CNPPD1_35405	CNPPD1	27
TTC21B_50005	TTC21B	82
LHFPL2_27277	LHFPL2	122
SLIRP_52033	SLIRP	16
USP17L30_74698	USP17L30	12
GPR21_7557	GPR21	75
TP53AIP1_47228	TP53AIP1	24
LRRC3B_57652	LRRC3B	29
ARPC1A_28457	ARPC1A	28
FOXM1_6420	FOXM1	46
WDR45_30284	WDR45	44
CDK3_2903	CDK3	34
TMEM114_67553	TMEM114	24
TP53TG3D_74877	TP53TG3D	11
ABL1_66	ABL1	30
KDELR2_29849	KDELR2	32
DCC_4562	DCC	48
PLXNA2_14232	PLXNA2	37
MVB12B_55170	MVB12B	11
TRAM2_25649	TRAM2	50
NBEAL2_32119	NBEAL2	55
ZNF248_45275	ZNF248	33
PIH1D1_41318	PIH1D1	27
OR2J2_35274	OR2J2	38
GPR173_39842	GPR173	46
DMRT3_46663	DMRT3	59
IPO9_43097	IPO9	41
DSG1_5087	DSG1	56
PLEKHA1_46773	PLEKHA1	35
HMOX1_8524	HMOX1	58
MTPAP_41726	MTPAP	5
HIST1H3F_23485	HIST1H3F	13
EPDR1_40481	EPDR1	43
LANCL3_69812	LANCL3	50
PPP1R2_14578	PPP1R2	13
NPHP3_35431	NPHP3	26
KLHL3_34837	KLHL3	18
NT5M_44698	NT5M	75
LEFTY2_19093	LEFTY2	16
PLA2G4C_22417	PLA2G4C	76
SYCE3_73920	SYCE3	26
CHST1_22230	CHST1	39
LILRA6_49055	LILRA6	21
NHEJ1_50111	NHEJ1	35
DEPDC7_55915	DEPDC7	86
SCN1A_16874	SCN1A	18
CCDC167_62898	CCDC167	26
HNRNPCL1_69496	HNRNPCL1	24
LETMD1_33960	LETMD1	3
GJB6_29221	GJB6	50
GLB1L2_55253	GLB1L2	38
DDX50_48703	DDX50	61
UNC13A_31497	UNC13A	37
BRS3_1887	BRS3	51
PPCDC_46904	PPCDC	25
ZUFSP_65748	ZUFSP	31
IAPP_9080	IAPP	60
FBXO28_32124	FBXO28	78
BEND2_60659	BEND2	67
RSPH10B_66082	RSPH10B	22
S100A2_16719	S100A2	31
CDC42EP4_33213	CDC42EP4	45
CEACAM7_3096	CEACAM7	23
LANCL3_69809	LANCL3	43
AHRR_45618	AHRR	41
CCDC109B_41319	CCDC109B	35
AFF1_11555	AFF1	23
GLDN_69364	GLDN	5
FFAR2_7632	FFAR2	28
RCVRN_15964	RCVRN	21
WDR83_53371	WDR83	27
IL26_43426	IL26	122
GLB1L3_56896	GLB1L3	52
C5orf42_48478	C5orf42	27
OR10H3_35147	OR10H3	75
PCYT2_15608	PCYT2	46
FAM89B_33350	FAM89B	34
ARL5B_65685	ARL5B	59
KCNK7_26965	KCNK7	35
CMC1_62619	CMC1	25
PLXNA1_14225	PLXNA1	46
KCNMB4_36087	KCNMB4	76
HK2_8368	HK2	34
ADAM8_260	ADAM8	6
KRTAP6-2_68639	KRTAP6-2	25
MAPRE2_29753	MAPRE2	34
ZFYVE26_32966	ZFYVE26	10
PPP1CA_14563	PPP1CA	48
CCDC140_62483	CCDC140	11
NOLC1_24231	NOLC1	4
RNF4_16206	RNF4	39
ZNF600_63574	ZNF600	77
PIK3R1_13989	PIK3R1	18
HMGB1_8479	HMGB1	20
RPS29_16625	RPS29	9
PRKAR2B_14816	PRKAR2B	66
XKRY2_70189	XKRY2	23
YWHAB_20392	YWHAB	35
TOP2B_19448	TOP2B	41
AAGAB_49735	AAGAB	55
PDGFD_51086	PDGFD	19
PPIAL4G_73939	PPIAL4G	38
TRIM61_71994	TRIM61	64
TRERF1_43448	TRERF1	68
GPR176_30582	GPR176	100
ACTN3_218	ACTN3	9
XAB2_44681	XAB2	2
C17orf85_42491	C17orf85	17
BHLHA15_64032	BHLHA15	44
CHST9_52194	CHST9	24
KLK6_15072	KLK6	46
C6orf132_74162	C6orf132	45
NCOR1_25358	NCOR1	34
C12orf4_44981	C12orf4	41
METTL20_66387	METTL20	37
ELSPBP1_47369	ELSPBP1	15
SLC38A4_41532	SLC38A4	15
C12orf65_55888	C12orf65	10
IPMK_66297	IPMK	15
ZNF695_45026	ZNF695	43
TMPRSS6_63786	TMPRSS6	28
PPIAL4G_73941	PPIAL4G	48
DOPEY1_31526	DOPEY1	52
LY6E_10880	LY6E	42
OR8D1_67230	OR8D1	52
TRAPPC2_17114	TRAPPC2	7
ENTPD5_2695	ENTPD5	21
HEPACAM_65595	HEPACAM	66
POLR2H_14389	POLR2H	18
ABCB4_13838	ABCB4	40
CHST9_52191	CHST9	38
CNTD2_50408	CNTD2	19
TGFB3_19091	TGFB3	28
KIAA1324L_65968	KIAA1324L	51
FAM111A_47099	FAM111A	18
PHF21B_56885	PHF21B	32
MAATS1_55199	MAATS1	21
RAB29_23446	RAB29	26
WNT2_20261	WNT2	20
ALDH1B1_613	ALDH1B1	38
IPP_9679	IPP	60
MDK_11286	MDK	36
IGSF22_67296	IGSF22	28
PRR22_63651	PRR22	22
TMEM186_33977	TMEM186	9
PLD2_14141	PLD2	33
MIA3_70429	MIA3	22
ALLC_43489	ALLC	8
MMP9_11606	MMP9	41
WFIKKN2_58840	WFIKKN2	17
PRKRA_22375	PRKRA	48
PLEKHG4_34010	PLEKHG4	23
MT1F_11817	MT1F	27
MSX1_11799	MSX1	42
CDK20_33145	CDK20	39
SLC2A10_51488	SLC2A10	102
ARL14EPL_73903	ARL14EPL	61
BACE2_33824	BACE2	63
ESYT1_32518	ESYT1	28
STAMBP_28685	STAMBP	40
PTRF_67660	PTRF	37
ADAP2_43432	ADAP2	31
TNK2_27288	TNK2	20
UGT2A1_29608	UGT2A1	50
SLC25A19_46851	SLC25A19	58
HECW1_31646	HECW1	17
RSRC1_38492	RSRC1	35
CLDN17_34948	CLDN17	40
AP1G1_466	AP1G1	43
HBA2_8192	HBA2	40
FSTL3_27585	FSTL3	45
DOHH_52162	DOHH	32
CCIN_2456	CCIN	32
DGKH_63374	DGKH	24
TP53I3_25153	TP53I3	23
PDE6B_13583	PDE6B	21
ZNF562_40636	ZNF562	24
ADAM11_11267	ADAM11	37
COPE_30738	COPE	16
TAT_18723	TAT	69
MYL6_12083	MYL6	49
C15orf48_53574	C15orf48	36
GTF2B_7932	GTF2B	13
SMR3A_35319	SMR3A	26
PSMD7_15257	PSMD7	10
TRABD_51068	TRABD	41
ZNF696_50420	ZNF696	70
DCANP1_61086	DCANP1	124
ABCA8_27833	ABCA8	19
LIMS3_56766	LIMS3	37
ATP6V0E1_23545	ATP6V0E1	76
GMPR2_38384	GMPR2	27
ASNS_1269	ASNS	71
KCNK16_52500	KCNK16	33
SLC25A48_62765	SLC25A48	15
POPDC3_47519	POPDC3	30
TRIM43B_74259	TRIM43B	14
AICDA_45387	AICDA	27
MNS1_42344	MNS1	40
FNDC1_53866	FNDC1	54
OR2T11_59301	OR2T11	93
SCLY_38988	SCLY	84
FAM129A_57782	FAM129A	37
TNFRSF8_2640	TNFRSF8	54
SSX3_27384	SSX3	64
FAM180B_72138	FAM180B	36
EPHX3_50158	EPHX3	59
ESRRB_5813	ESRRB	39
CHID1_48604	CHID1	40
CD226_28855	CD226	44
LCAT_10526	LCAT	8
FAM193A_22410	FAM193A	59
AHSA1_28619	AHSA1	55
SPANXN3_60652	SPANXN3	29
EVC_5870	EVC	106
GMFB_7281	GMFB	34
CAMSAP3_46158	CAMSAP3	31
MLH1_11525	MLH1	50
SLC38A11_62479	SLC38A11	59
EIF4EBP2_5453	EIF4EBP2	7
DNAJB5_33813	DNAJB5	35
PHKG1_13874	PHKG1	39
AIM1L_41441	AIM1L	39
GPR52_24415	GPR52	42
PTPRN2_15509	PTPRN2	30
EFNB1_5354	EFNB1	24
USP9Y_21508	USP9Y	41
PTMS_15402	PTMS	17
HOXD12_8780	HOXD12	40
SNX18_56813	SNX18	33
SRRM4_53759	SRRM4	98
SAYSD1_43338	SAYSD1	26
RAD52_15758	RAD52	25
SSUH2_37673	SSUH2	18
GSTM5_7906	GSTM5	54
ARRB1_1187	ARRB1	10
C1orf186_73000	C1orf186	46
IDH1_9139	IDH1	29
GLI4_7230	GLI4	41
MVB12A_56496	MVB12A	10
ZNF804B_65321	ZNF804B	50
CAPN8_71177	CAPN8	19
ZNF461_56175	ZNF461	5
SLC25A19_46854	SLC25A19	56
LCE3E_70104	LCE3E	49
WNT7B_20282	WNT7B	86
MRPL39_39796	MRPL39	28
DFNB59_73442	DFNB59	27
DEFB130_66183	DEFB130	22
ERP27_58394	ERP27	40
SDR39U1_44675	SDR39U1	16
OR5V1_51876	OR5V1	52
JMJD4_48414	JMJD4	40
NT5M_44695	NT5M	34
PDILT_65142	PDILT	42
KPNA5_10285	KPNA5	33
FAM122C_63269	FAM122C	109
CSRP2_4115	CSRP2	10
GARS_6884	GARS	12
SLC6A19_69079	SLC6A19	20
UBQLN4_44483	UBQLN4	37
NDUFS8_12391	NDUFS8	31
GFRA1_7074	GFRA1	4
DEFB135_73611	DEFB135	86
SMARCD3_17776	SMARCD3	46
WDR60_41604	WDR60	18
LOC389602_71423	LOC389602	26
IREB2_9694	IREB2	22
CT47A11_66597	CT47A11	34
CHST10_24980	CHST10	43
TBPL1_25084	TBPL1	88
PIGW_67634	PIGW	28
DCAF8_37326	DCAF8	38
IRAK2_9692	IRAK2	8
APBB3_27697	APBB3	45
TSPYL6_71226	TSPYL6	50
CCL26_27810	CCL26	59
TGOLN2_28692	TGOLN2	56
AGTRAP_44932	AGTRAP	21
PRLHR_7527	PRLHR	24
LHPP_47304	LHPP	22
CHRM4_3212	CHRM4	14
RIC8B_41859	RIC8B	92
CACNB1_2173	CACNB1	21
SCAF4_45531	SCAF4	22
IFRD1_9282	IFRD1	20
TFAM_19003	TFAM	10
IL11_9488	IL11	20
CT47A9_74537	CT47A9	64
YTHDC2_48159	YTHDC2	24
FMO2_6492	FMO2	19
KCNH4_32753	KCNH4	29
MAP4_11116	MAP4	30
NDUFB7_12340	NDUFB7	13
MAP6_11119	MAP6	37
LACTB2_37839	LACTB2	33
ALCAM_595	ALCAM	58
SSH2_55008	SSH2	66
CTAGE9_73862	CTAGE9	58
STAB2_42697	STAB2	17
SALL1_16807	SALL1	6
MRGPRD_57791	MRGPRD	17
TMEM65_63008	TMEM65	54
CLEC2L_62915	CLEC2L	42
KCNS3_10138	KCNS3	70
TET3_64718	TET3	23
ARAP2_57861	ARAP2	17
BACE2_33825	BACE2	54
TTC3_19688	TTC3	28
NDUFS1_12361	NDUFS1	49
USPL1_27360	USPL1	16
SNURF_23420	SNURF	68
ST6GALNAC3_66770	ST6GALNAC3	36
KIF2A_10156	KIF2A	87
SLC39A7_21092	SLC39A7	46
FKBP7_39252	FKBP7	8
FEV_40463	FEV	71
SLC5A12_63297	SLC5A12	59
TPBGL_75935	TPBGL	73
ZC3H7B_32275	ZC3H7B	19
MRPL44_48397	MRPL44	45
BCLAF1_25926	BCLAF1	102
SLA2_53058	SLA2	74
TSPAN1_27018	TSPAN1	33
RAET1E_60344	RAET1E	65
TMEM243_49049	TMEM243	94
TTYH2_56631	TTYH2	50
SETD4_39760	SETD4	53
SOX8_37070	SOX8	66
TMPRSS3_47898	TMPRSS3	49
ZNF416_42949	ZNF416	29
NEIL3_42069	NEIL3	26
TRIOBP_30053	TRIOBP	26
HNRNPA1_8576	HNRNPA1	62
CSMD2_57181	CSMD2	39
LZTR1_21419	LZTR1	34
PI15_37624	PI15	101
C15orf32_61489	C15orf32	87
PPP1R16A_54689	PPP1R16A	31
CYP2W1_40960	CYP2W1	27
CENPE_3040	CENPE	12
ACRV1_173	ACRV1	23
RHPN1_57265	RHPN1	7
MYB_11967	MYB	35
RB1CC1_26088	RB1CC1	34
TKT_19235	TKT	25
TRMT1_42825	TRMT1	17
HMOX2_8527	HMOX2	25
LCN8_60577	LCN8	16
RPE_16290	RPE	7
BEST3_61338	BEST3	13
S100A16_60839	S100A16	56
LBP_10517	LBP	76
ANAPC11_38958	ANAPC11	17
LRRC75A_70997	LRRC75A	39
PRSS48_69658	PRSS48	24
PLA2G12B_53926	PLA2G12B	11
TGFBR2_19112	TGFBR2	46
IL11RA_9489	IL11RA	34
CAMSAP2_32302	CAMSAP2	46
CCDC85B_29823	CCDC85B	16
PLA2G2D_34931	PLA2G2D	38
RIBC2_34668	RIBC2	36
FUT10_54143	FUT10	38
CHP2_47162	CHP2	31
ABO_77	ABO	73
TCEB3_18811	TCEB3	50
EMC8_27772	EMC8	10
RAB3D_25172	RAB3D	26
AGT_515	AGT	44
CASP10_2366	CASP10	17
KRT8_10338	KRT8	27
GGA1_34538	GGA1	32
GREB1_25614	GREB1	43
MAN2C1_11079	MAN2C1	50
NLRP12_55937	NLRP12	14
CCL21_17022	CCL21	74
CTF1_4188	CTF1	33
RAVER1_58965	RAVER1	16
SFXN1_56676	SFXN1	27
ST8SIA5_36753	ST8SIA5	45
KRTAP21-2_68683	KRTAP21-2	17
ATP8B1_13735	ATP8B1	79
CRX_3926	CRX	52
AIMP1_24324	AIMP1	69
ORM1_13119	ORM1	24
COL18A1_51363	COL18A1	46
SEPN1_45251	SEPN1	11
C1QB_1963	C1QB	51
CTAG1A_66196	CTAG1A	59
VANGL2_45301	VANGL2	76
KRTAP10-4_70655	KRTAP10-4	70
TMEM79_53339	TMEM79	17
NFKB1_12538	NFKB1	73
SPESP1_66237	SPESP1	24
DMP1_4858	DMP1	30
NT5C1A_53843	NT5C1A	45
GAK_6813	GAK	12
PDLIM4_22363	PDLIM4	7
KRTAP19-6_68663	KRTAP19-6	17
MTCH2_33588	MTCH2	61
DUS2_41001	DUS2	55
PDZRN4_36885	PDZRN4	107
WDR86_70001	WDR86	15
JAGN1_53737	JAGN1	78
CEP55_41775	CEP55	35
PITPNM2_45998	PITPNM2	8
CRIP3_72401	CRIP3	31
CHGB_3156	CHGB	26
COX18_68178	COX18	101
C1orf210_62177	C1orf210	31
SCGB2A2_11442	SCGB2A2	28
FAM181A_55279	FAM181A	64
SPATA5_63884	SPATA5	20
ERP44_31642	ERP44	51
SPATA12_70152	SPATA12	25
FBXO25_34868	FBXO25	32
GATSL2_74919	GATSL2	6
FUT6_6661	FUT6	58
UACA_41492	UACA	27
TLR4_19288	TLR4	19
PCDHGA1_43946	PCDHGA1	74
SRFBP1_62783	SRFBP1	27
TIMP1_19201	TIMP1	51
INSM2_54025	INSM2	29
GOLGB1_7427	GOLGB1	21
DSTYK_33687	DSTYK	18
GOLGA2_7414	GOLGA2	25
SEL1L2_51186	SEL1L2	29
TP53TG3B_74888	TP53TG3B	4
NDUFS7_70246	NDUFS7	124
GMPR_7289	GMPR	38
ENAM_27063	ENAM	106
CSH2_4043	CSH2	25
WDR45B_44199	WDR45B	57
C9orf116_60559	C9orf116	50
MEF2BNB-MEF2B_11318	MEF2BNB-MEF2B	34
ADAD2_63484	ADAD2	13
TAS2R41_66988	TAS2R41	65
SYTL5_56714	SYTL5	54
LANCL1_27724	LANCL1	26
SEC63_30541	SEC63	17
ANKRD42_68785	ANKRD42	39
MITD1_59705	MITD1	74
GDPGP1_71827	GDPGP1	18
C11orf98_76398	C11orf98	29
SYCP2_27914	SYCP2	31
ERCC8_3307	ERCC8	6
WISP2_23160	WISP2	21
IQCJ_74451	IQCJ	31
OOEP_73072	OOEP	55
NUDT16_59992	NUDT16	26
PRDM2_20926	PRDM2	34
CCDC140_62482	CCDC140	40
CLEC12B_70872	CLEC12B	50
PRKCQ_14858	PRKCQ	59
ANKRA2_46377	ANKRA2	22
BDP1_43468	BDP1	26
AMBN_706	AMBN	30
FA2H_49018	FA2H	54
DHX8_4654	DHX8	9
JMJD8_68852	JMJD8	50
TFPI2_21143	TFPI2	29
MMP21_58086	MMP21	8
PCDHA2_44047	PCDHA2	60
CEP19_54674	CEP19	4
PKLR_14048	PKLR	36
AWAT1_63238	AWAT1	38
HIST2H2AB_68556	HIST2H2AB	44
GLRB_7251	GLRB	26
SCNN1B_16926	SCNN1B	28
CRELD2_49076	CRELD2	69
PRRX2_38794	PRRX2	5
CPN1_3806	CPN1	69
PCDHA13_44010	PCDHA13	49
DEFB132_72288	DEFB132	26
FBF1_54791	FBF1	126
FBXO9_34894	FBXO9	54
FOXD2_6424	FOXD2	54
OR2T34_59292	OR2T34	32
GDF11_27407	GDF11	16
ACTN2_216	ACTN2	42
YDJC_62284	YDJC	14
MTHFD1L_34036	MTHFD1L	14
NPHP3_35432	NPHP3	32
PIWIL2_41641	PIWIL2	28
B3GNT5_52773	B3GNT5	52
CHRM3_3208	CHRM3	26
NUPR1L_71401	NUPR1L	20
VPS26B_56892	VPS26B	38
PRKAA1_14761	PRKAA1	53
C4orf19_42205	C4orf19	53
TBC1D5_25945	TBC1D5	25
KIF2B_53915	KIF2B	36
TBC1D9_31905	TBC1D9	92
CTRB1_4231	CTRB1	16
CACNA1F_2158	CACNA1F	135
SPATA18_60083	SPATA18	12
OLFM2_56459	OLFM2	14
TNK1_22756	TNK1	20
SEC14L6_75031	SEC14L6	17
NTN4_46740	NTN4	59
SIAH1_17338	SIAH1	37
DIEXF_35469	DIEXF	6
NUDCD1_54604	NUDCD1	27
CLDN6_23773	CLDN6	59
MDH1B_59866	MDH1B	21
CACNA1C_2147	CACNA1C	24
TMEM27_45402	TMEM27	104
BARX1_43854	BARX1	16
CHAMP1_67393	CHAMP1	29
LEP_10575	LEP	39
TRIB1_27409	TRIB1	3
B3GALTL_61387	B3GALTL	51
RAD18_44443	RAD18	25
MDC1_25511	MDC1	144
SEC24A_29211	SEC24A	31
BZW2_36248	BZW2	60
MMADHC_35881	MMADHC	92
DKK3_35615	DKK3	20
ATP4A_1396	ATP4A	26
NDUFB5_12330	NDUFB5	35
ZDHHC12_54366	ZDHHC12	47
RGS19_27641	RGS19	21
GTPBP8_36416	GTPBP8	57
KCNIP2_37096	KCNIP2	72
CYP4F8_30705	CYP4F8	103
NUDT12_52255	NUDT12	19
POTEA_69175	POTEA	34
BAG2_25128	BAG2	21
DDX5_4641	DDX5	7
EFCC1_50062	EFCC1	23
GDF9_7035	GDF9	26
ALPK3_45774	ALPK3	16
HOXD8_8764	HOXD8	28
ATL1_37662	ATL1	25
TMEM213_62952	TMEM213	51
SPACA1_51935	SPACA1	29
DMGDH_36908	DMGDH	40
UBA2_26852	UBA2	3
LIMCH1_31420	LIMCH1	67
TENM2_45479	TENM2	32
AMELY_724	AMELY	49
GPR75-ASB3_75739	GPR75-ASB3	13
C17orf102_72225	C17orf102	23
PPEF2_14508	PPEF2	8
C11orf24_39659	C11orf24	68
CALCA_2213	CALCA	21
TRIM68_41651	TRIM68	61
CHRNB4_3253	CHRNB4	58
WDR41_42100	WDR41	24
FHL5_24896	FHL5	25
ANO4_58420	ANO4	60
ZAK_39482	ZAK	77
SHARPIN_51988	SHARPIN	12
PPP1R13B_32602	PPP1R13B	13
FAM217A_66064	FAM217A	18
GNAL_7318	GNAL	80
ANKS1A_32366	ANKS1A	70
OTUD6A_60717	OTUD6A	60
TSTD1_75358	TSTD1	21
EIF1_27364	EIF1	72
PLEKHM2_32078	PLEKHM2	15
PLAGL2_14096	PLAGL2	13
FFAR2_7629	FFAR2	50
